policy,num_stas,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,e_retx_mj,retx_energy_pct,avg_tx_retries,ee_kbit_j,e_per_pkt_uj,elapsed_s
cluster_csv,100,7,0.9715430861723446,20.6848,474.6715964811229,1687.4920406125204,0.02845691382765536,0.9572785923753666,0.15491047205642974,0.15491047205642974,1.0,4553.479866666983,7690.637333334058,2747.8023866667686,860.213333333436,945.4641466667786,1.0,394.1236512999719,51.01588800000001,103.99274879998067,184.71320666665753,54.40180783333374,4.7891999999999975,1.2151516368539081,4.73,62.97962560259516,16259.22653877772,2.27
cluster_csv,100,99,0.9689641273679968,20.514133333333334,492.8933946618647,1972.23760577861,0.031035872632003247,0.9623365637592833,0.1558406113537118,0.1558406113537118,1.0,4704.707026666924,7667.957333333367,2737.784226666821,937.8946533334554,1029.0281466666481,1.0,399.99650820663607,50.738304,103.97110666664751,191.042578399988,54.244519140000456,4.805807999999998,1.2014624881468576,4.71,61.54293723804962,16638.78985884509,2.21
cluster_adaptive,100,42,0.9747697236684021,20.770133333333334,448.3975360792652,1747.4345838157271,0.02523027633159791,0.9632785925660954,0.1493877551020408,0.14857142857142858,1.0,4483.59069333407,7676.834666668223,2758.62093333358,790.9242666668899,924.9708133335974,1.0,362.420972426645,50.84342400000002,103.9949477333141,152.37179626666386,55.21080442666689,4.392047999999999,1.2118636431529806,4.51,68.77129607902236,14889.933131743837,2.31
cluster_adaptive,100,7,0.9659182036888533,20.5568,479.59363920429786,2053.2643369522766,0.03408179631114672,0.964240425355155,0.1596958174904943,0.1596958174904943,1.0,4515.414333333704,7876.008000000385,2747.995133333566,816.1635600001756,951.2556399999626,1.0,367.46679530663494,50.85364799999999,103.99779146664743,157.5336490666538,55.08170677333382,4.729344000000001,1.2870126118615888,4.64,67.13031031665186,15253.914292512867,2.29
cluster_adaptive,100,99,0.9727969348659004,21.666133333333335,440.0386065625363,1682.0600704806561,0.027203065134099647,0.9651491922806282,0.14764565043894654,0.14737962223995743,1.0,4467.040053333703,7207.617333334178,2737.8158133334127,821.644400000106,907.579840000184,1.0,370.24823535997086,52.936992000000025,104.03578506664736,158.21692693332304,55.05853136000042,4.6199039999999965,1.2477855554148236,4.48,70.22142853624227,14582.443298935439,2.31
laca,100,42,0.97442143727162,20.48,498.6089631994462,1658.2362444862763,0.025578562728379994,0.9586578789694428,0.15070383659950318,0.15070383659950318,0.9988457098884186,4177.386960000402,7104.060000000972,2757.6093333334306,666.1226266668133,753.6550000001578,1.0,464.76751200663716,50.35195200000001,103.94336373331429,257.8977597333224,52.57443654000043,4.5162239999999985,0.9717168010520288,4.48,52.87805056315777,19365.31300027655,2.0
laca,100,7,0.9703252032520325,20.369066666666665,540.4469135837694,2319.296332817913,0.02967479674796747,0.9587845592070944,0.15782275711159738,0.15782275711159738,0.9980791394544756,4511.471826666827,7819.525333333578,2747.8533066667965,833.7751733334139,929.8433466666163,1.0,470.6381587799665,50.50353599999998,103.96953599998076,263.73727013331813,52.427816646667196,4.852848000000001,1.0311208110664083,4.75,51.93561028575156,19716.722194384853,2.05
laca,100,99,0.9760260056887444,20.497066666666665,540.9667072799139,1989.6692787469294,0.023973994311255575,0.966173889744792,0.14869371873262924,0.14869371873262924,0.9976949673453708,4378.833146666862,7421.90266666676,2737.8601466668165,794.3679866667117,846.605013333334,1.0,466.78908017330025,50.28244800000003,103.92416853331407,260.06177973331893,52.52068390666719,4.441679999999998,0.951538968810277,4.33,52.692920731711006,19433.350548430484,2.02
chang2019,100,42,0.9673176564368274,20.7104,497.37099246709715,1663.7183980836437,0.03268234356317257,0.963873770679583,0.16076221148684916,0.16049382716049382,0.9992467043314501,4835.9728933338665,7991.757333334457,2757.5313333335034,983.707546666797,1086.4543333335635,1.0,471.740979559975,51.474096,104.01156373331403,263.83292959999386,52.42239022666697,5.262335999999998,1.1155138578184447,5.04,52.68246999270999,19437.20558549547,2.16
chang2019,100,7,0.967443729903537,20.539733333333334,464.88775896551306,1430.6998276820377,0.032556270096463,0.958975254489779,0.15722070844686648,0.15722070844686648,0.998854961832061,4763.999293126829,8086.74266666673,2747.8276420172574,973.5130949472156,1042.6585561623558,1.0,465.9934925680715,50.786927999999996,103.97978666664736,258.67323012111837,52.553547780305536,4.986623999999999,1.0701059305611575,4.8,52.892755785424434,19359.929063899934,2.15
chang2019,100,99,0.963474025974026,20.258133333333333,483.68009675003185,1516.2827112908594,0.03652597402597402,0.9580586815353755,0.15987892129884426,0.15987892129884426,0.999613601236476,5081.310653333654,8246.836000000132,2737.3870400000906,1205.5424933335364,1138.3811200000273,1.0,453.7770772266356,50.202768,103.95105173331423,246.77028159998747,52.85297589333382,4.974911999999998,1.0963339158525442,4.76,53.57203177510589,19114.451441728543,2.13
etaroa,100,42,0.9690301548492257,20.292266666666666,448.53615389060315,1886.0909752383884,0.030969845150774278,0.9641088416817267,0.15253303964757708,0.15198237885462554,1.0,4635.318693333534,7625.174666666705,2758.106400000063,875.474360000083,992.5624533333895,1.0,361.23844684663413,49.63814400000002,103.98120853331399,152.40567813331967,55.21341618000052,4.306319999999999,1.192099024229354,4.53,67.40899318044694,15190.851423323553,2.11
etaroa,100,7,0.9687750200160128,20.65066666666667,431.9411035567912,1423.274475712937,0.03122497998398721,0.9621475980810935,0.15715444955369218,0.1566134703813903,1.0,4662.804586666899,7793.393333333881,2748.1915333334423,896.1746933333699,1014.7232133334196,1.0,365.7046829199689,50.78649600000001,104.02533599998074,155.76701386665442,55.12583705333381,4.6117919999999994,1.2610699877226477,4.65,67.76177926445379,15111.76375702351,2.03
etaroa,100,99,0.9706000805477245,20.56533333333333,432.4102932053329,1646.4875799208198,0.02939991945227549,0.9610967699232195,0.15030504714364948,0.15030504714364948,1.0,4631.21053333354,7460.433333333375,2737.6509733333937,918.7723200001316,974.7872400000148,1.0,368.1758864066349,50.539008000000024,103.92724373331397,158.65450639998687,55.05512827333384,4.6766879999999995,1.2702320202564255,4.41,67.02883298756764,15277.00773471514,2.04
no_raw,200,42,0.2962889066241022,12.672,1374.3257150335778,4669.394623848205,0.7037110933758979,0.9315064153334389,0.8429290106204583,0.7884692166413798,1.0,12312.38981171112,90298.63254538173,4681.892309648787,2812.4697847654293,4803.059227654722,0.885,2555.724459999986,97.04692800000008,102.53696399997943,2356.140568000006,0.0,73.95647999999996,2.8937579601206456,43.08,2.97496859266278,344205.31447811256,56.99
no_raw,200,7,0.2766507557677009,11.869866666666667,1463.0401311566068,4767.046783522553,0.7233492442322991,0.9277237198303432,0.8480345158197508,0.795701502077341,1.0,11659.611615057274,90053.32133333164,4102.564018512396,2394.6283603517377,5162.41923619314,0.77,2555.8305317333175,97.20261600000002,102.48925706664618,2356.138658666673,0.0,74.84887199999997,2.9285537937931605,43.645,2.786538431079014,367481.025410973,50.79
no_raw,200,99,0.28668126617559225,12.288,1354.8890698786468,4628.967966608186,0.7133187338244078,0.9158703153074367,0.8455401308441041,0.791287697462901,1.0,13904.354742032587,117405.93866664675,4823.17764663111,3188.3002404001377,5885.332104545964,0.915,2555.692893599984,97.0125120000001,102.53552559997951,2356.1448560000044,0.0,74.20536000000006,2.9035319613646284,43.23,2.884853660806863,354957.34633333114,58.07
static,200,42,0.47868918375552877,20.317866666666664,2475.3194551716188,7034.0150277540515,0.5213108162444713,0.7532967923675888,0.4404040404040404,0.43962703962703964,1.0,6602.610173333589,11993.625333333375,5252.965946666886,651.7637466667443,697.8804799999577,1.0,499.80220730996837,43.78924799999998,102.99195306664667,301.51099826665455,51.51000797666713,15.275543999999998,3.056317834652215,10.355,24.391088758116535,41982.54576312208,7.43
static,200,7,0.46026687910774744,19.720533333333332,2664.888024166785,7752.259444885467,0.5397331208922526,0.7433567630765805,0.4540282902829028,0.4535670356703567,1.0,6663.649380001108,12329.096000000125,5248.180386667837,669.8706800000438,745.5983133332256,1.0,500.59377991331496,44.000880000000016,102.9927714666467,302.1055794666681,51.49454898000009,16.029407999999997,3.202078939689526,10.86,23.63657015884004,43322.69839145954,7.04
static,200,99,0.45606361829025843,19.575466666666667,2691.248355157267,7390.808516437122,0.5439363817097416,0.7668059684093956,0.45615384615384613,0.456,1.0,6525.528313333534,11999.800000000541,5247.692606666742,616.4161466667616,661.4195600000309,1.0,498.6995021099678,44.05795200000002,102.97830479998004,300.11907559998724,51.5441697100005,15.915479999999986,3.1913968096343672,10.795,23.55181817969824,43478.5965222291,7.03
adaptive,200,42,0.9118169264154665,39.441066666666664,640.932605823225,2667.4214591881505,0.08818307358453348,0.9616682872371075,0.22846828261990718,0.2283393501805054,1.0,9759.57536000018,16072.584000000028,5250.762706666881,2142.6977866666552,2366.1148666666436,1.0,513.7855338333,54.49574400000003,103.9162655999808,303.9619853333186,51.41153890000052,9.886536,1.924253477173168,7.505,46.05937388591033,22232.17368382951,4.85
adaptive,200,7,0.9016072128577028,39.25333333333334,723.631280569268,3316.7156739766574,0.09839278714229716,0.9575007240081089,0.24169107347510504,0.24130905386476506,1.0,9835.71088666705,16756.165333333647,5248.047500000306,2119.9371533335043,2457.101779999904,1.0,520.55828534997,55.453968,103.90193119998101,309.94291666665555,51.25946948333376,10.534487999999996,2.0236903909650943,7.835,45.24373285916687,22632.968928259565,5.02
adaptive,200,99,0.9133196721311475,38.03306666666666,608.0347808320818,2622.7436458185557,0.08668032786885249,0.9606848407470814,0.22473705232325922,0.22460391425908668,1.0,9754.400700000208,16752.377333333487,5247.970466666796,2138.7728200000743,2361.0911333333374,1.0,504.2678410933007,52.30255200000002,103.86237519998075,296.49825493331923,51.60465896000053,9.115128,1.8075965304940989,7.055,45.25341126359439,22628.12838650665,4.82
cluster_csv,200,42,0.8962025316455696,39.2704,849.398990189641,3431.791989954774,0.10379746835443038,0.960750694079007,0.24779874213836478,0.24742138364779875,1.0,9864.390346666776,15832.194666666688,5252.889833333439,2238.0485333333695,2363.019779999971,1.0,541.5422160066322,56.05939200000008,103.91019786664748,330.83726373331746,50.735362406667264,11.005896000000002,2.0323246599606213,8.185,43.50951653178492,23535.08109546424,5.55
cluster_csv,200,7,0.8948109412711183,37.964800000000004,819.1796884891265,3429.380892901207,0.10518905872888173,0.9557232045426014,0.2468419695797886,0.24671307037896364,1.0,10400.910200000371,16921.306666667035,5248.068826666768,2487.4654333334693,2659.1043933334668,1.0,548.4121993233017,54.113063999999994,103.87883413331416,339.90599773332065,50.51430345666716,10.576583999999984,1.9285829186605752,7.985,41.53605632425277,24653.27935820642,5.52
cluster_csv,200,99,0.9067580803134182,39.500800000000005,863.4949652996222,3728.653189103752,0.0932419196865818,0.959753159964526,0.24662715924851847,0.24662715924851847,1.0,9137.656686666825,15488.137333333352,5250.1997066667855,1844.51340000008,2042.943579999958,1.0,533.815521139966,56.36570400000003,103.89704559998104,322.61253573331817,50.94023580666722,10.844975999999997,2.031596229506495,7.99,44.39825943874298,23063.96721278747,5.51
cluster_adaptive,200,42,0.9035714285714286,38.860800000000005,664.1863136345396,3016.3794281510777,0.09642857142857142,0.9553934178521413,0.22821414615084018,0.22795362771916114,1.0,9918.516706667073,16901.900000000365,5253.358100000834,2182.2760533331125,2472.9790799997904,1.0,517.9225110033069,53.66349600000003,103.9029314666476,309.06982119999213,51.28626233666699,9.336936000000003,1.8027669780007667,7.205,45.0192442008977,22745.828326890947,5.21
cluster_adaptive,200,7,0.902415079520911,39.219199999999994,646.591751483978,2780.9689857111707,0.09758492047908895,0.9619826942344476,0.23285384022604674,0.23272540457230928,1.0,9734.248220000452,17156.229333333387,5248.089580000445,2002.968940000149,2478.8240199998572,1.0,514.3352078399735,54.34531200000005,103.93985039998095,304.6556197333254,51.39442570666705,9.758184000000007,1.8972420808952473,7.485,45.75133034120703,22381.86283028605,5.45
cluster_adaptive,200,99,0.9114126097366321,38.98026666666667,617.0942263719604,2644.333511396612,0.08858739026336793,0.9589970035112231,0.22277163305139883,0.22264150943396227,1.0,9534.277266667319,16500.677333333544,5247.861946667654,2017.540786666606,2262.5414733330567,1.0,503.48597066664354,53.220504,103.93773413331408,294.6807946666623,51.64693786666686,9.088704000000009,1.8051553627136936,7.2,46.452456200582446,22044.044249853043,5.12
laca,200,42,0.8986035215543412,37.888,923.9713776920458,3638.143412114688,0.1013964784456588,0.9560612233021009,0.24841012329656068,0.2481505515898767,0.9971676402903169,9820.212820000548,15993.66800000004,5253.349560000663,2174.1161800002124,2386.136473333005,1.0,591.487766343307,54.21681600000001,103.8319951999808,384.02760226665936,49.411352876667024,10.351584000000008,1.750092662777376,7.74,38.433254740902946,26643.59307852735,5.04
laca,200,7,0.8901251738525731,38.22933333333334,945.4379993164789,3729.349593374847,0.10987482614742694,0.9588564658220108,0.2516211061665607,0.2512396694214876,0.9959705676243868,9608.618580000268,15905.129333333362,5245.689146666974,2083.5647533333017,2271.1595266666563,1.0,589.6283027299686,54.853416000000045,103.89230879998075,381.40798946665416,49.474588463333795,10.710048000000008,1.8164067006981643,8.14,38.90179608712696,26322.692086159313,5.23
laca,200,99,0.89581266124231,38.519466666666666,960.3717582127312,3790.450266890525,0.10418733875769004,0.9503468154173351,0.24449877750611246,0.24411272680478702,0.9942247112355618,9223.06576024053,15762.886666666684,5248.2063793912175,1884.679514422976,2080.5318530930012,1.0,579.0257149322591,54.56834399999999,103.88489359998086,370.8326538108834,49.73982352139471,10.144392,1.7519760760861551,7.625,39.91477304717609,25654.661716094775,5.03
chang2019,200,42,0.689738919247116,29.081599999999998,971.4857681481012,4106.9619425695955,0.31026108075288406,0.9177621847145837,0.4856257347440419,0.48295393822806454,0.9994400895856663,12271.459286666914,18998.725333333503,5252.853580000225,3609.1102399999663,3399.0955333333854,1.0,713.7079231933051,68.07948000000005,103.51696079998135,495.52349359998965,46.587988793333736,31.060727999999994,4.352022303609388,19.495,24.448320430476734,41884.267793034334,11.56
chang2019,200,7,0.4893069306930693,21.085866666666664,1351.6656924430442,4708.463866187334,0.5106930693069307,0.8288997040536504,0.6326289926289926,0.6265356265356266,1.0,11931.515833333584,17477.316000000545,5248.173620000321,3378.2707399999354,3297.0850733333273,1.0,813.6478376233007,75.30295200000006,103.13943039998021,591.0219483999866,44.1835068233338,43.67131200000003,5.367348130312219,26.53,15.549134914382146,65855.75375340354,17.46
chang2019,200,99,0.69769324160259,29.422933333333333,904.5816126700927,3898.4228068405,0.30230675839740995,0.9208910921766073,0.46720683236614474,0.46479798532793165,0.9995643966894149,12075.405686667034,19865.26800000078,5248.083040000171,3291.9143866668915,3521.2002399999687,1.0,695.31464529997,65.69265600000008,103.56479173331472,479.05115599998845,47.00604156666707,28.53583199999998,4.104017108353753,18.115,25.389598966930837,40331.475945473896,11.18
etaroa,200,42,0.9221221221221221,39.30453333333333,631.4415360521981,2717.6146352923192,0.07787787787787792,0.9516119135193326,0.21603153745072273,0.21590013140604467,1.0,10075.304015005373,16991.15333333354,5253.078829688764,2293.8767073312188,2528.348477985391,1.0,518.4899458992368,53.037264000000015,103.92590453331421,310.26893870009167,51.257838665831216,8.727120000000003,1.6831801790995635,6.85,45.48346633626539,22513.675462407155,4.81
etaroa,200,7,0.9116288411327576,38.732800000000005,616.5207765300506,2581.3842191084063,0.08837115886724245,0.9550850199801589,0.22239789196310936,0.22239789196310936,1.0,9817.495425766923,16592.009333333623,5247.916220000147,2130.5457600000523,2439.0334457667227,1.0,506.3298780699684,52.83734400000003,103.8934826666476,298.0345358666538,51.56451553666714,8.957136000000006,1.7690316901982712,7.01,45.89829873082972,22310.195112137844,4.76
etaroa,200,99,0.9145811789038263,37.7344,632.8882510501683,2753.869240296924,0.08541882109617371,0.9635591516537233,0.2258452492315916,0.22531070426299613,1.0,9638.932166666984,17039.65600000072,5247.920406666951,2031.0110066666582,2344.1608666667116,1.0,497.4444350066379,51.66285600000004,103.87705679998083,290.13922906665647,51.76529314000042,8.803584,1.7697622850846702,6.92,45.51390749742307,22498.61759414916,4.78
no_raw,400,42,0.16936774709883953,14.446933333333332,1064.4622555974772,4582.118928117312,0.8306322529011605,0.8930935837766475,0.7854286983562861,0.7454464682363394,1.0,19241.708484283903,119068.19199992799,3856.8692956383725,3027.1452674101465,12339.998734116425,0.36,2511.217726533312,47.30294399999988,102.1090771999796,2361.805705333341,0.0,35.064155999999926,1.3963009112875815,22.2875,1.7258877851197374,593317.832612714,42.67
no_raw,400,7,0.2004603682946357,17.092266666666667,701.4687880892058,4203.218731699488,0.7995396317053642,0.8350836330635761,0.6713454296473811,0.6406710030811366,1.0,28146.218127715423,118253.29466665778,4237.659535198507,6206.144694620781,17661.688214562804,0.4,2509.065456799989,44.35308,102.80263813331256,2361.909738666674,0.0,30.525179999999963,1.21659560205062,20.4875,2.0436613106697257,501061.4991113308,40.42
no_raw,400,99,0.1820466425412143,15.453866666666666,932.5579498307739,4444.776005144366,0.8179533574587857,0.9338746280556386,0.7266871614697702,0.6952129995608256,1.0,13004.450524853684,31821.612000000274,3494.5880000002435,2477.738051109662,6995.691878871977,0.325,2510.3852365333228,46.14593999999992,102.39834853331286,2361.840948000009,0.0,33.26329199999992,1.3250273908531405,20.9075,1.846792250261252,554474.9280029427,38.86
static,400,42,0.32304038004750596,27.8528,2972.5971497085543,8392.636699918818,0.6769596199524941,0.7203505165792178,0.4829682610639249,0.48261063924899417,1.0,16022.964543333672,31466.996000000305,10249.240143333504,2644.8944200001483,3127.608980000018,1.0,620.1593721349689,35.17023599999999,102.78660493331304,433.97861593332163,48.223915268333805,13.975019999999981,2.2534562288221807,9.8375,13.473697851624935,75999.92305575601,15.44
static,400,7,0.3173513677197941,26.828799999999998,2969.9042375722474,8097.044370066421,0.6826486322802059,0.7048844771521479,0.493155524154376,0.49218405016338423,1.0,16570.576549854886,32482.08933333178,10248.280190000343,2902.017903483269,3412.2625563712727,1.0,629.1903020517952,34.99594800000002,102.81543079997982,443.39004196767337,47.988881284141634,14.30846400000001,2.2741075241210775,10.17,12.792059848591615,80049.65674959228,15.13
static,400,99,0.32553021208483396,27.767466666666667,2921.800046741759,8200.585073619777,0.674469787915166,0.7022307406621392,0.4820508263728452,0.4815176826017416,1.0,16767.83226666711,32145.80000000099,10244.31727333362,2970.7442066667227,3552.770786666768,1.0,633.6151016516375,34.916952000000016,102.82304439997998,448.00134859999065,47.87375665166701,13.837692000000002,2.183927113468325,9.8675,13.147161389123546,77887.5355441472,15.11
adaptive,400,42,0.39453008453505717,33.85173333333333,2593.271412384815,6509.159936258229,0.6054699154649428,0.7916200024145355,0.4814756424404856,0.48108150717326187,1.0,24574.825326665254,43482.82533332954,10249.183050000229,6654.833039999748,7664.346433331945,1.0,791.0875453132852,40.67595599999997,103.00875506664676,603.4323474666371,43.97048678000092,15.229271999999995,1.925105772455174,10.675,12.837416111737957,79766.83088613917,15.2
adaptive,400,7,0.3838984731310728,33.041066666666666,2633.9814074074434,6760.013065796462,0.6161015268689272,0.805107187352322,0.4901266619463457,0.489654629848163,1.0,24043.95380333183,43476.861333320354,10247.758753333479,6186.733786666767,7599.022816664927,1.0,780.3377816349415,40.64076000000001,103.00634533331346,592.4453985999604,44.24527770166782,15.565523999999993,1.994716181419225,10.8625,12.702601659542857,80613.40719369231,14.7
adaptive,400,99,0.38684470820969336,33.37386666666667,2676.573376126031,6934.694555899,0.6131552917903067,0.8033065668130159,0.4845052697813434,0.4841120025169105,1.0,24754.946093331615,44492.44266666542,10244.275220000294,6591.2763166665145,7915.929819998139,1.0,794.5274780749372,40.67024400000001,103.02102279998009,606.9538449999562,43.88236627500123,15.541992,1.9561302068062811,10.845,12.601401809612035,81260.80062131803,14.71
cluster_csv,400,42,0.39827054964715236,34.19306666666667,2584.477029202688,7366.898289983588,0.6017294503528476,0.7585487178033524,0.4633575464083939,0.4628732849071832,1.0,23231.491699999184,40002.574666665,10250.746380000282,6070.5686966666035,6905.222296665631,1.0,763.9255919099556,39.33666000000002,103.02249839998014,576.9297729333088,44.636660576667424,14.312171999999997,1.8735034081286517,10.1775,13.427904639708817,76259.1057559227,15.04
cluster_csv,400,7,0.39771703214178433,33.894400000000005,2604.900251883104,6859.309327559963,0.6022829678582157,0.7495051687442992,0.4685994217796338,0.467876646321876,1.0,23258.888699995547,40481.78799999959,10246.882666667,6021.386146666582,6980.212309995296,1.0,765.6190692232199,39.42297600000002,103.02402359998014,578.5768377332378,44.59523189000255,14.45277600000001,1.8877241412839254,10.285,13.28117390064037,77101.61825007248,15.34
cluster_csv,400,99,0.4052610360814352,34.312533333333334,2482.221638592245,6829.940924612053,0.5947389639185647,0.7771346105781247,0.4620751196560396,0.4618317514399286,1.0,22375.776383332755,39469.394666665765,10246.756290000234,5739.6407300000155,6382.004653332506,1.0,748.8075555866238,39.35938799999999,103.00081906664674,561.4229045333099,45.024443986667414,14.265803999999996,1.9051362253982618,10.0975,13.74686983751888,74489.68471391432,15.04
cluster_adaptive,400,42,0.41857389889126234,35.114666666666665,2463.771406535959,6424.046695627424,0.5814261011087376,0.8181092376074983,0.47250845591127194,0.47195783843309996,1.0,20708.611846666747,35974.47999999387,10249.287863333502,4916.28319333348,5541.781256666429,1.0,717.1328904099669,41.413824000000005,102.99273426664676,526.8430329333205,45.883299210000494,15.401856000000004,2.14769901171248,10.7,14.689606544161915,69709.15095115111,14.81
cluster_adaptive,400,7,0.42134427911749617,35.037866666666666,2462.262578784487,6441.3837677154315,0.5786557208825038,0.7977757798304058,0.47384399813171413,0.47329908142612487,1.0,21746.254929789386,37460.45066666396,10246.724160000194,5384.259800000157,6105.941449789035,1.0,736.8732028820777,41.408399999999986,103.02582573331333,547.0613886312121,45.377588517553214,15.345312,2.0824901679123378,10.8,14.26481511186415,71785.01732898955,15.09
cluster_adaptive,400,99,0.41057682695191444,35.0464,2645.384522674498,6676.989484744927,0.5894231730480856,0.8228505571057818,0.47877984084880637,0.47807770322983306,1.0,20908.18155420892,37985.97599999488,10245.46958333351,4878.4711150852345,5776.602129123509,1.0,722.93987669181,41.832612,102.99759919998004,532.3656338377746,45.744031654055796,15.698927999999999,2.171539917238853,10.85,14.54328408070661,70410.50661717166,15.04
laca,400,42,0.35652347254061595,30.523733333333332,3304.8412627882517,8536.29552839164,0.6434765274593841,0.8038025505716798,0.47108288999485154,0.47065385275441907,0.9875869594871095,21938.36867999976,36456.40799999198,10248.341900000298,5622.157490000262,6059.611859999193,1.0,745.3040397149618,36.27514800000001,102.91687933331313,561.0694887333148,45.042523648333955,12.874320000000004,1.727391683657549,9.35,12.286422066760968,83344.03575230212,14.27
laca,400,7,0.36629213483146067,30.60053333333333,3159.26852334872,8033.009797204107,0.6337078651685393,0.8129391088858544,0.4653576680217974,0.4647521840671222,0.9875937286980232,21324.124679999553,35977.84399999703,10246.918273334059,5154.792289999895,5909.510969998934,1.0,733.3396612232907,36.21577199999997,102.89920519998003,548.8770417333109,45.34764229000073,13.049784000000002,1.7795006447941921,9.395,12.518291980398946,81800.29684587738,13.78
