policy,num_stas,packet_interval,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,e_retx_mj,retx_energy_pct,avg_tx_retries,ee_kbit_j,e_per_pkt_uj,elapsed_s
static,400,5.0,42,0.3277083333333333,26.845866666666666,3310.5600330302173,8923.645822848464,0.6722916666666667,0.6832520572154416,0.5005267778753293,0.4999122036874451,1.0,16850.523976667024,32074.127999999782,10250.468490000269,3058.4867166668073,3533.8421833332814,1.0,636.8714139449689,35.515187999999974,102.79757893331345,450.75519286665536,47.803454145000444,15.17529600000001,2.382788058581521,10.6,12.64581801546507,80975.38638842579,36.26
adaptive,400,5.0,42,0.3796875,31.104,2899.733796492659,7114.283640052392,0.6203125,0.77814366873609,0.5128986866791745,0.5125859912445279,1.0,26000.669049994318,45485.11733333223,10251.91669333358,7383.786979999193,8356.48770666154,1.0,819.7731870982119,41.03422800000001,102.95543919997993,632.5413227332294,43.24219716500274,16.870164,2.057906292314351,11.6025,11.382660651576163,89961.3922741522,23.55
laca,400,5.0,42,0.34791666666666665,28.50133333333333,3551.114699957639,8700.370954370774,0.6520833333333333,0.7445008008542445,0.4967432293452177,0.49631470689064106,0.9886486486486487,22187.00603666607,36971.94133333208,10251.472713333453,5651.06090000015,6278.521336665802,1.0,751.5705898299599,36.634787999999986,102.84672839997984,567.2002521333127,44.888821296667366,14.471592000000008,1.925513344431712,10.205,11.37670914176471,90008.4538718515,22.58
chang2019,400,5.0,42,0.17114583333333333,14.020266666666666,2406.6880271251266,5475.376964562135,0.8288541666666667,0.7260486820871436,0.6977265928806461,0.681274304516901,1.0,33598.94877666226,53686.865333329995,10250.615923333602,13197.48799666512,10125.049446663535,1.0,1326.2157467048992,43.02882000000002,102.57109293331293,1150.3205584665839,30.295275305002257,29.238143999999988,2.204629531254229,18.68,3.1714900161986312,322876.6273170783,77.24
no_raw,600,5.0,42,0.03263888888888889,4.010666666666666,2436.594496097395,4807.311596787389,0.9673611111111111,0.9918283045977011,0.9813434117849167,0.8650060127125924,1.0,2981.284511111524,4973.294666667694,1750.6940222223009,534.1750000001272,689.978866666871,0.1,2497.152641866644,32.078375999999956,101.32354408886927,2363.7507217777834,0.0,26.534144,1.0625759737364509,40.22666666666667,0.32121918375551584,3187854.436425503,840.76
static,600,5.0,42,0.2132638888888889,26.205866666666665,3735.0363388165515,9411.505523585694,0.7867361111111111,0.6827252018757741,0.5127922971114168,0.5121733149931225,1.0,34774.96690666543,73475.81999999953,15249.733013333604,7691.910413332042,11822.961148888673,1.0,933.9911216599543,26.51311199999996,102.7126196444244,764.7870411555293,39.97834886000083,11.779695999999989,1.2612214106558413,8.896666666666667,5.611587960299189,182479.5418417364,29.62
adaptive,600,5.0,42,0.20694444444444443,25.429333333333332,3652.4078811243808,9481.613363753842,0.7930555555555556,0.6573399656540534,0.5258608862669777,0.5251749211140074,1.0,42291.104297774444,74480.15333331762,15250.568860000338,12511.273486663022,14511.95309777776,1.0,1080.3631095399192,26.63236799999996,102.69162782220182,914.8115392888269,36.2275744288906,12.119552000000004,1.1218035763143752,9.08,4.707553064110567,217522.7737328696,71.42
laca,600,5.0,42,0.195,23.961599999999997,4605.491278624403,12290.122252639603,0.8049999999999999,0.6840937011972931,0.509725065808716,0.5093594618309447,0.9795918367346939,37091.15129555219,59961.21333333033,15250.655722222626,10444.101735552627,11386.018315554726,1.0,983.4870230399194,24.337079999999975,102.631790933313,817.8599290666045,38.65822304000167,10.748551999999986,1.092902270004198,8.305,4.8727841727765036,210146.79979485457,33.15
chang2019,600,5.0,42,0.09791666666666667,12.032,3201.0005813352745,7857.784629514669,0.9020833333333333,0.6446498054474709,0.6651773439648062,0.6493676106681331,1.0,39012.84094888489,64166.565333332925,15250.587553333613,11532.030639995013,12217.293835556264,1.0,1392.4812063643558,27.757040000000003,102.36874284442396,1234.1108520888195,28.24457143111306,18.556552,1.3326249514310862,12.518333333333333,1.7281382247756834,592545.1941975983,132.18
no_raw,800,5.0,42,0.021875,3.584,2463.3364250449604,4926.971384985537,0.978125,0.9859154929577465,0.9817934430478165,0.8669819878191007,1.0,2794.2017777781007,4853.790666667633,1758.7931111111643,455.57113333343636,569.4975777779409,0.075,2489.88502813332,23.927604000000148,101.29035479997933,2364.6670693333454,0.0,19.7490179999999,0.7931698763940858,31.97125,0.21591358393083782,4742638.148825371,1230.01
static,800,5.0,42,0.13885416666666667,22.749866666666666,3610.437348630988,8881.286919919788,0.8611458333333333,0.657315823545732,0.518836345931471,0.5176191345627168,1.0,53836.212528597265,119996.8573333322,17152.392629191585,10695.008019721416,25974.31244575922,0.845,1469.485282381615,19.591769999999965,102.59112926664578,1321.214515399967,26.087867715001025,9.095441999999986,0.6189542766470502,7.48625,2.3222280895997454,440955.823670402,84.57
adaptive,800,5.0,42,0.133125,21.8112,4561.290631708788,13725.387659572341,0.8668750000000001,0.5867279564438327,0.5205123445331353,0.5196460615060949,1.0,56019.65848499595,93978.54133333222,20250.451386665754,17193.496204997722,18555.701171665794,1.0,1316.38248526074,19.27438799999998,102.54758666664586,1164.5549202332595,30.00559036083538,9.076049999999993,0.6894690640161679,7.42625,2.485356677585974,412013.2974212019,39.57
laca,800,5.0,42,0.13151041666666666,21.546666666666667,5164.540825893071,15336.390610725934,0.8684895833333334,0.6337467740481336,0.5031430404105196,0.5020525978191148,0.9796013702896293,51814.15719166193,81987.98399998414,20250.673766664924,15093.836263331255,16451.13205999909,1.0,1237.7137138224048,18.09550799999999,102.53528379997901,1085.0872664332567,31.99565558916882,8.250737999999977,0.6666111805871003,6.97625,2.6112662111650065,392146.91923086095,40.23
chang2019,800,5.0,42,0.06833333333333333,11.195733333333333,4148.826620515102,11154.843756989801,0.9316666666666666,0.6572021991447771,0.6155713218820015,0.6074184714961414,1.0,53376.098763326416,87979.33733332991,20250.61382499948,16068.020059993618,17034.31311833332,1.0,1589.1633240506912,20.049198000000015,102.34467719997912,1443.744103966545,23.025344884169872,13.041233999999998,0.8206352237451968,9.51625,1.056757335501176,969002.0268601776,127.64
no_raw,1000,5.0,42,0.016375,3.3535999999999997,2467.5840011189184,4794.709398179045,0.983625,0.9858866334737648,0.9825761895710574,0.8712855604131027,1.0,3069.616000000496,4943.472000001119,1740.9520444445402,603.2221555557198,725.4418000002364,0.06,2485.588453919979,19.112601599999994,101.2658912533118,2365.209961066683,0.0,15.775569599999978,0.6346814805612971,26.151,0.16190612704421417,6324652.554503764,1414.91
static,1000,5.0,42,0.10454166666666667,21.410133333333334,3526.858646321671,8511.23990974238,0.8954583333333334,0.6583869257229874,0.5327546771450354,0.5314644302386957,1.0,32893.46556415298,116320.9386666644,12524.303671419046,5472.035030549106,14894.700754920743,0.491,1705.7633912519702,15.706209599999946,102.29707855997815,1567.8243157866461,19.935787305333925,7.536206399999986,0.44180842657601394,6.597,1.5061971743421494,679857.8681753569,32.71
adaptive,1000,5.0,42,0.09791666666666667,20.05333333333333,4905.853470225114,15243.53338055431,0.9020833333333333,0.5570751622251292,0.5020735101971255,0.5012213827188547,1.0,69081.13733999516,113975.16133333261,25249.86470666541,21022.784938663302,22794.866103999782,1.0,1549.6329902465675,14.852035199999914,102.47309407997896,1408.3851410665861,23.922719900002146,6.840359999999964,0.441418067571701,6.133,1.5528838216183751,659418.2937219435,92.37
laca,1000,5.0,42,0.097625,19.993599999999997,5428.048775741074,17056.508981834286,0.902375,0.6268514424671162,0.4923760004673716,0.49167494303908393,0.9805841634306939,64708.5098773281,100906.84799999418,25250.048342664104,18868.669699997034,20579.321065333617,1.0,1467.8546150152247,14.350531199999917,102.44151210664536,1325.0549492532416,26.007622455335817,6.4194671999999615,0.4373367181145102,5.859,1.6345160995219645,626485.1109753414,46.37
chang2019,1000,5.0,42,0.05591666666666667,11.451733333333333,4948.527744785203,14569.198754700137,0.9440833333333334,0.7535414225941423,0.5760277938621887,0.5704111175448755,1.0,64392.08584932629,106978.31999998643,25250.035618664173,19014.974734662646,20107.467797332785,1.0,1746.8445566418618,15.493867199999995,102.29421829331238,1610.1789364532106,18.877534695336546,9.397848000000018,0.5379899410206517,7.387,0.7866801855808973,1301672.545932833,134.37
no_raw,100,5.0,7,0.6370833333333333,13.047466666666667,1554.7337985338136,4440.519507132026,0.36291666666666667,0.947437166216421,0.8524232768740567,0.8184638604729163,1.0,12642.933945576471,114993.83466663292,2707.482789115745,1755.1279591838659,8041.650625848271,0.98,2644.9683738666545,196.90896000000012,103.24208586664645,2344.8173280000055,0.0,155.5332480000001,5.880344337449581,88.6,5.919526356041541,172986.8132025281,39.57
no_raw,100,5.0,99,0.64875,13.2864,1561.9464191441102,4539.914458925787,0.35124999999999995,0.9596273513205397,0.8484670306593868,0.8170516589668206,1.0,10777.154499311917,115281.91599999949,2666.1298888891483,1692.9464583333147,6408.43319375612,0.96,2644.869869866653,196.77489600000015,103.27258986664663,2344.822384000005,0.0,154.9764000000001,5.859509451321838,88.21,6.028152909013946,169869.61270819863,38.26
static,100,5.0,7,0.48041666666666666,9.838933333333333,3284.55529609188,8320.985629925895,0.5195833333333333,0.7518856399524914,0.4930715935334873,0.49278290993071594,1.0,3423.7633333336225,5778.409333333435,2752.7876533335757,304.8204400000844,366.1552399999623,1.0,473.98366267330175,48.15643200000004,102.95308319997999,270.6032637333213,52.27088374000049,19.155407999999987,4.041364609902822,12.57,24.909550538955827,41108.73050072002,4.45
static,100,5.0,99,0.5025,10.2912,3044.1401177816642,8140.83363391528,0.49750000000000005,0.7695428571428572,0.47155172413793106,0.47097701149425286,1.0,3524.3943733335705,5937.808000000401,2757.8217333334337,377.1552933334537,389.41734666668225,1.0,472.8870675866338,47.875872000000015,103.03584906664665,269.68130186665326,52.29404465333381,18.539376,3.9204658513110116,12.35,26.11498779830252,39211.19963404923,3.71
adaptive,100,5.0,7,0.9825,20.121599999999997,671.8862095147774,1654.5060913377924,0.01749999999999996,0.9995620752885341,0.2768867924528302,0.2766509433962264,1.0,4703.038040000242,8023.976000000511,2752.6012800000863,872.9932000000761,1074.9884266667461,1.0,449.02527066663475,60.15172800000002,104.00466933331398,231.66636799998665,53.20250533333382,15.273455999999987,3.4014691372101646,10.67,53.77407815856852,19042.632343792822,2.54
adaptive,100,5.0,99,0.9833333333333333,20.13866666666667,653.9524370597806,1536.5368603033803,0.01666666666666672,0.9995692749461593,0.26935133831685554,0.26935133831685554,1.0,4384.215466666822,7500.574666666693,2752.8944266668004,765.2976400000165,866.0234000000053,1.0,437.7860233533001,59.93908800000003,103.9131242666473,220.44955653331883,53.484254553333834,15.125807999999997,3.45506873064178,10.31,55.201396825995374,18550.255226834754,2.43
laca,100,5.0,7,0.9866666666666667,20.206933333333335,734.4421751997162,1784.0513102502478,0.013333333333333308,0.9996120935539076,0.2443450161570967,0.2443450161570967,0.9947281713344316,4116.167026667038,7473.0546666671,2753.315200000363,623.8790933333437,738.972733333332,1.0,494.92026295330317,57.75590400000001,103.91254559998067,281.2823085333219,51.96950482000046,12.650496000000002,2.556067501563096,8.96,48.99439731019435,20900.348942284763,2.48
laca,100,5.0,99,0.9875,20.224,732.880515981906,1859.6236761902958,0.012499999999999956,0.9996262680192205,0.2514229151200198,0.2514229151200198,0.9957585644371941,4097.400533333916,7422.420000001388,2757.7909333335992,604.6730666668126,734.9365333335045,1.0,496.8993149866395,58.26144000000005,103.91262826664735,282.7949631999917,51.93028352000037,13.227119999999996,2.6619316229799272,9.15,48.840477875588405,20966.21582222108,2.45
chang2019,100,5.0,7,0.9833333333333333,20.13866666666667,764.4406882132671,1694.2079570955918,0.01666666666666672,0.9995692749461593,0.2706136145733461,0.2706136145733461,0.9967989756722151,4683.845893333458,8180.377333333348,2753.1066133334293,922.2866400000313,1008.4526399999974,1.0,487.2624970933001,59.574768000000034,103.96755199998066,271.5119082666523,52.208268826667165,14.626655999999995,3.001802126626485,10.14,49.59626514283668,20646.715978529668,2.54
chang2019,100,5.0,99,0.98375,20.1472,739.8648799014165,1635.1020060875535,0.016249999999999987,0.9995734036258002,0.2504322054828353,0.2504322054828353,0.9960591133004926,4195.288093333522,7762.916000000073,2757.7316000001047,674.304266666757,763.2522266666604,1.0,473.72358759996905,58.105008,103.91224799998065,259.18537066665465,52.52096093333379,13.157471999999993,2.77745764500768,9.26,51.03533079804274,20064.53145277294,2.5
no_raw,200,5.0,7,0.31666666666666665,12.970666666666666,1271.9461282256239,4446.553969143715,0.6833333333333333,0.8756410781179175,0.7777692836939072,0.7476492622888158,1.0,26420.928871285705,118943.82133333007,2781.196897690047,4161.832910891151,18680.784290427295,0.505,2553.9281599999854,94.64018400000015,103.04333866664565,2356.2446373333387,0.0,74.31530400000003,2.9098431648915475,45.165,3.047227452161397,336043.1789473665,39.73
no_raw,200,5.0,99,0.32875,13.4656,1346.4918198548994,4528.696298439224,0.67125,0.988669985944684,0.8366374673428615,0.805901337021669,1.0,8902.128837606953,33641.59866666361,2213.306324786391,493.80842735049566,5950.197384615352,0.39,2555.946630933328,97.42538400000005,102.36833226664598,2356.1529146666726,0.0,77.102952,3.016610404413848,48.645,3.1610049686560733,323947.60848331155,44.28
static,200,5.0,7,0.44729166666666664,18.321066666666667,3088.4105876353074,8132.226852203132,0.5527083333333334,0.730408651560767,0.49389784541208376,0.49329516347747476,1.0,6482.904226666948,12486.637333333374,5250.784513333561,586.5521600000907,640.2222799999612,1.0,502.16942955330194,45.18319200000003,102.92455493331323,302.5817725333217,51.47991008666713,17.944871999999986,3.5734696188022848,11.925,21.890301067865387,46778.707922990405,8.75
static,200,5.0,99,0.44333333333333336,18.158933333333334,3017.1457862462266,7492.569148442345,0.5566666666666666,0.7483447911158118,0.49733678283366306,0.4970324151575103,1.0,6257.531793333536,11978.45866666678,5255.318006666823,490.6078666667276,511.60591999998604,1.0,498.1277263133005,45.15115199999998,102.87952639997985,298.51501679998665,51.58203111333381,18.176735999999995,3.649011094910952,11.94,21.872623073278394,46816.51563094929,7.94
adaptive,200,5.0,7,0.9285416666666667,38.03306666666666,1468.2788182736006,3641.6477730152706,0.07145833333333329,0.9970411768839278,0.3931428571428571,0.393038961038961,1.0,10077.072226666813,17986.917333333404,5250.814600000139,2266.0850866666988,2552.8605533333084,1.0,603.6343204266333,70.78310400000002,103.88586906664732,379.48692959998584,49.478417760000546,27.063527999999977,4.483430958808333,17.165,37.804079767816255,27087.023577591797,7.34
adaptive,200,5.0,99,0.925625,37.913599999999995,1468.5583976505968,3632.471198657847,0.07437499999999997,0.9961270121612756,0.3944810285355911,0.39437650256088636,1.0,9675.917673333564,18170.58266666672,5255.750820000225,1968.182673333334,2448.8265466666726,1.0,598.9241701666325,70.68172800000008,103.86514453331404,374.7807773333181,49.5965203000005,26.836559999999995,4.4807942869518085,16.89,37.98170308216316,26960.349771174093,7.53
laca,200,5.0,7,0.8989583333333333,36.821333333333335,1890.486863412705,4551.358856060528,0.1010416666666667,0.9922103978598911,0.38323353293413176,0.38301578660860097,0.9913274583857882,9318.13902000017,16465.28400000045,5250.265946666756,1911.9011600000465,2144.322666666698,1.0,637.1298565099671,67.24411200000007,103.80073066664741,417.54759559998604,48.5374182433338,21.99902399999999,3.4528320679405873,14.27,34.67550574543572,29530.931935572058,7.38
laca,200,5.0,99,0.8972916666666667,36.75306666666667,1787.891020701997,4367.680911808827,0.10270833333333329,0.9918540202966433,0.37921225382932167,0.37899343544857766,0.9940290019903326,9517.80451333349,16458.508000000176,5255.460320000192,2040.468046666653,2217.0501466666456,1.0,636.4893657799677,66.51496799999998,103.81214693331401,417.6248301333199,48.537420713333816,21.919296000000003,3.443780395787073,14.32,34.64604624301492,29556.042060829703,7.36
chang2019,200,5.0,7,0.37875,15.5136,2088.9610616035093,4992.713803871205,0.6212500000000001,0.77665288090986,0.6751161808196029,0.6669835234474017,1.0,12843.250780000442,21448.82800000014,5250.695340000187,3948.185480000012,3620.888906666908,1.0,794.1960483733033,68.04153600000004,102.93831893331323,578.7029183999896,44.51327504000044,42.32169600000002,5.328872648848432,25.98,11.720229556751459,87370.3023512985,19.89
chang2019,200,5.0,99,0.3879166666666667,15.889066666666668,2045.9020168836078,4919.606340155535,0.6120833333333333,0.7906239168110919,0.6714043275350021,0.6638735680950361,1.0,12204.842380000206,20044.0333333339,5255.617926666779,3415.183720000043,3513.181893333383,1.0,786.4611799166361,68.33971200000003,102.91990079997998,570.4834859999889,44.71808111666713,42.27393599999999,5.375209492791619,25.81,12.121946058431687,84474.88506086316,20.31
no_raw,400,5.0,7,0.058020833333333334,4.753066666666666,2497.565644509109,4771.633192536646,0.9419791666666667,0.990008934839492,0.9788676084224955,0.8620492708372997,1.0,2903.0588444448344,4909.905333334383,1751.0675111111811,503.5996222223518,648.3917111113018,0.15,2511.7391043999664,48.42457199999998,101.40696439997947,2361.907568000017,0.0,40.03303200000003,1.5938371915248573,54.245,0.5677022734973266,1803762.3729981806,313.75
no_raw,400,5.0,99,0.0590625,4.8384,2481.217468048681,4791.377284185253,0.9409375,0.9887709909577412,0.9785999692638697,0.8623789764868603,1.0,2944.713888889254,5137.18000000103,1750.075666666731,521.5782888890001,673.0599333335228,0.15,2511.776517999966,48.46539599999995,101.40862599997949,2361.9024960000174,0.0,40.066259999999986,1.5951363392752493,53.7625,0.5778858069569784,1771976.3795414225,316.45
static,400,5.0,7,0.3201041666666667,26.222933333333334,3351.6839972664097,8848.416428324896,0.6798958333333334,0.684914633438742,0.5054347826086957,0.5043133195307108,1.0,17927.34746333363,32998.243999998434,10251.830976666917,3526.8575633333885,4138.2805033333225,1.0,656.1966340516353,35.58158399999998,102.83390679998,470.4710632666554,47.310079985000456,15.362627999999983,2.3411622679538335,10.9125,11.988601574236304,85414.46587069774,25.98
static,400,5.0,99,0.32208333333333333,26.385066666666667,3345.148803155271,8926.201200045898,0.6779166666666667,0.6878031654676259,0.5091310101455668,0.5086898985443317,1.0,16316.57469000038,31989.72533333361,10251.702260000313,2752.656486666733,3312.2159433333327,1.0,627.2981629849689,35.696736000000016,102.75971346664653,440.78931126665566,48.05240225166715,15.312660000000005,2.4410497118524037,10.5825,12.618433254027668,81151.12069663247,16.25
adaptive,400,5.0,7,0.3753125,30.7456,3028.8731345944702,7535.019665559376,0.6246875000000001,0.7790398833385342,0.5139383614681741,0.5130865727117857,1.0,26474.612749993812,45477.51466666632,10251.684123333487,7616.420876666144,8590.16126332751,1.0,827.0767380248611,40.88962800000004,102.99519359998008,640.139594999878,43.052321425003235,16.92771600000001,2.0466923106101405,11.7725,11.15214535234909,91820.89792116138,16.6
adaptive,400,5.0,99,0.38458333333333333,31.505066666666664,2883.301005903259,7174.947809367493,0.6154166666666667,0.7595657988587732,0.50875,0.5084375,1.0,25532.840103331546,46496.822666664244,10251.668163333627,7014.690149999674,8257.073839998253,1.0,809.4171283416117,41.01409199999998,102.97167906664667,621.9237969999648,43.50756027500101,16.651380000000003,2.0572062805387468,11.4825,11.676945877541424,87694.16341729269,16.41
laca,400,5.0,7,0.349375,28.6208,3686.0713684233606,9037.222949159728,0.650625,0.7645522509786864,0.49276231263383297,0.4925053533190578,0.986388140161725,22134.41214333281,36952.6253333299,10251.640313333437,5607.972376666769,6273.538603332604,1.0,750.2719730199623,36.55753200000001,102.85785946664653,565.9360298666485,44.92055168666733,14.448552,1.9257752547842497,10.225,11.444169992701497,89477.87394394305,15.67
laca,400,5.0,99,0.34708333333333335,28.433066666666665,3618.2719910692176,8925.986472868419,0.6529166666666666,0.7673641139065523,0.4971438315286896,0.49663227896666384,0.9898429035752979,22415.738973331718,37447.743999998966,10252.0231066673,5789.711843333208,6366.0885999978755,1.0,755.5972866416092,36.628032000000026,102.86002533331306,571.3235796666276,44.7856496416678,14.674764000000012,1.9421409075229332,10.3775,11.2889764836409,90707.95758002512,15.78
chang2019,400,5.0,7,0.16895833333333332,13.841066666666668,2521.768483444927,5679.095791006488,0.8310416666666667,0.6874174331103678,0.6984425551124821,0.6830185840042133,1.0,32677.849626659176,49988.190666663824,10251.620236666904,12483.935276663833,9923.472746661773,1.0,1310.2647864631754,42.914615999999995,102.54437506664621,1134.1045881331927,30.701207263337018,29.189436000000004,2.2277509326028406,18.6275,3.1690693689543794,323123.25190213945,51.98
chang2019,400,5.0,99,0.16791666666666666,13.755733333333334,2460.9217938862184,5448.204754374445,0.8320833333333333,0.7061260869565218,0.6995280545359203,0.6834968911528954,1.0,33309.157393327165,51486.089333328084,10250.729216666945,13299.273169996304,9721.870586663916,1.0,1321.8043044315687,42.96446400000003,102.55520853331286,1145.87798539992,30.406646498335466,29.134871999999994,2.2041743927085498,18.635,3.1220355283792656,327991.1425388507,53.24
no_raw,600,5.0,7,0.03229166666666667,3.968,2383.931918562418,4772.390627381686,0.9677083333333333,0.9643430559272144,0.9808295811161141,0.864101514531314,1.0,6923.956377776701,115458.23733333105,1758.7440000000233,484.3774888889277,4680.83488888775,0.1,2497.100032533313,32.009519999999874,101.33623342220261,2363.7542791111186,0.0,26.49123199999999,1.060879886863186,40.486666666666665,0.3178086539027799,3222064.558107501,514.53
no_raw,600,5.0,99,0.03423611111111111,4.206933333333334,2374.4286414653066,4811.7637842975455,0.9657638888888889,0.9621587598175829,0.9796749382243414,0.8638151254654927,1.0,7407.418833333018,113315.22399999587,1851.8070833333627,446.64414583342364,5108.9676041662315,0.10666666666666667,2497.1521927110884,32.06928799999998,101.33480604442482,2363.748098666672,0.0,26.467208000000007,1.0598956714474537,39.611666666666665,0.3369384810115224,3039130.4576605544,516.99
static,600,5.0,7,0.2098611111111111,25.787733333333332,3695.017376964909,9178.662171078373,0.790138888888889,0.6887762274681348,0.5183387644734105,0.5176454274422797,1.0,33384.26084888712,69988.32399999845,15254.83873777818,7491.907915554202,10629.275119999178,1.0,908.420800259947,26.646431999999972,102.66976799997988,738.4683078221891,40.63629243777879,12.02015199999999,1.32319207096099,8.948333333333334,5.677486320426416,180361.5089860914,18.06
static,600,5.0,99,0.21229166666666666,26.0864,3703.259146571449,9264.451351954416,0.7877083333333333,0.6687836977135292,0.5147313691507799,0.5140381282495667,1.0,33629.35621555404,71491.03199999884,15247.351208889133,7600.620679998519,10769.685113333057,1.0,912.5156287210611,26.62032799999998,102.67689937775768,742.6875755999693,40.53082574333428,11.89786400000001,1.3038531752793645,8.891666666666667,5.717469198102715,179100.22153504635,44.76
