policy,num_stas,packet_interval,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,e_retx_mj,retx_energy_pct,avg_tx_retries,ee_kbit_j,e_per_pkt_uj,elapsed_s
no_raw,500,1.0,42,0.03755,19.2256,2339.5081129478926,4801.251754854344,0.96245,0.9317458805285831,0.8,0.7602421796165489,1.0,22856.79088171794,78922.69866665664,1012.5679139785179,1038.0144516130185,20764.603397846826,0.062,2502.9624658133152,38.26884479999945,101.7770076799797,2362.9166133333406,0.0,27.427295999999764,1.095793339876853,21.004,1.8434731095740482,555473.2502914594,40.45
static,500,1.0,42,0.058166666666666665,29.781333333333333,6203.190646498073,11123.389325855378,0.9418333333333333,0.6476945824993935,0.5111044642189486,0.5105062439243251,1.0,24068.40110933147,50086.65066666488,12748.054885333588,4886.2434666652925,6428.688562665921,1.0,755.3390667172756,32.34707519999998,102.73648991997985,575.5629483732945,44.6925532240012,14.933740800000002,1.977091012239371,10.42,9.46266427217027,108214.76600534034,22.03
adaptive,500,1.0,42,0.05868333333333333,30.045866666666665,5904.500923538903,10434.18386167906,0.9413166666666667,0.6439727293977092,0.5055345179143607,0.5045150014564521,1.0,35623.72158132498,57781.534666665946,12747.169082666896,10847.182527998135,12010.11187999328,1.0,972.4544247411645,32.123126399999975,102.84280586664659,798.3662572798471,39.122235194670615,14.46097920000001,1.4870598387013403,10.432,7.415265761086268,138093.49967923382,21.34
laca,500,1.0,42,0.055216666666666664,28.270933333333335,6523.633783031732,11887.235934555201,0.9447833333333333,0.6704724351730247,0.4865206735710333,0.48588821250691755,0.9820833333333333,31072.45928799615,48933.135999997605,12749.37161333374,8811.504631997434,9499.749005331645,1.0,889.2049226905779,29.142566399999982,102.74927018664638,716.1258059732636,41.18728013066861,12.801110399999997,1.4396130828050397,9.374,7.6304390887420075,134199.35446582825,20.22
chang2019,500,1.0,42,0.031933333333333334,16.349866666666667,4453.082950012798,8129.043866424208,0.9680666666666666,0.31617052794763584,0.6475254475254475,0.6315198315198315,1.0,47414.490760745335,68480.16799999651,12748.055584000234,19642.910969088967,14963.349260989466,1.0,1481.4725641401255,33.539951999999964,102.59170751997962,1319.2424857779283,26.098418842218614,21.15622079999999,1.4280534997473582,14.294,2.648694343035333,386605.5751931434,54.53
etaroa,500,1.0,42,0.05938333333333334,30.404266666666665,5846.015966135069,10332.139359510393,0.9406166666666667,0.619251676788371,0.5060029282576867,0.5050512445095169,1.0,34482.48921333118,57610.89066665963,12748.977784000532,10257.583410665447,11458.81383466521,1.0,951.2453603892768,32.33039999999997,102.82347839997986,776.4210361599627,39.67044582933447,14.434800000000015,1.5174633802253588,10.302,7.671021908599743,133489.38540405233,22.17
no_raw,500,0.5,42,0.024876826722338204,25.4208,2990.068595670307,4884.196102945528,0.9751231732776618,0.9466494498953553,0.7185990338164251,0.7023701690821256,1.0,18491.067466665198,71933.40266666174,733.5233333333601,885.1829333333828,16872.361199998453,0.04,2502.772444799983,37.960588799999044,101.90098453331309,2362.9108714666786,0.0,24.68677439999963,0.9863771055691223,16.778,2.437693451786257,420069.2253776406,26.13
static,500,0.5,42,0.02934446764091858,29.986133333333335,6501.632715715321,11003.672797524485,0.9706555323590814,0.6365049484536083,0.5076209410205434,0.5065164568146675,1.0,25781.389693332036,55998.50533333141,12748.007960000243,5419.64607999836,7597.073317333431,1.0,787.6778889866139,32.230329600000026,102.80714015997982,608.7785002666333,43.86191896000102,15.415363199999996,1.9570643553080582,10.818,9.136567244840235,112077.10429519264,25.75
adaptive,500,0.5,42,0.03013778705636743,30.796799999999998,6214.860503633648,10629.436730843756,0.9698622129436326,0.6609263902935641,0.5011737089201878,0.500293427230047,1.0,35117.10637866246,58773.83733333077,12747.831130666855,10397.41652799774,11964.618061331195,1.0,962.991788413235,32.19656640000001,102.83497567997986,788.5938415999186,39.366404733335514,15.017692800000013,1.5594829551709204,10.626,7.67528040107057,133415.3211988411,24.22
laca,500,0.5,42,0.028058455114822547,28.672,6858.969888753424,12501.706690701647,0.9719415448851775,0.67008547008547,0.48302687411598305,0.4816910262454817,0.980793495023132,31211.293826663514,49438.75599998271,12749.124002666937,8804.940442665304,9647.114325331271,1.0,891.45214311058,29.067974399999994,102.77808117331317,718.4776281065984,41.12845943066853,13.171843199999994,1.4775715445631157,9.642,7.719180500244097,132656.56891526488,24.02
chang2019,500,0.5,42,0.01635908141962422,16.7168,5126.973480961232,8099.070849101404,0.9836409185803758,0.3074941709066143,0.6456409894989076,0.6287969553879766,1.0,46189.87995465943,64994.171999995044,12749.3726933337,18710.817642661168,14674.523434664568,1.0,1462.863515345181,33.54521279999999,102.5814833066463,1300.1613029865293,26.575516252003563,21.061996799999978,1.4397786655462619,14.212,2.7425880527571374,373369.96307942335,59.07
etaroa,500,0.5,42,0.030572025052192066,31.24053333333333,6107.534647674593,10130.059808736669,0.969427974947808,0.6319896734645762,0.49891461649782926,0.49782923299565845,1.0,37861.968426662526,64497.45733333049,12748.349605333518,11123.61126399809,13975.388181330916,1.0,1015.3886095372446,32.23826879999998,102.88638442664644,842.2392163732628,38.02473993733529,14.670835199999994,1.444849298308173,10.536,7.384097014262382,138676.4011932866,25.31
no_raw,500,0.3,42,0.016599799398194583,28.24533333333333,3532.7493500663168,4947.475725290198,0.9834002006018054,0.9342580322774847,0.6957240550086421,0.6786653640940858,1.0,16936.212444437413,51571.605333306936,641.0382222222369,516.5559734211961,15632.934083478222,0.03,2502.6710983466496,37.828991999999,101.92405514664644,2362.9180512000057,0.0,22.9590911999996,0.9173834794019544,16.12,2.7086579632770604,378046.99370795314,29.42
static,500,0.3,42,0.01746740220661986,29.7216,6600.394340860676,11254.09104844056,0.9825325977933801,0.6292325527114292,0.5096104278665586,0.5086530672361735,1.0,25663.728157331243,55478.793333328984,12748.007960000243,5419.717661331694,7479.340199999304,1.0,785.0912266719283,32.248051200000035,102.80097653331323,606.1136584532816,43.92854048533482,15.592310400000008,1.9860507760476704,10.914,9.085802716504938,112703.30558023661,29.96
adaptive,500,0.3,42,0.018084252758274823,30.7712,6325.435720317222,10467.924612348063,0.9819157472417251,0.6442667591537432,0.49996353824837747,0.4985050681834755,1.0,35114.55697066108,58000.30666666635,12748.915453333737,10738.004482662534,11597.161159998135,1.0,963.3423821185654,32.14231680000002,102.84676394664659,788.996917919916,39.35638345200225,14.996313600000006,1.5566961319630077,10.712,7.666109305560548,133574.92819170348,29.73
laca,500,0.3,42,0.01691073219658977,28.7744,6922.232573266412,12433.303244519531,0.9830892678034102,0.6569817992719709,0.48115015974440895,0.48043130990415334,0.9829071706503613,30132.528423997526,47953.59466666182,12749.126157333745,8284.62143199853,9091.426050665248,1.0,871.5531163306083,29.12606399999998,102.73115957331314,698.0566929066258,41.63919985066785,13.206604800000006,1.5152954596275363,9.504,7.923620340060129,129233.85473466908,27.89
chang2019,500,0.3,42,0.010672016048144434,18.158933333333334,5302.8029042560265,8243.902981891126,0.9893279839518556,0.23076919940885696,0.6353024407499116,0.6182525645560665,1.0,47099.085293327786,67475.73733332871,12749.023909333524,19292.40833599429,15013.912973333307,1.0,1482.0426824372207,33.52882559999998,102.59173397331298,1319.8385755732393,26.083547290669195,20.63281919999998,1.3921879203957397,13.928,2.9406332568189115,348224.3144824297,63.75
etaroa,500,0.3,42,0.018535606820461382,31.5392,6265.527149807027,10418.143724978761,0.9814643931795386,0.6411534778935511,0.49856205294594796,0.4978246442002802,1.0,35615.29219199331,59988.36133332979,12748.03785600021,10184.092157332158,12672.485213327607,1.0,973.2717368558506,32.453424,102.8142990933131,798.8957022932005,39.10831146933685,14.824079999999984,1.5231183069066714,10.402,7.777281218966591,131665.54881707934,29.79
no_raw,300,5.0,42,0.10569444444444444,6.4938666666666665,2474.9002998463584,4818.913995224193,0.8943055555555556,0.9904414154025072,0.9667278460162831,0.8583933361569956,1.0,3155.9928761905644,32962.63066666463,2002.1451047619187,368.05573333340584,785.79203809524,0.23333333333333334,2526.8266766221986,65.31207999999995,101.51982506664531,2359.994771555562,0.0,53.61331199999997,2.1217645237016796,57.81333333333333,1.0279876695535781,996120.8974857552,165.76
static,300,5.0,42,0.39805555555555555,24.456533333333333,3062.7802525706097,7894.084230236464,0.6019444444444444,0.6810569955060279,0.4945496877976506,0.4943380251878506,1.0,11223.354137778038,21408.19200000058,7752.7883422223895,1691.9107777778652,1778.6550177777833,1.0,560.6757420644124,41.29788799999999,102.89388835553551,366.5933040888766,49.89066162000045,17.628559999999993,3.144163136983866,11.943333333333333,17.447898311622467,58689.016964174356,14.83
adaptive,300,5.0,42,0.57125,35.0976,2549.4451452931144,6309.431038018888,0.42874999999999996,0.8765483204054033,0.48773569164024694,0.48740196896379107,1.0,18287.37504000024,34281.57199999592,7751.568777778338,4672.790839999979,5857.6404222219235,1.0,717.3276734666368,54.75864,103.3402718222026,513.0402648888781,46.188496755555995,21.105664000000004,2.9422626200941675,14.053333333333333,19.57130683687887,52321.49332360588,12.1
laca,300,5.0,42,0.5236111111111111,32.17066666666667,2902.3737692488726,7383.18360192035,0.47638888888888886,0.8625483984512495,0.4682598265362613,0.46761395091345265,0.9902990033222592,16372.987297778134,27963.91333333408,7749.782662222422,4089.5685733333808,4519.873342222331,1.0,690.0908649533014,48.47481600000002,103.20317742220242,491.67159742220963,46.74127410888935,17.129727999999997,2.48224239298678,11.786666666666667,18.647206216151645,54914.39243660223,11.33
chang2019,300,5.0,42,0.23958333333333334,14.72,2098.590359836145,4876.0469752342515,0.7604166666666666,0.7408133542460229,0.7113563369842708,0.6970270937988965,1.0,23844.270902221386,37669.99066666473,7751.567808889399,8850.076942222051,7225.031924443269,1.0,1163.9645224021615,55.86351999999999,102.67287075553507,970.6782719110705,34.749859735556804,37.69155199999997,3.238204539276942,23.35333333333333,5.058573424427482,202428.61259168026,38.5
etaroa,300,5.0,42,0.5748611111111112,35.31946666666667,2541.1036539360584,6303.945293659502,0.42513888888888884,0.8844208857982148,0.49004787100025193,0.48962794994541026,1.0,17419.1398800004,32989.407999997195,7751.660693333812,4303.820248888911,5353.682244444338,1.0,703.2509520533046,55.154784000000035,103.28668177775803,498.2519498666568,46.5575364088893,21.196015999999982,3.01400459368214,13.923333333333334,20.08925352382007,50972.52612128325,12.57
no_raw,300,3.0,42,0.10775,11.0336,1203.4579856388598,4372.183459825047,0.89225,0.9674212307959379,0.8847638690570627,0.8037442487704268,1.0,16043.915733331885,74515.26533332393,1500.1631466666859,322.245413333377,14221.507173331824,0.16666666666666666,2525.5341610666433,63.42926400000004,102.08239928886793,2360.0224977777866,0.0,50.64887999999994,2.005471982157181,48.63,1.7475273421508626,585970.8030317039,98.48
static,300,3.0,42,0.25225,25.8304,3890.294540978809,8861.600517330367,0.74775,0.6074367895363184,0.4991329184943385,0.49872488013873306,1.0,11501.614715555921,21446.713333333715,7753.077728889243,1825.6194000000517,1919.8553644444064,1.0,571.4502343666364,43.27051199999998,102.92727466664665,375.5925151111005,49.6599325888893,17.685280000000013,3.09480667544067,12.02,18.08059456209969,56635.30568549419,14.4
adaptive,300,3.0,42,0.3546666666666667,36.31786666666667,3377.8975590013515,7258.590600862899,0.6453333333333333,0.7831593511120335,0.4838736631016043,0.48370655080213903,1.0,19784.762444444652,35000.371999994924,7751.240080000238,5475.48635111126,6553.2305555553785,1.0,748.8222643244122,55.27870399999998,103.31867377775806,544.8324652444317,45.39242130222271,19.917216000000007,2.6598055304845043,13.273333333333333,19.39999297399773,52783.52427098769,12.93
laca,300,3.0,42,0.3214166666666667,32.913066666666666,3922.4477001998507,8461.916226042547,0.6785833333333333,0.7486248785961946,0.46529324424647367,0.46492204899777284,0.9873767258382643,16551.831462222606,27486.6973333339,7751.250195555687,4157.5450000002165,4639.780044444479,1.0,694.9061929088587,48.705328000000016,103.1724254222024,496.4059156444336,46.62252384222272,16.973551999999994,2.442567381497805,11.603333333333333,18.945329313525587,54050.26130999678,12.06
chang2019,300,3.0,42,0.158,16.1792,2613.0978749098927,5447.308243694016,0.842,0.6319333403649404,0.6996797240699679,0.6830089513016342,1.0,25670.3496222216,38468.589333332144,7753.348062223125,10151.63203999949,7749.775933332324,1.0,1187.753651586616,55.85956800000004,102.71610542220178,995.0374351999685,34.1405429644454,36.583232000000024,3.0800353213927556,22.786666666666665,5.448671945866089,187935.70436497088,39.09
etaroa,300,3.0,42,0.354,36.2496,3216.4261679006718,6990.198687845277,0.646,0.755902282095104,0.48886293484608323,0.48852924001001086,1.0,19718.67547999996,36100.1186666648,7752.89131555576,5413.257831111317,6549.071959999553,1.0,749.206348528857,55.696287999999974,103.29316835553597,544.8252446222091,45.391647551111596,20.342751999999994,2.7152402058451672,13.446666666666667,19.353600017501073,52910.052862207405,13.42
no_raw,300,2.0,42,0.09083333333333334,13.952,691.5217881208229,3881.0499006355676,0.9091666666666667,0.9806289803747646,0.7133211678832116,0.6718369829683698,1.0,8061.963353534702,83548.38266664889,1087.002707070713,946.065898990016,5315.3810101002555,0.11,2522.1661966222086,58.71697599999986,103.29396195553475,2360.1552586666735,0.0,44.21064,1.7528836941518267,34.89,2.2127011326509898,462782.78837104747,46.14
static,300,2.0,42,0.17044444444444445,26.180266666666668,4889.5011172314735,9582.269848957972,0.8295555555555556,0.5931977110590133,0.49989669421487604,0.4996900826446281,1.0,10411.430964444833,20001.1226666671,7752.702724444756,1290.2788400000586,1368.449400000017,1.0,551.7812950288585,43.415344000000005,102.87952639998,355.3196886222115,50.166736006667115,17.89167999999999,3.2425310827298426,11.926666666666666,18.978727189581463,53955.14618926256,13.87
adaptive,300,2.0,42,0.23916666666666667,36.736,4191.744402158478,7607.165104580323,0.7608333333333334,0.7110222105421666,0.48010610079575594,0.4796916445623342,1.0,21059.664684444397,36734.38933333262,7751.30628888902,6114.984613333456,7176.938311110811,1.0,772.8271865266316,55.13654400000004,103.37167964442474,569.5443718222066,44.77459106000056,19.923439999999996,2.577994194218662,13.416666666666666,19.0138238615052,53855.553068057954,13.46
laca,300,2.0,42,0.21316666666666667,32.7424,4855.117115900037,9230.193133289518,0.7868333333333333,0.7498010725580969,0.46938775510204084,0.4686456400742115,0.9906480505795574,16865.415288889388,27938.766666668063,7751.681995555919,4339.992840000059,4759.179373333407,1.0,701.3197727310826,48.81680000000002,103.16615928886907,502.87630853332485,46.46050490888925,17.66161599999998,2.518339948012877,11.936666666666667,18.67473370813111,54833.445874205056,12.75
chang2019,300,2.0,42,0.10816666666666666,16.6144,3168.728653665341,5462.277201080018,0.8918333333333334,0.5028465119980898,0.6963979416809606,0.6786735277301315,1.0,27110.87944888671,41172.5346666647,7752.963640000285,11019.953773333451,8279.364817775198,1.0,1203.5509678954793,55.87993600000005,102.75050026664633,1011.1839863999425,33.736545228890485,35.886784,2.9817419417435542,22.44,5.5217935735789645,185446.9904307364,39.24
etaroa,300,2.0,42,0.2383888888888889,36.61653333333333,4269.534656454406,7747.976522412849,0.7616111111111111,0.7186754643778567,0.4837240122587592,0.48289571771722023,1.0,21175.165391110735,37480.295999992006,7753.13220000016,5990.305364444533,7415.578653332709,1.0,775.9244969221816,55.48950400000002,103.35579662220265,572.3762546666451,44.702941633334035,20.2612,2.6112334486627273,13.53,18.87633834404156,54247.80915326369,13.89
no_raw,300,1.0,42,0.07005555555555555,21.521066666666666,2263.0880399792973,4743.841112133993,0.9299444444444445,0.956673796051464,0.7830202742993441,0.7496273106738223,1.0,13939.798177770508,59582.92666661058,994.7089777778023,568.3442222222076,12376.744977770497,0.1,2526.30088675554,64.26716799999919,102.11476053331218,2359.918958222226,0.0,45.24590399999984,1.7909942650619077,30.94333333333333,3.407522323171187,300511.60429288744,30.83
static,300,1.0,42,0.08833333333333333,27.136,5934.593067991427,9986.1266899652,0.9116666666666666,0.5691995947315096,0.4868948504471169,0.48586699558022406,1.0,10639.491604444753,20929.142666667038,7752.954511111384,1377.5336000000616,1498.9559288888613,1.0,556.0804559066353,43.32110400000002,102.92563235553554,359.77856551109915,50.05515404000046,18.109232,3.2565848714238035,12.15,19.519477594843636,52460.4203685505,14.36
adaptive,300,1.0,42,0.12355555555555556,37.95626666666667,5401.8680195984725,8588.431966828974,0.8764444444444445,0.7169773796322468,0.4687945044818631,0.4684594119125408,1.0,20860.9495822224,35001.63999999866,7751.376222222438,6117.683057777889,6983.975577777631,1.0,768.3420585177482,55.01355200000004,103.36024408886925,565.0816699555446,44.886592473333764,20.368831999999994,2.651010936365328,13.533333333333333,19.76008796909555,51821.63164463231,14.53
laca,300,1.0,42,0.1111111111111111,34.13333333333333,5821.533675397048,9867.523125986536,0.8888888888888888,0.7415853240264375,0.453068758652515,0.4525149976926627,0.9903439153439153,17924.799488889228,28944.33200000038,7752.667533333525,4844.846462222305,5322.113435555617,1.0,720.5432578288576,48.574576000000015,103.2331578666468,522.7722859555435,45.963238006667105,17.676560000000013,2.453226757441747,12.076666666666666,18.948665725460515,54040.74433716432,13.49
chang2019,300,1.0,42,0.06216666666666667,19.0976,3630.4977115850306,5470.450816850536,0.9378333333333333,0.3109722843093429,0.6775900189513582,0.659744156664561,1.0,29777.1231999941,45209.842666666154,7753.104284444687,12503.738679999848,9487.736288882896,1.0,1237.0421091154321,57.36078400000003,102.88155448886859,1043.8859447110058,32.913825915558384,35.42227200000001,2.863465337112032,22.413333333333334,6.175246536645727,165823.3390235164,40.25
etaroa,300,1.0,42,0.1231388888888889,37.82826666666667,5329.012719685244,8399.038452054663,0.8768611111111111,0.7028957468193248,0.4696632913476579,0.4687577179550506,1.0,21699.425639999798,36569.294666657326,7751.339213333497,6528.829386666709,7405.4203866662565,1.0,783.8798601666282,55.12536000000002,103.432246755536,580.8302671110924,44.49198630000065,20.402272,2.602729453421998,13.793333333333333,19.303094052512368,53048.490424089425,15.08
no_raw,300,0.5,42,0.043994432846207375,26.973866666666666,2737.396571921993,4879.197668346322,0.9560055671537926,0.976107165535095,0.6906745059611301,0.6803037726604606,1.0,13875.427666664797,39956.32266665082,757.1,1358.4206000001234,11759.907066664673,0.06666666666666667,2525.6888801777627,63.38393599999875,102.37027217775679,2359.9346720000067,0.0,40.49700799999945,1.6034044540414334,24.936666666666667,4.2719223065618745,239704.733961825,18.94
static,300,0.5,42,0.044704244954766874,27.409066666666664,6141.392125325578,9859.54631849711,0.9552957550452331,0.557281045751634,0.482811698306824,0.48240123140071833,1.0,11121.003386667033,21352.108000000735,7752.898391111487,1668.5237466666672,1695.216991111099,1.0,564.7099875266368,43.249344000000015,102.95233368886889,368.67559759999017,49.83271223777821,18.97700800000002,3.3604874040066264,12.643333333333333,19.414614419493553,52743.77218492872,15.81
adaptive,300,0.5,42,0.0622964509394572,38.1952,5778.163937010382,8760.110905697493,0.9377035490605428,0.6858854220158987,0.46352823754470596,0.4628628462114281,1.0,20951.17281333339,34443.30266666093,7751.3291600001685,6232.009231111246,6957.115199999751,1.0,768.540639339964,54.70344000000004,103.42207875553595,565.5396139555377,44.87550662888951,21.304159999999996,2.77202777699516,14.22,19.879339123980586,51510.76671179383,16.42
laca,300,0.5,42,0.05671537926235212,34.77333333333333,6154.633281316788,9962.07180632021,0.9432846207376478,0.7265292416466501,0.44564215957250786,0.44527363184079605,0.9904395166644536,17863.907186667173,28944.68933333481,7751.399444444701,4803.1156933334305,5303.638813333483,1.0,718.769706064417,48.55817600000003,103.25990328886908,520.9428223111033,46.00880446444483,18.36433599999999,2.554968002276122,12.496666666666666,19.35158537703697,52915.561182656464,15.48
