num_stas,pkt_interval_s,policy,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,e_retx_mj,retx_energy_pct,avg_tx_retries,ee_kbit_j,e_per_pkt_uj,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac
100,5.0,adaptive,7,1.0,20.48,884.740887,1853.361449,0.0,1.0,0.000357,0.000357,0.535818,363.599208,44.709648,103.266373,160.595049,55.028137,0.018,0.004951,0.01,67.590906,15149.966985,1504.98352,1795.446667,7.1,750.517707,747.365813,1.0
100,5.0,adaptive,99,1.0,20.48,863.231614,1847.059264,0.0,1.0,0.00107,0.00107,0.544281,363.335352,44.727072,103.264241,160.308777,55.035263,0.054,0.014862,0.03,67.639991,15138.973007,1474.017027,1771.210667,7.1,739.214067,727.70296,1.0
200,5.0,static,42,0.389167,15.940267,5325.193961,16308.054119,0.610833,0.896978,0.000375,0.000375,0.075973,320.013042,18.324,102.22379,143.939013,55.526239,0.009,0.002812,0.005,29.886782,34262.638296,3008.889093,3560.58,7.1,1513.689313,1488.09978,1.0
200,5.0,static,7,0.389792,15.965867,5343.794358,15918.040605,0.610208,0.911586,0.0,0.0,0.075983,319.332866,18.320328,102.226989,143.241898,55.543652,0.0,0.0,0.0,29.998541,34134.993745,2981.086653,3499.277333,7.1,1493.862393,1480.12426,1.0
200,5.0,static,99,0.389583,15.957333,5335.828838,16325.267642,0.610417,0.867294,0.000749,0.000749,0.076022,319.956535,18.335064,102.221657,143.871911,55.527903,0.0,0.0,0.0,29.924064,34219.950312,3010.04294,3585.932,7.1,1513.809273,1489.133667,1.0
200,5.0,laca,42,0.633333,25.941333,943.428342,2401.742148,0.366667,0.989425,0.205272,0.203404,0.997276,362.294174,37.637136,102.637197,167.130367,54.889474,8.478,2.340087,4.71,42.961773,23835.14302,3402.428327,4660.308,7.1,1517.11282,1878.215507,1.0
200,5.0,laca,7,0.632083,25.890133,950.721357,2415.930359,0.367917,0.986886,0.219248,0.217205,0.995641,364.839992,38.304624,102.636486,169.059484,54.839398,9.18,2.516172,5.1,42.577789,24050.098324,3421.664693,4699.632,7.1,1500.361667,1914.203027,1.0
200,5.0,laca,99,0.6325,25.9072,935.274578,2386.201183,0.3675,0.989337,0.218884,0.216636,0.995879,365.031784,38.32452,102.631865,169.240546,54.834853,9.198,2.519781,5.11,42.58347,24046.889623,3461.735693,4681.824,7.1,1515.37548,1939.260213,1.0
200,5.0,chang2019,42,0.433333,17.749333,2240.227418,5277.567145,0.566667,0.766223,0.691619,0.685763,1.0,645.484328,72.671328,102.229833,422.163556,48.419612,45.198,7.002184,25.11,16.498619,62065.800812,3513.095313,4457.773333,7.1,1513.22816,1992.767153,1.0
200,5.0,chang2019,7,0.422083,17.288533,2254.157095,5171.196662,0.577917,0.788875,0.708183,0.700315,1.0,647.265317,74.3412,102.19713,422.315549,48.411438,47.133,7.281867,26.185,16.026071,63895.885153,3461.10618,4427.929333,7.1,1497.00672,1956.99946,1.0
200,5.0,chang2019,99,0.447917,18.346667,2183.324789,5193.467875,0.552083,0.775275,0.690746,0.683148,1.0,645.737282,73.647456,102.240852,421.413408,48.435566,45.945,7.115123,25.525,17.04718,60068.584365,3565.028433,4783.630667,7.1,1513.41466,2044.513773,1.0
200,5.0,adaptive,42,0.999792,40.951467,1664.634488,3313.731053,0.000208,0.999991,0.001249,0.001249,0.396567,391.143033,44.74152,103.265662,188.813252,54.322599,0.036,0.009204,0.02,62.818146,16301.022431,3040.50236,3675.390667,7.1,1513.22816,1520.1742,1.0
200,5.0,adaptive,7,0.999792,40.951467,1662.760054,3327.424311,0.000208,0.999991,0.000357,0.000357,0.396122,390.649662,44.69136,103.26744,188.356725,54.334137,0.009,0.002304,0.005,62.897482,16280.461032,3023.6383,3753.16,7.1,1499.95594,1516.58236,1.0
200,5.0,adaptive,99,1.0,40.96,1669.887814,3328.458199,0.0,1.0,0.00107,0.00107,0.396797,391.16093,44.75184,103.264596,188.822137,54.322357,0.036,0.009203,0.02,62.828361,16298.372098,3053.70014,3747.124,7.1,1513.90746,1532.69268,1.0
400,5.0,static,42,0.344062,28.1856,6569.258681,19140.244336,0.655938,0.87182,0.003052,0.003052,0.071376,359.998758,16.410696,102.147187,186.984849,54.456026,0.027,0.0075,0.015,23.488081,43596.579788,6090.98382,7286.597333,7.1,3040.218937,3043.664883,1.0
400,5.0,static,7,0.344896,28.253867,6535.503519,19661.867354,0.655104,0.847897,0.002035,0.002035,0.071376,358.859852,16.4031,102.145409,185.826318,54.485025,0.009,0.002508,0.005,23.619694,43353.651696,6024.837837,7250.633333,7.1,3027.947803,2989.790033,1.0
400,5.0,static,99,0.345208,28.279467,6496.934405,19746.738667,0.654792,0.868078,0.00122,0.00122,0.071581,359.839422,16.426632,102.149319,186.802959,54.460512,0.0045,0.001251,0.0025,23.576739,43432.639982,6083.939997,7316.589333,7.1,3038.691453,3038.148543,1.0
400,5.0,laca,42,0.57625,47.2064,1974.460651,4514.261779,0.42375,0.974786,0.341382,0.340263,0.99296,461.926802,42.529092,102.532335,264.420908,52.444467,13.68,2.961508,7.6,30.658364,33400.347183,7361.28711,10408.333333,7.1,3035.747453,4318.439657,1.0
400,5.0,laca,7,0.574063,47.0272,1962.896586,4477.504732,0.425937,0.974829,0.345794,0.34468,0.989924,459.537586,42.777252,102.525581,261.723485,52.511268,13.941,3.033702,7.745,30.700775,33354.206938,7240.563053,10264.257333,7.1,3025.279163,4208.18389,1.0
400,5.0,laca,99,0.57125,46.7968,1977.87847,4512.150931,0.42875,0.97371,0.343715,0.342689,0.990708,460.921179,42.521784,102.525048,263.404388,52.469959,13.8285,3.000188,7.6825,30.458657,33619.342028,7349.651343,10705.473333,7.1,3030.73999,4311.811353,1.0
400,5.0,chang2019,42,0.185729,15.214933,2572.583765,5188.082557,0.814271,0.691046,0.763192,0.737375,1.0,964.692832,45.845964,101.759017,777.472654,39.615197,31.4865,3.263889,17.4925,4.731537,216420.152906,11654.823263,20284.682667,7.1,3035.89727,8611.825993,1.0
400,5.0,chang2019,7,0.187292,15.342933,2532.189591,5172.885442,0.812708,0.681796,0.760202,0.736048,1.0,955.860806,45.84966,101.762038,768.407312,39.841795,31.3875,3.283689,17.4375,4.815429,212649.789937,11402.81012,19979.28,7.1,3028.88973,8366.82039,1.0
400,5.0,chang2019,99,0.189792,15.547733,2484.430344,5133.604295,0.810208,0.703179,0.755131,0.733211,1.0,913.004229,45.771612,101.773591,724.519922,40.939104,31.1625,3.413182,17.3125,5.108761,200440.006355,11604.001153,20011.792,7.1,3039.760982,8557.14017,0.9975
400,5.0,adaptive,42,0.754479,61.806933,3782.599958,9392.35492,0.245521,0.972823,0.002595,0.002595,0.188063,411.653436,34.162764,102.848167,221.094177,53.548328,0.0585,0.014211,0.0325,45.042938,22733.863643,6262.646963,7811.846667,7.1,3039.07824,3216.468723,1.0
400,5.0,adaptive,7,0.755,61.8496,3840.351052,9350.845838,0.245,0.977994,0.00158,0.00158,0.186463,410.515189,34.164972,102.845856,219.926837,53.577524,0.0315,0.007673,0.0175,45.19901,22655.363652,6191.92531,7742.333333,7.1,3026.00269,3158.82262,1.0
400,5.0,adaptive,99,0.754792,61.832533,3867.737643,9392.899886,0.245208,0.957039,0.002031,0.002031,0.186615,412.431717,34.15686,102.849944,221.896644,53.528269,0.027,0.006547,0.015,44.97656,22767.414664,6293.861287,7893.746667,7.1,3046.103343,3240.657943,1.0
600,5.0,static,42,0.306667,37.6832,7301.751587,19736.761097,0.693333,0.831536,0.003658,0.003658,0.063336,407.209822,14.782296,102.081721,237.13857,53.207234,0.018,0.00442,0.01,18.508002,55327.421471,9267.603329,11306.166667,7.1,4550.493324,4710.010004,1.0
600,5.0,static,7,0.306736,37.691733,7333.058347,19668.084448,0.693264,0.824588,0.003076,0.003076,0.063174,407.543622,14.772304,102.081721,237.491149,53.198447,0.0,0.0,0.0,18.49703,55360.238375,9274.528458,11294.036,7.1,4563.879604,4703.548853,1.0
600,5.0,static,99,0.306667,37.6832,7435.96973,19758.519773,0.693333,0.829125,0.001465,0.001465,0.062956,405.235539,14.759424,102.083854,235.134888,53.257373,0.003,0.00074,0.001667,18.598171,55059.176488,9185.062682,11115.628,7.1,4557.849362,4620.11332,1.0
600,5.0,laca,42,0.332986,40.917333,3126.802952,7928.931722,0.667014,0.824548,0.424748,0.423922,0.98874,502.936878,30.554264,102.099732,319.1704,51.112482,10.566,2.10086,5.87,16.271359,62932.664622,11834.279056,18963.346667,7.1,4552.505571,7274.673484,1.0
600,5.0,laca,7,0.333333,40.96,3139.905698,7878.1756,0.666667,0.838177,0.423506,0.422432,0.98996,504.735184,30.532232,102.103049,321.033976,51.065927,10.539,2.088026,5.855,16.230293,63091.898033,11921.254829,19066.496,7.1,4563.994513,7350.160316,1.0
600,5.0,laca,99,0.332292,40.832,3216.471727,7919.732144,0.667708,0.846522,0.425976,0.424986,0.988362,502.355784,30.565136,102.098902,318.56413,51.127615,10.443,2.078806,5.801667,16.256208,62991.320895,11790.072322,18943.394667,7.1,4562.573442,7220.39888,1.0
600,5.0,chang2019,42,0.118125,14.5152,2933.495129,6041.658793,0.881875,0.654764,0.733509,0.710092,1.0,985.902394,30.639872,101.657294,814.88221,38.723017,20.733,2.102947,11.518333,2.944551,347760.985362,18489.066498,31983.592,7.1,4550.303022,13931.663476,1.0
600,5.0,chang2019,7,0.117014,14.378667,2994.162122,6413.155541,0.882986,0.627675,0.734223,0.711237,1.0,968.510562,30.660584,101.658479,797.022045,39.169454,20.781,2.145666,11.545,2.969233,344870.229875,18354.865084,31971.857333,7.1,4555.045104,13792.71998,1.0
600,5.0,chang2019,99,0.118472,14.557867,3007.206604,6406.640469,0.881528,0.670923,0.73302,0.708045,1.0,974.040683,30.648776,101.65765,802.706885,39.027373,20.757,2.13102,11.531667,2.98917,342569.994095,18490.798765,32094.556,7.1,4554.594636,13929.104129,0.998333
600,5.0,adaptive,42,0.488611,60.040533,3705.320672,9795.233577,0.511389,0.880257,0.003911,0.003911,0.103473,430.893315,22.662264,102.392873,253.053208,52.78497,0.018,0.004177,0.01,27.867934,36744.739758,9537.15152,11935.284,7.1,4566.073691,4963.977829,1.0
600,5.0,adaptive,7,0.488472,60.023467,3667.532772,9640.623863,0.511528,0.861649,0.005175,0.005175,0.104041,435.059661,22.673632,102.392992,257.314635,52.678402,0.039,0.008964,0.021667,27.593212,37110.576708,9553.773721,11993.094667,7.1,4560.445407,4986.228314,0.998333
600,5.0,adaptive,99,0.48875,60.0576,3724.089273,9836.493256,0.51125,0.861269,0.004331,0.004331,0.103657,431.82704,22.670976,102.393821,254.000999,52.761243,0.024,0.005558,0.013333,27.815581,36813.899392,9587.485016,11999.345333,7.1,4579.619244,5000.765771,1.0
800,5.0,static,42,0.311927,51.106133,7095.36241,19809.892615,0.688073,0.802437,0.004883,0.004883,0.067299,461.868708,15.010878,102.09049,292.956254,51.811086,0.0225,0.004872,0.0125,16.597617,61695.60294,12512.99796,15497.446667,7.1,6080.549712,6425.348248,1.0
800,5.0,static,7,0.312448,51.191467,7090.955352,19810.664236,0.687552,0.765913,0.003903,0.003903,0.067439,461.028258,15.018372,102.090045,292.087041,51.832799,0.01575,0.003416,0.00875,16.655639,61480.681144,12444.60706,15521.292,7.1,6035.316587,6402.190473,1.0
800,5.0,static,99,0.311875,51.0976,7014.102575,19970.056892,0.688125,0.806077,0.004341,0.004341,0.067548,467.928211,15.014568,102.09106,299.166774,51.655809,0.02475,0.005289,0.01375,16.379949,62515.45903,12682.89969,15790.077333,7.1,6084.05488,6591.744809,0.99875
800,5.0,laca,42,0.224062,36.7104,3799.116054,9387.286302,0.775937,0.749193,0.441163,0.440299,0.986549,564.416348,22.86036,101.908224,390.290365,49.357399,8.62875,1.528792,4.79375,9.756202,104958.874643,16486.30089,28050.294667,7.1,6077.219515,10401.981375,1.0
800,5.0,laca,7,0.228958,37.512533,3724.729568,8972.838154,0.771042,0.75175,0.430393,0.429527,0.985303,569.069406,22.815318,101.917288,395.099579,49.237221,8.34075,1.465682,4.63375,9.887862,103561.311446,16735.87251,28406.226667,7.1,6050.033875,10678.738635,1.0
800,5.0,laca,99,0.223958,36.693333,3642.461794,8907.117881,0.776042,0.746631,0.440566,0.439623,0.99018,572.938048,22.847598,101.908883,399.042952,49.138615,8.61075,1.502911,4.78375,9.606623,106593.125286,16796.944005,28016.308,7.1,6087.711424,10702.132581,0.99875
800,5.0,chang2019,42,0.082552,13.525333,3598.820339,7931.819819,0.917448,0.723972,0.709955,0.686614,1.0,1061.557636,22.981212,101.605226,900.36352,36.607678,15.507,1.460778,8.615,1.911154,535801.961383,25041.447025,43484.356,7.1,6081.117433,18953.229592,0.99875
800,5.0,chang2019,7,0.08349,13.678933,3547.267741,7581.303135,0.91651,0.706713,0.708222,0.685356,1.0,1060.150628,22.983126,101.606344,898.91734,36.643818,15.471,1.459321,8.595,1.935423,529083.282891,25073.989458,43927.7,7.1,6056.743525,19010.145933,1.0
800,5.0,chang2019,99,0.083125,13.6192,3547.609457,7460.671463,0.916875,0.713839,0.708519,0.685947,1.0,1065.296259,22.971984,101.606203,904.206449,36.511623,15.46425,1.451638,8.59125,1.917664,533983.087144,25292.978627,43772.292,7.1,6082.944602,19202.934024,0.99875
800,5.0,adaptive,42,0.355469,58.24,5703.041162,14756.706466,0.644531,0.811229,0.00586,0.00586,0.074495,471.0447,16.920912,102.166026,300.337111,51.62065,0.03825,0.00812,0.02125,18.546011,55214.030721,12793.309242,16186.353333,7.1,6088.887662,6697.32158,1.0
800,5.0,adaptive,7,0.35625,58.368,5658.016509,14684.752976,0.64375,0.790355,0.004964,0.004964,0.074684,472.372969,16.926816,102.164871,301.694576,51.586706,0.02925,0.006192,0.01625,18.534507,55248.300471,12854.184025,16259.321333,7.1,6041.35717,6805.726855,1.0
800,5.0,adaptive,99,0.355938,58.3168,5742.77698,14651.132191,0.644062,0.786813,0.00626,0.00626,0.074871,474.000931,16.922424,102.164375,303.369277,51.544855,0.027,0.005696,0.015,18.454647,55487.378503,12817.377133,16168.233333,7.1,6080.771813,6729.50532,0.99875
1000,5.0,static,42,0.276042,56.533333,7724.920384,20630.087817,0.723958,0.782948,0.0074,0.0074,0.060994,523.066382,13.47997,102.028455,357.352012,50.205945,0.0306,0.00585,0.017,12.969673,78953.416137,16109.4892,20483.634667,7.1,7595.503925,8506.885275,0.999
1000,5.0,static,7,0.276292,56.584533,7647.155469,20732.997851,0.723708,0.777202,0.006282,0.006282,0.060862,524.515352,13.463414,102.030588,358.852898,50.168452,0.0306,0.005834,0.017,12.945558,79100.490477,16186.445674,20298.504,7.1,7608.853185,8570.492488,0.999
1000,5.0,static,99,0.276167,56.558933,7740.601093,20490.164664,0.723833,0.773509,0.007493,0.007493,0.061007,521.697814,13.475424,102.02942,355.95202,50.24095,0.0216,0.00414,0.012,13.009585,78711.197051,16124.709233,20394.434667,7.1,7585.784981,8531.824252,1.0
1000,5.0,laca,42,0.165792,33.954133,4248.118574,9935.394905,0.834208,0.699527,0.437763,0.437011,0.983974,664.135848,18.158146,101.80768,497.478453,46.69157,7.1946,1.083302,3.997,6.135034,166910.240799,22566.587563,38377.52,7.1,7608.138293,14951.349269,1.0
1000,5.0,laca,7,0.165833,33.962667,4172.040817,9916.540411,0.834167,0.691709,0.436992,0.436391,0.979685,671.42011,18.153216,101.809529,504.952652,46.504714,7.119,1.06029,3.955,6.07,168698.520107,22941.309519,38850.962667,7.1,7631.765911,15302.443608,1.0
1000,5.0,laca,99,0.162208,33.220267,4264.446128,10142.237943,0.837792,0.719718,0.44757,0.446745,0.980349,660.799736,18.204624,101.797443,494.019677,46.777993,7.3584,1.11356,4.088,6.032738,169740.492294,22377.211325,38051.612,7.1,7552.393657,14817.717668,1.0
1000,5.0,chang2019,42,0.065583,13.431467,4040.302575,8849.208746,0.934417,0.739545,0.672434,0.65618,1.0,1163.581671,18.291307,101.586367,1009.819539,33.884457,12.1482,1.044035,6.749,1.385185,739251.379076,32259.068328,55985.56,7.1,7608.916791,24643.051537,1.0
1000,5.0,chang2019,7,0.065125,13.3376,4044.350832,8641.051065,0.934875,0.758922,0.674704,0.657032,1.0,1157.717724,18.298507,101.584518,1003.799752,34.034947,12.114,1.046369,6.73,1.382472,740702.318818,31872.571824,55502.412,7.1,7626.718907,24238.752917,1.0
1000,5.0,chang2019,99,0.065167,13.346133,3884.225915,8495.320972,0.934833,0.764405,0.673872,0.657267,1.0,1169.350481,18.313536,101.586296,1015.713605,33.737045,12.0888,1.033805,6.716,1.369595,747666.547956,32643.157021,56995.682667,7.1,7599.131963,25036.925059,1.0
1000,5.0,adaptive,42,0.276375,56.6016,7766.497471,20386.84991,0.723625,0.785741,0.005812,0.005812,0.060894,521.210302,13.465771,102.030487,355.460795,50.253249,0.0234,0.00449,0.013,13.031577,78578.366044,16124.482872,20425.113333,7.1,7609.261273,8508.121599,1.0
1000,5.0,adaptive,7,0.275875,56.4992,7717.214593,20379.375839,0.724125,0.795187,0.007124,0.007124,0.06079,524.465318,13.470259,102.029095,358.796099,50.169865,0.0342,0.006521,0.019,12.927269,79212.402599,16172.835689,20339.593333,7.1,7610.383143,8555.352546,0.999
1000,5.0,adaptive,99,0.27625,56.576,7779.69457,21203.25193,0.72375,0.768514,0.005717,0.005717,0.06077,520.745683,13.466894,102.029563,354.984055,50.265172,0.0306,0.005876,0.017,13.037304,78543.843658,15981.274162,20125.174667,7.1,7581.752917,8392.421245,0.999
