aid,cluster_id,priority,tx_rate_bps,queue_len,packet_size_bytes
183,2,high,300000,8,128
184,2,critical,300000,25,128
185,2,normal,300000,0,128
186,2,normal,300000,6,128
187,2,high,300000,6,128
188,2,normal,300000,6,128
189,2,high,300000,4,128
190,2,high,300000,7,128
191,2,normal,300000,6,128
192,2,normal,300000,1,128
193,2,normal,300000,7,128
194,2,normal,300000,2,128
195,2,high,300000,5,128
196,2,critical,300000,8,128
197,2,high,300000,13,128
198,2,normal,300000,1,128
199,2,normal,300000,4,128
200,2,high,300000,6,128
201,2,normal,300000,5,128
202,2,normal,300000,2,128
203,2,critical,300000,25,128
204,2,normal,300000,3,128
205,2,normal,300000,7,128
206,2,high,300000,14,128
207,2,high,300000,15,128
208,2,high,300000,12,128
209,2,high,300000,15,128
210,2,normal,300000,1,128
211,2,normal,300000,2,128
212,2,high,300000,13,128
213,2,normal,300000,1,128
214,2,high,300000,15,128
215,2,critical,300000,10,128
216,2,normal,300000,1,128
217,2,high,300000,4,128
218,2,normal,300000,4,128
219,2,normal,300000,2,128
220,2,normal,300000,7,128
221,2,normal,300000,7,128
222,2,normal,300000,2,128
223,2,high,300000,11,128
224,2,high,300000,9,128
225,2,normal,300000,6,128
226,2,high,300000,4,128
227,2,high,300000,14,128
228,2,high,300000,4,128
229,2,normal,300000,5,128
230,2,normal,300000,8,128
231,2,normal,300000,0,128
232,2,high,300000,13,128
233,2,critical,300000,21,128
234,2,normal,300000,7,128
235,2,normal,300000,8,128
236,2,high,300000,8,128
237,2,normal,300000,0,128
238,2,high,300000,14,128
239,2,normal,300000,0,128
240,2,critical,300000,19,128
241,2,normal,300000,6,128
242,2,normal,300000,8,128
243,2,normal,300000,7,128
244,2,high,300000,14,128
245,2,normal,300000,1,128
246,2,high,300000,4,128
247,2,normal,300000,1,128
248,2,normal,300000,3,128
249,2,high,300000,10,128
250,2,high,300000,7,128
251,2,normal,300000,1,128
252,2,normal,300000,0,128
253,2,critical,300000,21,128
254,2,normal,300000,8,128
255,2,high,300000,8,128
256,2,normal,300000,1,128
257,2,normal,300000,4,128
258,2,normal,300000,6,128
259,2,high,300000,4,128
260,2,normal,300000,0,128
261,2,normal,300000,6,128
262,2,high,300000,11,128
263,2,normal,300000,4,128
264,2,high,300000,11,128
265,2,normal,300000,1,128
266,2,normal,300000,4,128
267,2,normal,300000,7,128
268,2,normal,300000,7,128
269,2,normal,300000,4,128
270,2,normal,300000,6,128
271,2,normal,300000,3,128
272,2,normal,300000,3,128
273,2,normal,300000,5,128
274,2,normal,300000,4,128
275,2,normal,300000,2,128
276,2,normal,300000,5,128
277,2,high,300000,7,128
278,2,normal,300000,6,128
279,2,normal,300000,2,128
280,2,normal,300000,7,128
281,2,normal,300000,3,128
282,2,normal,300000,5,128
283,2,normal,300000,5,128
284,2,critical,300000,12,128
285,2,high,300000,7,128
286,2,normal,300000,8,128
287,2,high,300000,5,128
288,2,normal,300000,2,128
289,2,normal,300000,8,128
290,2,normal,300000,0,128
291,2,normal,300000,7,128
292,2,high,300000,15,128
293,2,normal,300000,0,128
294,2,normal,300000,3,128
295,2,normal,300000,1,128
296,2,normal,300000,3,128
297,2,normal,300000,7,128
298,2,normal,300000,0,128
299,2,normal,300000,2,128
300,2,normal,300000,5,128
301,2,normal,300000,1,128
302,2,high,300000,6,128
303,2,high,300000,10,128
304,2,normal,300000,8,128
305,2,normal,300000,3,128
306,2,normal,300000,0,128
307,2,high,300000,12,128
308,2,normal,300000,4,128
309,2,high,300000,9,128
310,2,normal,300000,8,128
311,2,normal,300000,1,128
312,2,normal,300000,6,128
313,2,critical,300000,14,128
314,2,high,300000,6,128
315,2,normal,300000,5,128
316,2,normal,300000,5,128
317,2,normal,300000,8,128
318,2,normal,300000,0,128
319,2,critical,300000,11,128
320,2,normal,300000,7,128
321,2,critical,300000,16,128
322,2,normal,300000,0,128
323,3,normal,300000,2,128
324,3,critical,300000,14,128
325,3,high,300000,13,128
326,3,high,300000,13,128
327,3,normal,300000,5,128
328,3,high,300000,15,128
329,3,normal,300000,0,128
330,3,normal,300000,7,128
331,3,high,300000,12,128
332,3,normal,300000,6,128
333,3,normal,300000,6,128
334,3,normal,300000,6,128
335,3,high,300000,13,128
336,3,normal,300000,0,128
337,3,high,300000,12,128
338,3,critical,300000,10,128
339,3,high,300000,10,128
340,3,high,300000,11,128
341,3,normal,300000,0,128
342,3,normal,300000,6,128
343,3,normal,300000,7,128
344,3,normal,300000,4,128
345,3,normal,300000,7,128
346,3,critical,300000,14,128
347,3,high,300000,4,128
348,3,normal,300000,2,128
349,3,normal,300000,8,128
350,3,normal,300000,7,128
351,3,normal,300000,0,128
352,3,normal,300000,0,128
353,3,normal,300000,2,128
354,3,normal,300000,8,128
355,3,normal,300000,7,128
356,3,critical,300000,9,128
357,3,normal,300000,1,128
358,3,high,300000,12,128
359,3,normal,300000,7,128
360,3,high,300000,6,128
361,3,normal,300000,1,128
362,3,critical,300000,10,128
363,3,normal,300000,8,128
364,3,critical,300000,23,128
365,3,critical,300000,20,128
366,3,normal,300000,5,128
367,3,normal,300000,1,128
368,3,normal,300000,2,128
369,3,high,300000,6,128
370,3,normal,300000,5,128
371,3,critical,300000,15,128
372,3,high,300000,8,128
373,3,normal,300000,0,128
374,3,normal,300000,5,128
375,3,normal,300000,0,128
376,3,high,300000,6,128
377,3,normal,300000,8,128
378,3,normal,300000,8,128
379,3,normal,300000,1,128
380,3,normal,300000,2,128
381,3,normal,300000,3,128
382,3,normal,300000,1,128
383,3,normal,300000,6,128
384,3,high,300000,12,128
385,3,high,300000,9,128
386,3,high,300000,8,128
387,3,normal,300000,4,128
388,3,normal,300000,6,128
389,3,normal,300000,8,128
390,3,normal,300000,2,128
391,3,high,300000,10,128
392,3,high,300000,5,128
393,3,normal,300000,0,128
394,3,normal,300000,4,128
395,3,normal,300000,7,128
396,3,normal,300000,5,128
397,3,normal,300000,3,128
398,3,high,300000,8,128
399,3,high,300000,4,128
400,3,normal,300000,7,128
401,3,normal,300000,1,128
402,3,high,300000,15,128
403,3,normal,300000,7,128
404,3,normal,300000,6,128
405,3,high,300000,14,128
406,3,critical,300000,12,128
407,3,normal,300000,4,128
408,3,normal,300000,1,128
409,3,normal,300000,1,128
410,3,normal,300000,3,128
411,3,normal,300000,6,128
412,3,normal,300000,1,128
413,3,normal,300000,2,128
414,3,normal,300000,8,128
415,3,normal,300000,1,128
416,3,normal,300000,0,128
417,3,high,300000,15,128
418,3,high,300000,14,128
419,3,normal,300000,8,128
420,3,high,300000,5,128
421,3,normal,300000,3,128
422,3,critical,300000,13,128
423,3,normal,300000,2,128
424,3,high,300000,10,128
425,3,high,300000,11,128
426,3,normal,300000,2,128
427,3,normal,300000,1,128
428,3,critical,300000,13,128
429,3,normal,300000,8,128
430,3,normal,300000,5,128
431,3,normal,300000,1,128
432,3,normal,300000,6,128
433,3,normal,300000,8,128
434,3,critical,300000,16,128
435,3,high,300000,8,128
436,3,high,300000,11,128
437,3,normal,300000,6,128
438,3,high,300000,9,128
439,3,high,300000,9,128
440,3,normal,300000,2,128
441,3,normal,300000,6,128
442,3,normal,300000,2,128
443,3,normal,300000,7,128
444,3,normal,300000,2,128
445,3,normal,300000,7,128
446,3,normal,300000,8,128
447,3,high,300000,10,128
448,3,normal,300000,5,128
449,3,high,300000,9,128
450,3,high,300000,11,128
451,3,normal,300000,4,128
452,3,normal,300000,7,128
453,3,high,300000,9,128
454,3,normal,300000,1,128
455,3,normal,300000,5,128
456,3,high,300000,10,128
457,3,normal,300000,5,128
458,3,normal,300000,8,128
459,3,normal,300000,2,128
460,3,normal,300000,3,128
461,3,normal,300000,2,128
462,3,normal,300000,5,128
463,3,normal,300000,5,128
464,3,normal,300000,3,128
465,3,high,300000,8,128
466,3,normal,300000,5,128
467,3,high,300000,13,128
468,3,normal,300000,2,128
469,3,normal,300000,3,128
470,3,normal,300000,4,128
471,3,critical,300000,21,128
472,3,normal,300000,4,128
473,3,normal,300000,5,128
474,4,normal,300000,4,128
475,4,normal,300000,0,128
476,4,normal,300000,3,128
477,4,high,300000,9,128
478,4,normal,300000,0,128
479,4,high,300000,9,128
480,4,normal,300000,4,128
481,4,normal,300000,0,128
482,4,high,300000,4,128
483,4,normal,300000,8,128
484,4,normal,300000,0,128
485,4,normal,300000,5,128
486,4,high,300000,7,128
487,4,normal,300000,7,128
488,4,normal,300000,4,128
489,4,normal,300000,2,128
490,4,normal,300000,8,128
491,4,high,300000,15,128
492,4,critical,300000,19,128
493,4,normal,300000,8,128
494,4,critical,300000,15,128
495,4,normal,300000,3,128
496,4,normal,300000,0,128
497,4,normal,300000,7,128
498,4,normal,300000,4,128
499,4,high,300000,14,128
500,4,normal,300000,5,128
501,4,high,300000,10,128
502,4,normal,300000,3,128
503,4,high,300000,7,128
504,4,critical,300000,21,128
505,4,normal,300000,5,128
506,4,normal,300000,2,128
507,4,normal,300000,1,128
508,4,high,300000,11,128
509,4,critical,300000,23,128
510,4,high,300000,9,128
511,4,critical,300000,10,128
512,4,normal,300000,1,128
513,4,high,300000,13,128
514,4,high,300000,9,128
515,4,normal,300000,1,128
516,4,normal,300000,3,128
517,4,normal,300000,8,128
518,4,normal,300000,6,128
519,4,normal,300000,0,128
520,4,normal,300000,1,128
521,4,high,300000,6,128
522,4,normal,300000,2,128
523,4,high,300000,9,128
524,4,normal,300000,8,128
525,4,high,300000,15,128
526,4,high,300000,11,128
527,4,normal,300000,0,128
528,4,normal,300000,3,128
529,4,high,300000,4,128
530,4,critical,300000,17,128
531,4,high,300000,15,128
532,4,critical,300000,18,128
533,4,normal,300000,5,128
534,4,normal,300000,6,128
535,4,normal,300000,2,128
536,4,normal,300000,5,128
537,4,normal,300000,5,128
538,4,normal,300000,4,128
539,4,high,300000,10,128
540,4,normal,300000,7,128
541,4,normal,300000,6,128
542,4,high,300000,11,128
543,4,normal,300000,3,128
544,4,normal,300000,5,128
545,4,normal,300000,2,128
546,4,normal,300000,3,128
547,4,normal,300000,3,128
548,4,high,300000,13,128
549,4,normal,300000,1,128
550,4,normal,300000,3,128
551,4,normal,300000,6,128
552,4,high,300000,8,128
553,4,normal,300000,7,128
554,4,critical,300000,14,128
555,4,normal,300000,0,128
556,4,normal,300000,8,128
557,4,normal,300000,8,128
558,4,high,300000,9,128
559,4,high,300000,12,128
560,4,normal,300000,3,128
561,4,critical,300000,11,128
562,4,normal,300000,0,128
563,4,normal,300000,6,128
564,4,normal,300000,1,128
565,4,normal,300000,2,128
566,4,critical,300000,24,128
567,4,critical,300000,25,128
568,4,high,300000,6,128
569,4,normal,300000,7,128
570,4,normal,300000,7,128
571,4,normal,300000,1,128
572,4,critical,300000,19,128
573,4,normal,300000,7,128
574,4,normal,300000,5,128
575,4,critical,300000,25,128
576,4,normal,300000,8,128
577,4,high,300000,14,128
578,4,normal,300000,4,128
579,4,normal,300000,4,128
580,4,high,300000,12,128
581,4,high,300000,12,128
582,4,critical,300000,14,128
583,4,normal,300000,8,128
584,4,normal,300000,7,128
585,4,high,300000,6,128
586,4,critical,300000,24,128
587,4,high,300000,13,128
588,4,normal,300000,4,128
589,4,critical,300000,15,128
590,4,normal,300000,5,128
591,4,normal,300000,1,128
592,4,normal,300000,0,128
593,4,normal,300000,1,128
594,4,normal,300000,2,128
595,4,normal,300000,6,128
596,4,high,300000,6,128
597,4,critical,300000,18,128
598,4,critical,300000,23,128
599,4,critical,300000,18,128
600,4,normal,300000,1,128
601,4,normal,300000,2,128
602,4,normal,300000,8,128
603,4,normal,300000,1,128
604,4,normal,300000,7,128
605,4,normal,300000,4,128
606,4,normal,300000,4,128
607,4,high,300000,8,128
608,4,normal,300000,8,128
609,4,normal,300000,5,128
610,4,normal,300000,3,128
611,4,normal,300000,3,128
612,4,high,300000,14,128
613,4,critical,300000,20,128
614,4,high,300000,13,128
615,4,normal,300000,8,128
616,4,critical,300000,10,128
617,4,normal,300000,5,128
618,4,high,300000,8,128
619,4,normal,300000,6,128
620,4,high,300000,7,128
621,4,normal,300000,4,128
622,4,high,300000,9,128
623,4,normal,300000,7,128
624,4,normal,300000,8,128
625,4,normal,300000,8,128
626,4,normal,300000,7,128
627,4,normal,300000,7,128
628,4,normal,300000,7,128
629,4,normal,300000,6,128
630,4,high,300000,14,128
631,4,normal,300000,8,128
632,4,normal,300000,3,128
633,4,high,300000,9,128
634,4,normal,300000,0,128
635,4,normal,300000,6,128
636,4,critical,300000,22,128
637,4,normal,300000,2,128
638,4,high,300000,10,128
639,4,high,300000,5,128
640,4,normal,300000,1,128
641,4,normal,300000,8,128
642,4,normal,300000,4,128
643,4,normal,300000,0,128
644,4,normal,300000,3,128
645,4,normal,300000,5,128
646,4,normal,300000,1,128
647,4,normal,300000,2,128
648,4,normal,300000,5,128
649,4,normal,300000,2,128
650,4,normal,300000,0,128
651,4,high,300000,7,128
652,4,normal,300000,1,128
653,4,high,300000,6,128
654,4,normal,300000,6,128
655,4,normal,300000,1,128
656,4,critical,300000,10,128
657,4,normal,300000,7,128
658,4,high,300000,15,128
659,4,normal,300000,5,128
660,4,high,300000,4,128
661,5,high,300000,11,128
662,5,normal,300000,2,128
663,5,normal,300000,4,128
664,5,high,300000,13,128
665,5,critical,300000,18,128
666,5,normal,300000,7,128
667,5,normal,300000,1,128
668,5,normal,300000,4,128
669,5,high,300000,11,128
670,5,normal,300000,5,128
671,5,critical,300000,25,128
672,5,normal,300000,5,128
673,5,high,300000,6,128
674,5,normal,300000,3,128
675,5,normal,300000,3,128
676,5,critical,300000,22,128
677,5,normal,300000,2,128
678,5,normal,300000,0,128
679,5,high,300000,12,128
680,5,normal,300000,2,128
681,5,high,300000,5,128
682,5,normal,300000,3,128
683,5,normal,300000,5,128
684,5,normal,300000,6,128
685,5,normal,300000,7,128
686,5,critical,300000,21,128
687,5,critical,300000,18,128
688,5,critical,300000,21,128
689,5,normal,300000,3,128
690,5,critical,300000,9,128
691,5,high,300000,9,128
692,5,normal,300000,4,128
693,5,normal,300000,0,128
694,5,normal,300000,2,128
695,5,high,300000,5,128
696,5,normal,300000,4,128
697,5,normal,300000,8,128
698,5,high,300000,14,128
699,5,normal,300000,4,128
700,5,normal,300000,8,128
701,5,normal,300000,3,128
702,5,high,300000,12,128
703,5,critical,300000,19,128
704,5,normal,300000,3,128
705,5,high,300000,11,128
706,5,critical,300000,21,128
707,5,high,300000,8,128
708,5,normal,300000,7,128
709,5,normal,300000,1,128
710,5,normal,300000,6,128
711,5,normal,300000,7,128
712,5,high,300000,12,128
713,5,high,300000,15,128
714,5,normal,300000,0,128
715,5,normal,300000,5,128
716,5,critical,300000,19,128
717,5,normal,300000,2,128
718,5,high,300000,7,128
719,5,normal,300000,8,128
720,5,high,300000,5,128
721,5,normal,300000,4,128
722,5,high,300000,12,128
723,5,normal,300000,0,128
724,5,normal,300000,8,128
725,5,critical,300000,16,128
726,5,high,300000,10,128
727,5,normal,300000,6,128
728,5,high,300000,7,128
729,5,normal,300000,4,128
730,5,high,300000,13,128
731,5,normal,300000,2,128
732,5,normal,300000,1,128
733,5,normal,300000,8,128
734,5,normal,300000,1,128
735,5,normal,300000,0,128
736,5,critical,300000,17,128
737,5,normal,300000,4,128
738,5,normal,300000,8,128
739,5,normal,300000,3,128
740,5,normal,300000,6,128
741,5,critical,300000,18,128
742,5,normal,300000,0,128
743,5,normal,300000,1,128
744,5,normal,300000,2,128
745,5,normal,300000,7,128
746,5,normal,300000,7,128
747,5,normal,300000,8,128
748,5,normal,300000,0,128
749,5,normal,300000,5,128
750,5,normal,300000,2,128
751,5,normal,300000,4,128
752,5,normal,300000,0,128
753,5,normal,300000,7,128
754,5,critical,300000,14,128
755,5,high,300000,8,128
756,5,normal,300000,4,128
757,5,normal,300000,5,128
758,5,critical,300000,19,128
759,5,high,300000,12,128
760,5,normal,300000,3,128
761,5,high,300000,9,128
762,5,normal,300000,3,128
763,5,normal,300000,1,128
764,5,normal,300000,0,128
765,5,critical,300000,10,128
766,5,critical,300000,16,128
767,5,normal,300000,5,128
768,5,normal,300000,5,128
769,5,critical,300000,23,128
770,5,high,300000,9,128
771,5,normal,300000,1,128
772,5,normal,300000,4,128
773,5,normal,300000,3,128
774,5,normal,300000,5,128
775,5,high,300000,5,128
776,5,high,300000,11,128
777,5,normal,300000,2,128
778,5,normal,300000,5,128
779,5,normal,300000,8,128
780,5,normal,300000,0,128
781,5,normal,300000,8,128
782,5,normal,300000,4,128
783,5,normal,300000,0,128
784,5,critical,300000,19,128
785,5,normal,300000,3,128
786,5,normal,300000,5,128
787,5,normal,300000,8,128
788,5,normal,300000,2,128
789,5,high,300000,15,128
790,5,high,300000,12,128
791,5,normal,300000,6,128
792,5,high,300000,6,128
793,5,high,300000,9,128
794,5,normal,300000,6,128
795,5,high,300000,10,128
796,5,normal,300000,8,128
797,5,critical,300000,25,128
798,5,normal,300000,3,128
799,5,normal,300000,7,128
800,5,normal,300000,5,128
801,5,normal,300000,8,128
802,5,normal,300000,4,128
803,5,high,300000,10,128
804,5,high,300000,15,128
805,5,high,300000,8,128
806,5,high,300000,11,128
807,5,normal,300000,6,128
808,5,normal,300000,4,128
809,5,high,300000,13,128
810,5,normal,300000,4,128
811,5,normal,300000,3,128
812,5,normal,300000,8,128
813,5,normal,300000,4,128
814,5,critical,300000,24,128
815,5,normal,300000,4,128
816,5,normal,300000,5,128
817,5,high,300000,15,128
818,5,high,300000,12,128
819,5,normal,300000,4,128
820,5,normal,300000,0,128
821,5,high,300000,10,128
822,5,normal,300000,5,128
823,5,high,300000,11,128
824,5,high,300000,8,128
825,5,normal,300000,4,128
826,5,normal,300000,5,128
827,6,normal,300000,2,128
828,6,normal,300000,4,128
829,6,normal,300000,8,128
830,6,normal,300000,3,128
831,6,normal,300000,2,128
832,6,critical,300000,20,128
833,6,normal,300000,3,128
834,6,normal,300000,5,128
835,6,normal,300000,0,128
836,6,high,300000,11,128
837,6,normal,300000,2,128
838,6,high,300000,4,128
839,6,normal,300000,4,128
840,6,normal,300000,2,128
841,6,normal,300000,4,128
842,6,normal,300000,2,128
843,6,normal,300000,2,128
844,6,normal,300000,8,128
845,6,high,300000,10,128
846,6,normal,300000,5,128
847,6,normal,300000,7,128
848,6,normal,300000,8,128
849,6,normal,300000,5,128
850,6,critical,300000,21,128
851,6,high,300000,6,128
852,6,normal,300000,2,128
853,6,normal,300000,3,128
854,6,normal,300000,5,128
855,6,normal,300000,2,128
856,6,high,300000,8,128
857,6,normal,300000,8,128
858,6,normal,300000,0,128
859,6,critical,300000,11,128
860,6,normal,300000,8,128
861,6,normal,300000,4,128
862,6,normal,300000,0,128
863,6,normal,300000,2,128
864,6,normal,300000,8,128
865,6,normal,300000,8,128
866,6,critical,300000,16,128
867,6,normal,300000,8,128
868,6,normal,300000,2,128
869,6,normal,300000,6,128
870,6,normal,300000,8,128
871,6,normal,300000,1,128
872,6,normal,300000,3,128
873,6,critical,300000,25,128
874,6,normal,300000,8,128
875,6,normal,300000,7,128
876,6,normal,300000,1,128
877,6,normal,300000,6,128
878,6,normal,300000,5,128
879,6,normal,300000,1,128
880,6,normal,300000,6,128
881,6,high,300000,15,128
882,6,normal,300000,1,128
883,6,normal,300000,3,128
884,6,normal,300000,8,128
885,6,normal,300000,4,128
886,6,high,300000,5,128
887,6,normal,300000,7,128
888,6,normal,300000,2,128
889,6,normal,300000,0,128
890,6,normal,300000,6,128
891,6,high,300000,9,128
892,6,high,300000,5,128
893,6,normal,300000,2,128
894,6,normal,300000,6,128
895,6,normal,300000,2,128
896,6,high,300000,7,128
897,6,high,300000,6,128
898,6,high,300000,14,128
899,6,high,300000,11,128
900,6,normal,300000,5,128
901,6,critical,300000,22,128
902,6,normal,300000,5,128
903,6,normal,300000,6,128
904,6,normal,300000,3,128
905,6,normal,300000,2,128
906,6,critical,300000,8,128
907,6,normal,300000,8,128
908,6,high,300000,13,128
909,6,normal,300000,4,128
910,6,normal,300000,5,128
911,6,normal,300000,7,128
912,6,normal,300000,1,128
913,6,normal,300000,2,128
914,6,high,300000,7,128
915,6,normal,300000,6,128
916,6,normal,300000,8,128
917,6,normal,300000,1,128
918,6,high,300000,4,128
919,6,normal,300000,1,128
920,6,normal,300000,8,128
921,6,normal,300000,6,128
922,6,normal,300000,1,128
923,6,normal,300000,3,128
924,6,normal,300000,8,128
925,6,normal,300000,1,128
926,6,normal,300000,4,128
927,6,normal,300000,7,128
928,6,high,300000,4,128
929,6,normal,300000,0,128
930,6,critical,300000,9,128
931,6,normal,300000,7,128
932,6,normal,300000,5,128
933,6,high,300000,4,128
934,6,normal,300000,6,128
935,6,normal,300000,8,128
936,6,critical,300000,13,128
937,6,normal,300000,0,128
938,6,high,300000,4,128
939,6,normal,300000,5,128
940,6,high,300000,6,128
941,6,normal,300000,7,128
942,6,high,300000,11,128
943,6,critical,300000,24,128
944,6,normal,300000,5,128
945,6,normal,300000,1,128
946,6,normal,300000,0,128
947,6,normal,300000,6,128
948,6,critical,300000,9,128
949,6,normal,300000,3,128
950,6,normal,300000,0,128
951,6,high,300000,6,128
952,6,normal,300000,7,128
953,6,critical,300000,15,128
954,6,critical,300000,12,128
955,6,high,300000,13,128
956,6,normal,300000,2,128
957,6,normal,300000,2,128
958,6,normal,300000,8,128
959,6,normal,300000,1,128
960,6,normal,300000,0,128
961,6,normal,300000,5,128
962,6,critical,300000,14,128
963,6,high,300000,5,128
964,6,high,300000,8,128
965,6,high,300000,14,128
966,6,normal,300000,4,128
967,6,normal,300000,8,128
968,6,normal,300000,3,128
969,6,normal,300000,3,128
970,6,normal,300000,4,128
971,6,high,300000,15,128
972,6,high,300000,14,128
973,6,normal,300000,5,128
974,6,normal,300000,5,128
975,6,normal,300000,0,128
976,6,normal,300000,7,128
977,6,normal,300000,6,128
978,6,normal,300000,8,128
979,6,normal,300000,8,128
980,6,critical,300000,15,128
981,6,normal,300000,7,128
982,6,high,300000,8,128
983,6,normal,300000,2,128
984,6,normal,300000,2,128
985,6,normal,300000,8,128
986,6,high,300000,7,128
987,6,high,300000,6,128
988,6,high,300000,10,128
989,6,critical,300000,21,128
990,6,normal,300000,5,128
991,6,high,300000,7,128
992,6,high,300000,6,128
993,6,normal,300000,1,128
994,6,high,300000,15,128
995,6,normal,300000,2,128
996,6,normal,300000,3,128
997,6,normal,300000,7,128
998,6,normal,300000,1,128
999,6,normal,300000,2,128
1000,6,normal,300000,1,128
