aid,cluster_id,priority,tx_rate_bps,queue_len,packet_size_bytes
182,2,high,300000,14,128
183,3,normal,300000,3,128
184,3,normal,300000,5,128
185,3,normal,300000,1,128
186,3,normal,300000,1,128
187,3,normal,300000,6,128
188,3,normal,300000,3,128
189,3,normal,300000,3,128
190,3,normal,300000,4,128
191,3,normal,300000,0,128
192,3,normal,300000,5,128
193,3,normal,300000,5,128
194,3,normal,300000,7,128
195,3,normal,300000,5,128
196,3,normal,300000,6,128
197,3,normal,300000,4,128
198,3,normal,300000,4,128
199,3,normal,300000,1,128
200,3,normal,300000,3,128
201,3,normal,300000,6,128
202,3,critical,300000,18,128
203,3,normal,300000,5,128
204,3,high,300000,13,128
205,3,normal,300000,8,128
206,3,critical,300000,21,128
207,3,normal,300000,3,128
208,3,normal,300000,7,128
209,3,normal,300000,1,128
210,3,high,300000,15,128
211,3,high,300000,13,128
212,3,normal,300000,8,128
213,3,normal,300000,8,128
214,3,normal,300000,7,128
215,3,high,300000,7,128
216,3,normal,300000,5,128
217,3,normal,300000,2,128
218,3,high,300000,11,128
219,3,normal,300000,8,128
220,3,normal,300000,3,128
221,3,high,300000,6,128
222,3,critical,300000,25,128
223,3,high,300000,4,128
224,3,normal,300000,2,128
225,3,high,300000,4,128
226,3,normal,300000,7,128
227,3,high,300000,4,128
228,3,normal,300000,7,128
229,3,normal,300000,6,128
230,3,critical,300000,9,128
231,3,high,300000,13,128
232,3,critical,300000,15,128
233,3,normal,300000,6,128
234,3,normal,300000,6,128
235,3,normal,300000,4,128
236,3,high,300000,13,128
237,3,normal,300000,1,128
238,3,normal,300000,4,128
239,3,high,300000,6,128
240,3,high,300000,10,128
241,3,normal,300000,7,128
242,3,critical,300000,17,128
243,3,normal,300000,7,128
244,3,normal,300000,4,128
245,3,normal,300000,8,128
246,3,normal,300000,4,128
247,3,critical,300000,13,128
248,3,normal,300000,4,128
249,3,high,300000,15,128
250,3,normal,300000,4,128
251,3,normal,300000,0,128
252,3,normal,300000,4,128
253,3,critical,300000,8,128
254,3,normal,300000,2,128
255,3,normal,300000,7,128
256,3,high,300000,13,128
257,3,normal,300000,7,128
258,3,normal,300000,6,128
259,3,high,300000,5,128
260,3,high,300000,15,128
261,3,high,300000,10,128
262,3,normal,300000,5,128
263,3,high,300000,10,128
264,4,normal,300000,8,128
265,4,normal,300000,3,128
266,4,normal,300000,7,128
267,4,normal,300000,3,128
268,4,normal,300000,4,128
269,4,normal,300000,7,128
270,4,critical,300000,15,128
271,4,high,300000,4,128
272,4,critical,300000,11,128
273,4,normal,300000,2,128
274,4,normal,300000,4,128
275,4,normal,300000,7,128
276,4,high,300000,12,128
277,4,normal,300000,8,128
278,4,normal,300000,4,128
279,4,high,300000,12,128
280,4,normal,300000,4,128
281,4,normal,300000,7,128
282,4,normal,300000,7,128
283,4,high,300000,12,128
284,4,normal,300000,5,128
285,4,normal,300000,3,128
286,4,high,300000,10,128
287,4,high,300000,11,128
288,4,normal,300000,2,128
289,4,normal,300000,2,128
290,4,normal,300000,7,128
291,4,normal,300000,7,128
292,4,normal,300000,6,128
293,4,critical,300000,16,128
294,4,normal,300000,6,128
295,4,normal,300000,8,128
296,4,normal,300000,7,128
297,4,normal,300000,3,128
298,4,normal,300000,1,128
299,4,normal,300000,1,128
300,4,high,300000,8,128
301,4,critical,300000,9,128
302,4,normal,300000,6,128
303,4,high,300000,10,128
304,4,high,300000,5,128
305,4,normal,300000,3,128
306,4,normal,300000,2,128
307,4,normal,300000,4,128
308,4,high,300000,4,128
309,4,normal,300000,8,128
310,4,critical,300000,19,128
311,4,normal,300000,6,128
312,4,normal,300000,4,128
313,4,normal,300000,7,128
314,4,high,300000,13,128
315,4,normal,300000,4,128
316,4,normal,300000,6,128
317,4,critical,300000,9,128
318,4,normal,300000,4,128
319,4,normal,300000,5,128
320,4,normal,300000,4,128
321,4,normal,300000,0,128
322,4,normal,300000,0,128
323,4,normal,300000,1,128
324,4,high,300000,10,128
325,4,high,300000,12,128
326,4,normal,300000,4,128
327,4,high,300000,11,128
328,4,normal,300000,5,128
329,4,normal,300000,1,128
330,4,normal,300000,3,128
331,4,normal,300000,8,128
332,4,critical,300000,20,128
333,4,high,300000,5,128
334,4,normal,300000,4,128
335,4,normal,300000,5,128
336,4,normal,300000,7,128
337,5,normal,300000,8,128
338,5,normal,300000,3,128
339,5,normal,300000,7,128
340,5,normal,300000,1,128
341,5,critical,300000,9,128
342,5,normal,300000,1,128
343,5,high,300000,12,128
344,5,normal,300000,5,128
345,5,normal,300000,2,128
346,5,normal,300000,7,128
347,5,normal,300000,4,128
348,5,normal,300000,3,128
349,5,normal,300000,3,128
350,5,critical,300000,19,128
351,5,critical,300000,16,128
352,5,normal,300000,7,128
353,5,normal,300000,0,128
354,5,normal,300000,3,128
355,5,normal,300000,3,128
356,5,normal,300000,8,128
357,5,normal,300000,3,128
358,5,normal,300000,0,128
359,5,normal,300000,2,128
360,5,normal,300000,2,128
361,5,normal,300000,0,128
362,5,critical,300000,15,128
363,5,critical,300000,16,128
364,5,high,300000,10,128
365,5,normal,300000,7,128
366,5,normal,300000,8,128
367,5,normal,300000,3,128
368,5,normal,300000,8,128
369,5,normal,300000,0,128
370,5,normal,300000,6,128
371,5,normal,300000,7,128
372,5,critical,300000,10,128
373,5,normal,300000,1,128
374,5,high,300000,14,128
375,5,normal,300000,8,128
376,5,normal,300000,6,128
377,5,normal,300000,1,128
378,5,normal,300000,3,128
379,5,high,300000,11,128
380,5,normal,300000,1,128
381,5,normal,300000,4,128
382,5,normal,300000,7,128
383,5,critical,300000,10,128
384,5,normal,300000,5,128
385,5,normal,300000,8,128
386,5,normal,300000,6,128
387,5,normal,300000,6,128
388,5,normal,300000,4,128
389,5,high,300000,12,128
390,5,high,300000,11,128
391,5,normal,300000,5,128
392,5,high,300000,8,128
393,5,normal,300000,8,128
394,5,normal,300000,4,128
395,5,high,300000,15,128
396,5,normal,300000,5,128
397,5,high,300000,6,128
398,5,critical,300000,8,128
399,5,normal,300000,3,128
400,5,normal,300000,5,128
401,5,normal,300000,5,128
402,5,normal,300000,2,128
403,5,normal,300000,0,128
404,5,high,300000,14,128
405,5,normal,300000,7,128
406,5,high,300000,12,128
407,5,high,300000,5,128
408,5,normal,300000,7,128
409,5,critical,300000,20,128
410,5,critical,300000,17,128
411,5,normal,300000,4,128
412,5,high,300000,4,128
413,5,normal,300000,2,128
414,5,normal,300000,3,128
415,5,critical,300000,9,128
416,5,critical,300000,10,128
417,5,normal,300000,6,128
418,5,high,300000,10,128
419,5,normal,300000,2,128
420,5,normal,300000,5,128
421,5,normal,300000,1,128
422,5,normal,300000,6,128
423,5,normal,300000,4,128
424,5,high,300000,6,128
425,5,normal,300000,1,128
426,5,normal,300000,5,128
427,5,normal,300000,2,128
428,5,high,300000,8,128
429,5,high,300000,6,128
430,5,high,300000,14,128
431,5,normal,300000,7,128
432,5,normal,300000,5,128
433,5,normal,300000,7,128
434,5,normal,300000,4,128
435,5,normal,300000,1,128
436,5,normal,300000,0,128
437,5,normal,300000,4,128
438,5,normal,300000,1,128
439,5,normal,300000,8,128
440,5,normal,300000,3,128
441,5,normal,300000,8,128
442,5,normal,300000,7,128
443,5,normal,300000,5,128
444,5,normal,300000,2,128
445,5,high,300000,11,128
446,5,normal,300000,2,128
447,5,normal,300000,4,128
448,5,normal,300000,5,128
449,5,normal,300000,5,128
450,5,high,300000,12,128
451,5,high,300000,15,128
452,5,high,300000,13,128
453,5,normal,300000,4,128
454,5,high,300000,15,128
455,5,high,300000,10,128
456,5,normal,300000,8,128
457,5,normal,300000,6,128
458,5,critical,300000,17,128
459,5,normal,300000,5,128
460,5,high,300000,6,128
461,5,critical,300000,11,128
462,5,normal,300000,2,128
463,5,high,300000,6,128
464,5,normal,300000,0,128
465,5,normal,300000,3,128
466,5,normal,300000,7,128
467,5,normal,300000,4,128
468,5,normal,300000,3,128
469,5,normal,300000,7,128
470,5,normal,300000,6,128
471,5,normal,300000,3,128
472,5,normal,300000,0,128
473,5,normal,300000,8,128
474,5,normal,300000,8,128
475,5,high,300000,6,128
476,5,normal,300000,8,128
477,5,normal,300000,1,128
478,5,normal,300000,5,128
479,5,normal,300000,6,128
480,5,high,300000,5,128
481,5,high,300000,9,128
482,5,normal,300000,5,128
483,5,high,300000,8,128
484,5,normal,300000,2,128
485,5,normal,300000,0,128
486,5,critical,300000,14,128
487,5,normal,300000,8,128
488,5,high,300000,8,128
489,5,high,300000,4,128
490,6,normal,300000,7,128
491,6,high,300000,11,128
492,6,normal,300000,3,128
493,6,high,300000,4,128
494,6,high,300000,10,128
495,6,normal,300000,1,128
496,6,critical,300000,24,128
497,6,normal,300000,7,128
498,6,normal,300000,5,128
499,6,normal,300000,5,128
500,6,high,300000,15,128
501,6,normal,300000,5,128
502,6,critical,300000,25,128
503,6,normal,300000,2,128
504,6,normal,300000,7,128
505,6,normal,300000,1,128
506,6,critical,300000,14,128
507,6,normal,300000,0,128
508,6,normal,300000,8,128
509,6,normal,300000,8,128
510,6,high,300000,14,128
511,6,high,300000,4,128
512,6,high,300000,9,128
513,6,normal,300000,7,128
514,6,high,300000,6,128
515,6,normal,300000,5,128
516,6,normal,300000,6,128
517,6,normal,300000,2,128
518,6,high,300000,5,128
519,6,normal,300000,4,128
520,6,normal,300000,6,128
521,6,normal,300000,5,128
522,6,critical,300000,19,128
523,6,high,300000,4,128
524,6,normal,300000,6,128
525,6,normal,300000,2,128
526,6,high,300000,13,128
527,6,critical,300000,10,128
528,6,normal,300000,5,128
529,6,normal,300000,0,128
530,6,normal,300000,5,128
531,6,normal,300000,1,128
532,6,normal,300000,6,128
533,6,normal,300000,3,128
534,6,critical,300000,13,128
535,6,normal,300000,8,128
536,6,high,300000,8,128
537,6,high,300000,13,128
538,6,normal,300000,7,128
539,6,high,300000,5,128
540,6,high,300000,15,128
541,6,normal,300000,5,128
542,6,normal,300000,8,128
543,6,normal,300000,2,128
544,6,normal,300000,8,128
545,6,high,300000,7,128
546,6,high,300000,11,128
547,6,normal,300000,5,128
548,6,normal,300000,8,128
549,6,normal,300000,1,128
550,6,high,300000,15,128
551,6,normal,300000,6,128
552,6,high,300000,9,128
553,6,normal,300000,8,128
554,6,high,300000,12,128
555,6,normal,300000,2,128
556,6,normal,300000,0,128
557,6,normal,300000,4,128
558,6,high,300000,15,128
559,6,high,300000,12,128
560,6,normal,300000,4,128
561,6,normal,300000,8,128
562,6,high,300000,8,128
563,6,normal,300000,2,128
564,6,high,300000,13,128
565,6,normal,300000,0,128
566,6,critical,300000,16,128
567,6,normal,300000,6,128
568,6,normal,300000,8,128
569,6,normal,300000,4,128
570,6,high,300000,14,128
571,6,high,300000,5,128
572,6,high,300000,10,128
573,6,normal,300000,5,128
574,6,high,300000,15,128
575,6,normal,300000,5,128
576,6,high,300000,9,128
577,6,high,300000,11,128
578,6,high,300000,7,128
579,6,critical,300000,17,128
580,6,normal,300000,6,128
581,6,normal,300000,2,128
582,6,normal,300000,5,128
583,6,normal,300000,7,128
584,6,normal,300000,4,128
585,6,critical,300000,20,128
586,6,normal,300000,3,128
587,6,critical,300000,17,128
588,6,normal,300000,7,128
589,6,normal,300000,1,128
590,6,high,300000,8,128
591,6,normal,300000,5,128
592,6,normal,300000,8,128
593,6,normal,300000,4,128
594,6,normal,300000,7,128
595,6,normal,300000,1,128
596,6,normal,300000,6,128
597,6,normal,300000,5,128
598,6,normal,300000,3,128
599,6,normal,300000,0,128
600,6,high,300000,9,128
601,6,normal,300000,2,128
602,6,high,300000,13,128
603,6,high,300000,13,128
604,6,normal,300000,8,128
605,6,normal,300000,4,128
606,6,normal,300000,5,128
607,6,normal,300000,6,128
608,6,normal,300000,0,128
609,6,high,300000,14,128
610,6,normal,300000,7,128
611,6,normal,300000,6,128
612,6,normal,300000,3,128
613,6,normal,300000,1,128
614,6,critical,300000,18,128
615,6,high,300000,15,128
616,6,normal,300000,7,128
617,6,normal,300000,8,128
618,6,normal,300000,7,128
619,6,high,300000,6,128
620,6,normal,300000,5,128
621,6,normal,300000,4,128
622,6,high,300000,7,128
623,6,normal,300000,3,128
624,6,normal,300000,3,128
625,6,high,300000,9,128
626,6,high,300000,13,128
627,6,normal,300000,6,128
628,6,normal,300000,2,128
629,6,critical,300000,10,128
630,6,normal,300000,4,128
631,6,high,300000,12,128
632,6,normal,300000,4,128
633,6,high,300000,15,128
634,7,high,300000,14,128
635,7,normal,300000,0,128
636,7,normal,300000,7,128
637,7,normal,300000,2,128
638,7,normal,300000,2,128
639,7,normal,300000,7,128
640,7,normal,300000,4,128
641,7,high,300000,4,128
642,7,normal,300000,3,128
643,7,normal,300000,2,128
644,7,normal,300000,2,128
645,7,normal,300000,6,128
646,7,high,300000,15,128
647,7,normal,300000,0,128
648,7,normal,300000,1,128
649,7,high,300000,14,128
650,7,normal,300000,2,128
651,7,high,300000,5,128
652,7,high,300000,11,128
653,7,normal,300000,0,128
654,7,normal,300000,3,128
655,7,normal,300000,6,128
656,7,normal,300000,1,128
657,7,normal,300000,2,128
658,7,normal,300000,3,128
659,7,high,300000,7,128
660,7,normal,300000,5,128
661,7,normal,300000,0,128
662,7,normal,300000,3,128
663,7,normal,300000,7,128
664,7,high,300000,14,128
665,7,normal,300000,4,128
666,7,normal,300000,3,128
667,7,normal,300000,7,128
668,7,normal,300000,8,128
669,7,normal,300000,3,128
670,7,normal,300000,1,128
671,7,normal,300000,5,128
672,7,normal,300000,1,128
673,7,normal,300000,8,128
674,7,normal,300000,2,128
675,7,high,300000,12,128
676,7,high,300000,7,128
677,7,critical,300000,24,128
678,7,normal,300000,7,128
679,7,normal,300000,7,128
680,7,normal,300000,4,128
681,7,normal,300000,0,128
682,7,normal,300000,0,128
683,7,high,300000,5,128
684,7,normal,300000,1,128
685,7,critical,300000,21,128
686,7,normal,300000,6,128
687,7,normal,300000,6,128
688,7,normal,300000,6,128
689,7,critical,300000,25,128
690,7,normal,300000,5,128
691,7,high,300000,12,128
692,7,normal,300000,3,128
693,7,normal,300000,4,128
694,7,normal,300000,8,128
695,7,normal,300000,3,128
696,7,normal,300000,2,128
697,7,high,300000,15,128
698,7,critical,300000,21,128
699,7,high,300000,5,128
700,7,normal,300000,7,128
701,7,high,300000,4,128
702,7,normal,300000,8,128
703,7,normal,300000,0,128
704,7,normal,300000,4,128
705,7,normal,300000,5,128
706,7,high,300000,6,128
707,7,normal,300000,4,128
708,7,normal,300000,2,128
709,7,normal,300000,0,128
710,7,normal,300000,6,128
711,7,normal,300000,6,128
712,7,high,300000,6,128
713,7,high,300000,7,128
714,7,normal,300000,2,128
715,7,normal,300000,8,128
716,7,normal,300000,8,128
717,7,normal,300000,4,128
718,7,high,300000,5,128
719,7,normal,300000,1,128
720,7,critical,300000,20,128
721,7,normal,300000,3,128
722,7,normal,300000,5,128
723,7,normal,300000,0,128
724,7,normal,300000,1,128
725,7,normal,300000,3,128
726,7,normal,300000,8,128
727,7,normal,300000,6,128
728,7,normal,300000,5,128
729,7,high,300000,12,128
730,7,normal,300000,7,128
731,7,normal,300000,5,128
732,7,normal,300000,3,128
733,7,critical,300000,25,128
734,7,high,300000,7,128
735,7,high,300000,13,128
736,7,normal,300000,5,128
737,7,normal,300000,7,128
738,7,normal,300000,5,128
739,7,high,300000,12,128
740,7,high,300000,12,128
741,7,normal,300000,1,128
742,7,normal,300000,6,128
743,7,normal,300000,3,128
744,7,normal,300000,0,128
745,7,normal,300000,5,128
746,7,normal,300000,7,128
747,7,critical,300000,25,128
748,7,critical,300000,24,128
749,7,normal,300000,4,128
750,7,normal,300000,6,128
751,7,high,300000,5,128
752,7,high,300000,13,128
753,7,normal,300000,4,128
754,7,critical,300000,20,128
755,7,normal,300000,3,128
756,7,normal,300000,1,128
757,7,critical,300000,20,128
758,7,normal,300000,0,128
759,7,normal,300000,1,128
760,7,normal,300000,5,128
761,7,normal,300000,0,128
762,7,high,300000,15,128
763,7,high,300000,5,128
764,7,normal,300000,0,128
765,7,normal,300000,5,128
766,7,normal,300000,2,128
767,7,normal,300000,4,128
768,7,normal,300000,6,128
769,7,normal,300000,2,128
770,7,normal,300000,5,128
771,7,critical,300000,15,128
772,7,high,300000,13,128
773,7,normal,300000,5,128
774,7,normal,300000,7,128
775,7,high,300000,12,128
776,7,normal,300000,6,128
777,7,normal,300000,4,128
778,7,normal,300000,1,128
779,7,high,300000,15,128
780,7,normal,300000,5,128
781,7,high,300000,4,128
782,7,normal,300000,4,128
783,7,high,300000,6,128
784,7,normal,300000,8,128
785,7,high,300000,5,128
786,7,normal,300000,5,128
787,7,critical,300000,21,128
788,7,normal,300000,8,128
789,7,normal,300000,2,128
790,7,high,300000,8,128
791,7,high,300000,6,128
792,7,high,300000,8,128
793,7,high,300000,5,128
794,7,high,300000,7,128
795,7,normal,300000,3,128
796,7,high,300000,8,128
797,7,normal,300000,5,128
798,7,normal,300000,5,128
799,7,high,300000,14,128
800,7,high,300000,13,128
801,7,normal,300000,2,128
802,7,normal,300000,4,128
803,7,normal,300000,3,128
804,7,normal,300000,6,128
805,7,high,300000,13,128
806,7,normal,300000,8,128
807,7,normal,300000,8,128
808,7,normal,300000,7,128
809,7,normal,300000,4,128
810,7,normal,300000,6,128
811,8,high,300000,8,128
812,8,high,300000,6,128
813,8,normal,300000,1,128
814,8,normal,300000,7,128
815,8,normal,300000,6,128
816,8,normal,300000,5,128
817,8,high,300000,7,128
818,8,high,300000,13,128
819,8,normal,300000,6,128
820,8,normal,300000,6,128
821,8,critical,300000,16,128
822,8,normal,300000,8,128
823,8,normal,300000,6,128
824,8,normal,300000,8,128
825,8,high,300000,4,128
826,8,high,300000,10,128
827,8,high,300000,15,128
828,8,high,300000,9,128
829,8,normal,300000,8,128
830,8,high,300000,5,128
831,8,normal,300000,7,128
832,8,critical,300000,9,128
833,8,critical,300000,18,128
834,8,normal,300000,2,128
835,8,normal,300000,8,128
836,8,high,300000,10,128
837,8,high,300000,10,128
838,8,high,300000,14,128
839,8,normal,300000,3,128
840,8,normal,300000,6,128
841,8,normal,300000,3,128
842,8,normal,300000,1,128
843,8,normal,300000,8,128
844,8,normal,300000,3,128
845,8,high,300000,14,128
846,8,normal,300000,5,128
847,8,normal,300000,1,128
848,8,normal,300000,7,128
849,8,normal,300000,4,128
850,8,normal,300000,5,128
851,8,high,300000,5,128
852,8,normal,300000,2,128
853,8,normal,300000,2,128
854,8,normal,300000,7,128
855,8,normal,300000,7,128
856,8,high,300000,9,128
857,8,normal,300000,5,128
858,8,normal,300000,3,128
859,8,normal,300000,8,128
860,8,normal,300000,7,128
861,8,normal,300000,7,128
862,8,high,300000,13,128
863,9,normal,300000,3,128
864,9,critical,300000,15,128
865,9,high,300000,11,128
866,9,normal,300000,1,128
867,9,high,300000,12,128
868,9,normal,300000,0,128
869,9,normal,300000,6,128
870,9,normal,300000,3,128
871,9,normal,300000,0,128
872,9,high,300000,5,128
873,9,normal,300000,1,128
874,9,high,300000,15,128
875,9,normal,300000,6,128
876,9,normal,300000,3,128
877,9,normal,300000,5,128
878,9,normal,300000,2,128
879,9,normal,300000,4,128
880,9,normal,300000,8,128
881,9,high,300000,10,128
882,9,normal,300000,2,128
883,9,high,300000,15,128
884,9,normal,300000,6,128
885,9,high,300000,14,128
886,9,normal,300000,6,128
887,9,critical,300000,10,128
888,9,normal,300000,4,128
889,9,normal,300000,7,128
890,9,normal,300000,1,128
891,9,normal,300000,5,128
892,9,normal,300000,6,128
893,9,normal,300000,3,128
894,9,high,300000,8,128
895,9,normal,300000,2,128
896,9,normal,300000,0,128
897,9,critical,300000,22,128
898,9,high,300000,6,128
899,9,normal,300000,6,128
900,9,normal,300000,2,128
901,9,high,300000,8,128
902,9,normal,300000,4,128
903,9,normal,300000,2,128
904,9,normal,300000,4,128
905,9,normal,300000,1,128
906,9,critical,300000,23,128
907,9,high,300000,7,128
908,9,critical,300000,18,128
909,9,normal,300000,6,128
910,9,normal,300000,3,128
911,9,critical,300000,11,128
912,9,high,300000,8,128
913,9,normal,300000,2,128
914,9,critical,300000,8,128
915,9,normal,300000,3,128
916,9,normal,300000,7,128
917,9,critical,300000,11,128
918,9,normal,300000,6,128
919,9,normal,300000,5,128
920,9,high,300000,14,128
921,9,high,300000,13,128
922,9,normal,300000,0,128
923,9,high,300000,13,128
924,9,normal,300000,4,128
925,9,normal,300000,3,128
926,9,normal,300000,3,128
927,9,normal,300000,1,128
928,9,normal,300000,5,128
929,9,normal,300000,6,128
930,9,normal,300000,2,128
931,9,normal,300000,1,128
932,9,normal,300000,0,128
933,9,high,300000,4,128
934,9,normal,300000,8,128
935,9,normal,300000,6,128
936,9,normal,300000,8,128
937,9,high,300000,8,128
938,9,normal,300000,3,128
939,9,normal,300000,6,128
940,9,high,300000,10,128
941,9,critical,300000,10,128
942,9,high,300000,13,128
943,9,high,300000,15,128
944,9,high,300000,15,128
945,9,normal,300000,2,128
946,9,normal,300000,8,128
947,9,high,300000,6,128
948,9,normal,300000,1,128
949,9,high,300000,10,128
950,9,normal,300000,4,128
951,9,normal,300000,8,128
952,9,critical,300000,13,128
953,9,high,300000,5,128
954,9,high,300000,12,128
955,9,critical,300000,8,128
956,9,critical,300000,19,128
957,9,normal,300000,2,128
958,9,normal,300000,6,128
959,9,high,300000,10,128
960,9,high,300000,5,128
961,9,high,300000,14,128
962,9,high,300000,12,128
963,9,normal,300000,1,128
964,9,normal,300000,4,128
965,9,critical,300000,22,128
966,9,normal,300000,4,128
967,9,normal,300000,3,128
968,10,normal,300000,7,128
969,10,normal,300000,8,128
970,10,high,300000,10,128
971,10,high,300000,9,128
972,10,normal,300000,0,128
973,10,normal,300000,4,128
974,10,high,300000,7,128
975,10,normal,300000,0,128
976,10,normal,300000,1,128
977,10,normal,300000,8,128
978,10,normal,300000,5,128
979,10,normal,300000,1,128
980,10,normal,300000,6,128
981,10,normal,300000,0,128
982,10,normal,300000,2,128
983,10,high,300000,9,128
984,10,normal,300000,5,128
985,10,normal,300000,3,128
986,10,normal,300000,2,128
987,10,high,300000,6,128
988,10,normal,300000,6,128
989,10,normal,300000,3,128
990,10,high,300000,8,128
991,10,critical,300000,17,128
992,10,high,300000,9,128
993,10,critical,300000,15,128
994,10,normal,300000,0,128
995,10,high,300000,6,128
996,10,normal,300000,7,128
997,10,critical,300000,11,128
998,10,high,300000,4,128
999,10,high,300000,10,128
1000,10,normal,300000,1,128
1001,10,normal,300000,1,128
1002,10,normal,300000,3,128
1003,10,normal,300000,1,128
1004,10,high,300000,11,128
1005,10,high,300000,13,128
1006,10,normal,300000,6,128
1007,10,critical,300000,21,128
1008,10,normal,300000,2,128
1009,10,high,300000,6,128
1010,10,normal,300000,3,128
1011,11,normal,300000,8,128
1012,11,critical,300000,16,128
