aid,cluster_id,priority,tx_rate_bps,queue_len,packet_size_bytes
453,3,critical,300000,21,128
454,3,normal,300000,5,128
455,3,normal,300000,8,128
456,3,normal,300000,4,128
457,3,critical,300000,8,128
458,3,normal,300000,2,128
459,3,normal,300000,0,128
460,3,normal,300000,7,128
461,3,high,300000,13,128
462,3,normal,300000,6,128
463,3,normal,300000,5,128
464,3,normal,300000,8,128
465,3,high,300000,11,128
466,3,high,300000,13,128
467,3,normal,300000,8,128
468,3,normal,300000,7,128
469,3,high,300000,9,128
470,3,normal,300000,8,128
471,3,normal,300000,0,128
472,3,high,300000,13,128
473,3,normal,300000,1,128
474,4,high,300000,11,128
475,4,normal,300000,1,128
476,4,normal,300000,1,128
477,4,high,300000,7,128
478,4,high,300000,15,128
479,4,high,300000,14,128
480,4,high,300000,15,128
481,4,high,300000,10,128
482,4,normal,300000,8,128
483,4,normal,300000,3,128
484,4,critical,300000,18,128
485,4,normal,300000,8,128
486,4,normal,300000,8,128
487,4,high,300000,13,128
488,4,high,300000,9,128
489,4,high,300000,5,128
490,4,normal,300000,4,128
491,4,normal,300000,7,128
492,4,high,300000,14,128
493,4,normal,300000,7,128
494,4,normal,300000,6,128
495,4,high,300000,5,128
496,4,normal,300000,4,128
497,4,normal,300000,7,128
498,4,normal,300000,0,128
499,4,normal,300000,2,128
500,4,critical,300000,22,128
501,4,normal,300000,1,128
502,4,normal,300000,6,128
503,4,high,300000,10,128
504,4,normal,300000,7,128
505,4,high,300000,6,128
506,4,normal,300000,8,128
507,4,normal,300000,5,128
508,4,normal,300000,8,128
509,4,normal,300000,4,128
510,4,normal,300000,8,128
511,4,normal,300000,0,128
512,4,high,300000,6,128
513,4,normal,300000,3,128
514,4,normal,300000,7,128
515,4,high,300000,8,128
516,4,normal,300000,5,128
517,4,normal,300000,7,128
518,4,normal,300000,5,128
519,4,normal,300000,0,128
520,4,normal,300000,3,128
521,4,high,300000,6,128
522,4,normal,300000,3,128
523,4,normal,300000,0,128
524,4,normal,300000,3,128
525,4,normal,300000,2,128
526,4,normal,300000,5,128
527,4,high,300000,15,128
528,4,high,300000,7,128
529,4,normal,300000,3,128
530,4,critical,300000,17,128
531,4,normal,300000,5,128
532,4,high,300000,7,128
533,4,normal,300000,8,128
534,4,normal,300000,6,128
535,4,critical,300000,16,128
536,4,normal,300000,4,128
537,4,normal,300000,8,128
538,4,normal,300000,7,128
539,4,high,300000,6,128
540,4,normal,300000,8,128
541,4,normal,300000,1,128
542,4,normal,300000,4,128
543,4,high,300000,12,128
544,4,normal,300000,8,128
545,4,normal,300000,8,128
546,4,high,300000,11,128
547,4,high,300000,9,128
548,4,normal,300000,8,128
549,4,normal,300000,1,128
550,4,normal,300000,6,128
551,4,normal,300000,2,128
552,4,normal,300000,8,128
553,4,normal,300000,4,128
554,4,normal,300000,1,128
555,4,normal,300000,4,128
556,4,critical,300000,16,128
557,4,normal,300000,7,128
558,4,normal,300000,8,128
559,4,high,300000,10,128
560,4,high,300000,13,128
561,4,normal,300000,4,128
562,4,normal,300000,2,128
563,4,normal,300000,4,128
564,4,high,300000,5,128
565,4,normal,300000,5,128
566,4,normal,300000,3,128
567,4,high,300000,7,128
568,4,high,300000,14,128
569,4,normal,300000,5,128
570,4,normal,300000,8,128
571,4,normal,300000,2,128
572,4,normal,300000,1,128
573,4,normal,300000,7,128
574,4,normal,300000,6,128
575,4,high,300000,12,128
576,4,normal,300000,4,128
577,4,normal,300000,4,128
578,4,high,300000,12,128
579,4,critical,300000,25,128
580,4,normal,300000,8,128
581,4,critical,300000,21,128
582,4,normal,300000,4,128
583,4,normal,300000,7,128
584,4,normal,300000,8,128
585,4,high,300000,4,128
586,4,normal,300000,6,128
587,4,normal,300000,2,128
588,4,normal,300000,3,128
589,4,normal,300000,7,128
590,4,high,300000,9,128
591,4,normal,300000,5,128
592,4,normal,300000,4,128
593,4,normal,300000,3,128
594,4,high,300000,11,128
595,4,normal,300000,8,128
596,4,normal,300000,0,128
597,4,high,300000,9,128
598,4,normal,300000,1,128
599,4,normal,300000,4,128
600,4,normal,300000,4,128
601,4,normal,300000,3,128
602,4,normal,300000,3,128
603,4,critical,300000,19,128
604,4,normal,300000,8,128
605,4,normal,300000,5,128
606,4,high,300000,14,128
607,4,normal,300000,5,128
608,4,critical,300000,19,128
609,4,normal,300000,2,128
610,4,high,300000,13,128
611,4,normal,300000,5,128
612,4,high,300000,5,128
613,4,normal,300000,6,128
614,4,normal,300000,5,128
615,4,normal,300000,2,128
616,4,critical,300000,14,128
617,4,high,300000,4,128
618,4,critical,300000,21,128
619,4,critical,300000,12,128
620,4,normal,300000,2,128
621,4,normal,300000,3,128
622,4,critical,300000,23,128
623,4,normal,300000,0,128
624,4,critical,300000,21,128
625,4,high,300000,6,128
626,4,normal,300000,3,128
627,4,critical,300000,21,128
628,4,high,300000,4,128
629,4,high,300000,9,128
630,4,high,300000,14,128
631,4,normal,300000,4,128
632,4,normal,300000,6,128
633,4,normal,300000,6,128
634,4,normal,300000,5,128
635,4,normal,300000,3,128
636,4,normal,300000,1,128
637,4,normal,300000,8,128
638,4,normal,300000,2,128
639,4,high,300000,14,128
640,4,high,300000,10,128
641,4,normal,300000,8,128
642,4,normal,300000,1,128
643,4,normal,300000,5,128
644,4,normal,300000,7,128
645,4,normal,300000,3,128
646,4,normal,300000,1,128
647,4,normal,300000,2,128
648,4,high,300000,15,128
649,4,high,300000,9,128
650,4,normal,300000,6,128
651,4,critical,300000,8,128
652,4,normal,300000,8,128
653,4,critical,300000,25,128
654,4,normal,300000,7,128
655,4,critical,300000,21,128
656,4,high,300000,4,128
657,4,normal,300000,7,128
658,4,normal,300000,0,128
659,4,normal,300000,4,128
660,4,normal,300000,3,128
661,5,normal,300000,5,128
662,5,normal,300000,8,128
663,5,critical,300000,11,128
664,5,normal,300000,8,128
665,5,normal,300000,2,128
666,5,high,300000,9,128
667,5,normal,300000,0,128
668,5,normal,300000,6,128
669,5,normal,300000,6,128
670,5,high,300000,8,128
671,5,normal,300000,1,128
672,5,normal,300000,7,128
673,5,normal,300000,3,128
674,5,high,300000,8,128
675,5,high,300000,15,128
676,5,normal,300000,5,128
677,5,high,300000,7,128
678,5,normal,300000,2,128
679,5,normal,300000,1,128
680,5,critical,300000,10,128
681,5,critical,300000,15,128
682,5,normal,300000,2,128
683,5,normal,300000,1,128
684,5,normal,300000,0,128
685,5,normal,300000,2,128
686,5,normal,300000,0,128
687,5,normal,300000,1,128
688,5,high,300000,4,128
689,5,normal,300000,4,128
690,5,normal,300000,5,128
691,5,normal,300000,3,128
692,5,normal,300000,5,128
693,5,high,300000,5,128
694,5,normal,300000,0,128
695,5,critical,300000,19,128
696,5,normal,300000,8,128
697,5,normal,300000,7,128
698,5,normal,300000,6,128
699,5,normal,300000,3,128
700,5,normal,300000,7,128
701,5,high,300000,8,128
702,5,critical,300000,11,128
703,5,normal,300000,8,128
704,5,normal,300000,2,128
705,5,normal,300000,2,128
706,5,high,300000,12,128
707,5,critical,300000,16,128
708,5,normal,300000,7,128
709,5,normal,300000,2,128
710,5,normal,300000,0,128
711,5,critical,300000,19,128
712,5,high,300000,15,128
713,5,normal,300000,2,128
714,5,normal,300000,5,128
715,5,normal,300000,8,128
716,5,normal,300000,6,128
717,5,high,300000,10,128
718,5,normal,300000,4,128
719,5,critical,300000,15,128
720,5,critical,300000,10,128
721,5,high,300000,4,128
722,5,normal,300000,8,128
723,5,high,300000,8,128
724,5,normal,300000,6,128
725,5,normal,300000,6,128
726,5,normal,300000,2,128
727,5,high,300000,6,128
728,5,high,300000,11,128
729,5,normal,300000,0,128
730,5,high,300000,13,128
731,5,normal,300000,0,128
732,5,normal,300000,0,128
733,5,high,300000,6,128
734,5,normal,300000,4,128
735,5,high,300000,10,128
736,5,normal,300000,1,128
737,5,critical,300000,14,128
738,5,normal,300000,7,128
739,5,normal,300000,7,128
740,5,normal,300000,1,128
741,5,normal,300000,5,128
742,5,high,300000,5,128
743,5,high,300000,6,128
744,5,high,300000,7,128
745,5,normal,300000,3,128
746,5,high,300000,10,128
747,5,normal,300000,2,128
748,5,normal,300000,0,128
749,5,normal,300000,4,128
750,5,normal,300000,6,128
751,5,normal,300000,1,128
752,5,high,300000,7,128
753,5,normal,300000,6,128
754,5,high,300000,12,128
755,5,normal,300000,1,128
756,5,normal,300000,6,128
757,5,high,300000,13,128
758,5,high,300000,11,128
759,5,normal,300000,5,128
760,5,high,300000,4,128
761,5,normal,300000,1,128
762,5,critical,300000,19,128
763,5,normal,300000,4,128
764,5,normal,300000,7,128
765,5,high,300000,11,128
766,5,normal,300000,3,128
767,5,normal,300000,5,128
768,5,normal,300000,7,128
769,5,normal,300000,3,128
770,5,normal,300000,5,128
771,5,high,300000,15,128
772,5,normal,300000,5,128
773,5,normal,300000,1,128
774,5,normal,300000,1,128
775,5,high,300000,5,128
776,5,high,300000,15,128
777,5,critical,300000,25,128
778,5,normal,300000,2,128
779,5,critical,300000,24,128
780,5,normal,300000,3,128
781,5,normal,300000,2,128
782,5,normal,300000,0,128
783,5,critical,300000,16,128
784,5,high,300000,8,128
785,5,critical,300000,9,128
786,5,normal,300000,2,128
787,5,normal,300000,2,128
788,5,normal,300000,0,128
789,5,normal,300000,8,128
790,5,normal,300000,8,128
791,5,high,300000,14,128
792,5,critical,300000,10,128
793,5,normal,300000,6,128
794,5,normal,300000,3,128
795,5,high,300000,6,128
796,5,normal,300000,0,128
797,5,normal,300000,1,128
798,5,critical,300000,11,128
799,5,high,300000,4,128
800,5,high,300000,4,128
801,5,normal,300000,0,128
802,5,normal,300000,5,128
803,5,normal,300000,7,128
804,5,normal,300000,6,128
805,5,normal,300000,1,128
806,5,normal,300000,8,128
807,5,high,300000,6,128
808,5,normal,300000,5,128
809,5,normal,300000,1,128
810,5,normal,300000,2,128
811,5,normal,300000,8,128
812,5,normal,300000,7,128
813,5,high,300000,7,128
814,5,high,300000,7,128
815,5,normal,300000,8,128
816,5,normal,300000,6,128
817,5,high,300000,15,128
818,5,normal,300000,2,128
819,5,normal,300000,5,128
820,5,normal,300000,1,128
821,5,normal,300000,2,128
822,5,high,300000,12,128
823,5,normal,300000,0,128
824,5,normal,300000,3,128
825,5,high,300000,9,128
826,5,critical,300000,15,128
827,6,normal,300000,8,128
828,6,normal,300000,0,128
829,6,normal,300000,7,128
830,6,normal,300000,3,128
831,6,normal,300000,7,128
832,6,high,300000,8,128
833,6,critical,300000,25,128
834,6,normal,300000,6,128
835,6,normal,300000,5,128
836,6,normal,300000,1,128
837,6,normal,300000,7,128
838,6,critical,300000,20,128
839,6,critical,300000,24,128
840,6,critical,300000,24,128
841,6,high,300000,15,128
842,6,normal,300000,7,128
843,6,critical,300000,12,128
844,6,normal,300000,7,128
845,6,normal,300000,2,128
846,6,normal,300000,2,128
847,6,high,300000,8,128
848,6,normal,300000,0,128
849,6,normal,300000,5,128
850,6,normal,300000,6,128
851,6,normal,300000,3,128
852,6,high,300000,8,128
853,6,normal,300000,0,128
854,6,critical,300000,14,128
855,6,normal,300000,2,128
856,6,normal,300000,0,128
857,6,high,300000,14,128
858,6,normal,300000,0,128
859,6,high,300000,8,128
860,6,high,300000,13,128
861,6,normal,300000,4,128
862,6,normal,300000,1,128
863,6,normal,300000,4,128
864,6,normal,300000,5,128
865,6,normal,300000,4,128
866,6,normal,300000,5,128
867,6,normal,300000,0,128
868,6,normal,300000,4,128
869,6,normal,300000,1,128
870,6,high,300000,12,128
871,6,normal,300000,4,128
872,6,critical,300000,12,128
873,6,critical,300000,19,128
874,6,normal,300000,3,128
875,6,normal,300000,1,128
876,6,normal,300000,2,128
877,6,high,300000,15,128
878,6,high,300000,8,128
879,6,high,300000,14,128
880,6,normal,300000,8,128
881,6,normal,300000,4,128
882,6,high,300000,11,128
883,6,normal,300000,0,128
884,6,normal,300000,5,128
885,6,normal,300000,1,128
886,6,critical,300000,10,128
887,6,normal,300000,8,128
888,6,normal,300000,8,128
889,6,critical,300000,22,128
890,6,normal,300000,8,128
891,6,high,300000,12,128
892,6,normal,300000,3,128
893,6,normal,300000,4,128
894,6,normal,300000,0,128
895,6,high,300000,14,128
896,6,high,300000,4,128
897,6,high,300000,13,128
898,6,normal,300000,2,128
899,6,normal,300000,7,128
900,6,high,300000,13,128
901,6,critical,300000,12,128
902,6,high,300000,6,128
903,6,normal,300000,1,128
904,6,high,300000,15,128
905,6,normal,300000,2,128
906,6,normal,300000,7,128
907,6,normal,300000,7,128
908,6,high,300000,5,128
909,6,normal,300000,3,128
910,6,normal,300000,1,128
911,6,normal,300000,1,128
912,6,normal,300000,2,128
913,6,critical,300000,18,128
914,6,normal,300000,1,128
915,6,critical,300000,8,128
916,6,normal,300000,5,128
917,6,high,300000,9,128
918,6,normal,300000,2,128
919,6,normal,300000,8,128
920,6,normal,300000,6,128
921,6,high,300000,11,128
922,6,normal,300000,6,128
923,6,normal,300000,4,128
924,6,normal,300000,1,128
925,6,normal,300000,8,128
926,6,normal,300000,8,128
927,6,normal,300000,1,128
928,6,high,300000,14,128
929,6,normal,300000,8,128
930,6,normal,300000,4,128
931,6,normal,300000,2,128
932,6,normal,300000,5,128
933,6,normal,300000,1,128
934,6,high,300000,15,128
935,6,high,300000,9,128
936,6,critical,300000,16,128
937,6,critical,300000,16,128
938,6,high,300000,9,128
939,6,normal,300000,3,128
940,6,normal,300000,7,128
941,6,normal,300000,7,128
942,6,normal,300000,5,128
943,6,normal,300000,8,128
944,6,normal,300000,5,128
945,6,normal,300000,4,128
946,6,high,300000,14,128
947,6,high,300000,13,128
948,6,high,300000,11,128
949,6,high,300000,12,128
950,6,normal,300000,1,128
951,6,high,300000,6,128
952,6,high,300000,4,128
953,6,normal,300000,4,128
954,6,normal,300000,6,128
955,6,normal,300000,1,128
956,6,normal,300000,6,128
957,6,normal,300000,5,128
958,6,normal,300000,0,128
959,6,high,300000,11,128
960,6,normal,300000,6,128
961,6,normal,300000,2,128
962,6,normal,300000,8,128
963,6,normal,300000,4,128
964,6,normal,300000,4,128
965,6,high,300000,7,128
966,6,high,300000,9,128
967,6,normal,300000,2,128
968,6,normal,300000,3,128
969,6,high,300000,10,128
970,6,high,300000,15,128
971,6,normal,300000,3,128
972,6,high,300000,7,128
973,6,normal,300000,8,128
974,6,normal,300000,2,128
975,6,normal,300000,7,128
976,6,normal,300000,8,128
977,6,normal,300000,6,128
978,6,high,300000,11,128
979,6,high,300000,13,128
980,6,normal,300000,5,128
981,6,high,300000,10,128
982,6,normal,300000,5,128
983,6,normal,300000,0,128
984,6,normal,300000,0,128
985,6,normal,300000,2,128
986,6,normal,300000,6,128
987,6,normal,300000,6,128
988,6,normal,300000,4,128
989,6,normal,300000,4,128
990,6,critical,300000,20,128
991,6,normal,300000,5,128
992,6,normal,300000,6,128
993,6,critical,300000,21,128
994,6,high,300000,10,128
995,6,normal,300000,6,128
996,6,normal,300000,3,128
997,6,normal,300000,6,128
998,6,normal,300000,6,128
999,6,high,300000,4,128
1000,6,high,300000,6,128
