aid,cluster_id,priority,tx_rate_bps,queue_len,packet_size_bytes
145,1,normal,300000,1,128
146,1,normal,300000,5,128
147,1,high,300000,13,128
148,1,high,300000,10,128
149,1,normal,300000,6,128
150,1,normal,300000,5,128
151,1,normal,300000,4,128
152,1,normal,300000,4,128
153,1,normal,300000,4,128
154,1,normal,300000,3,128
155,1,normal,300000,4,128
156,1,normal,300000,6,128
157,1,normal,300000,6,128
158,1,high,300000,11,128
159,1,high,300000,13,128
160,1,high,300000,9,128
161,2,high,300000,15,128
162,2,critical,300000,14,128
163,2,high,300000,13,128
164,2,critical,300000,14,128
165,2,normal,300000,2,128
166,2,high,300000,10,128
167,2,normal,300000,1,128
168,2,normal,300000,1,128
169,2,normal,300000,7,128
170,2,normal,300000,1,128
171,2,high,300000,11,128
172,2,normal,300000,6,128
173,2,normal,300000,2,128
174,2,normal,300000,4,128
175,2,normal,300000,2,128
176,2,high,300000,12,128
177,2,normal,300000,8,128
178,2,critical,300000,25,128
179,2,normal,300000,3,128
180,2,normal,300000,6,128
181,2,normal,300000,6,128
182,2,high,300000,8,128
183,2,critical,300000,23,128
184,2,normal,300000,8,128
185,2,critical,300000,14,128
186,2,normal,300000,1,128
187,2,normal,300000,2,128
188,2,normal,300000,0,128
189,2,high,300000,11,128
190,2,normal,300000,2,128
191,2,normal,300000,8,128
192,2,normal,300000,2,128
193,2,critical,300000,21,128
194,2,high,300000,9,128
195,2,normal,300000,8,128
196,2,normal,300000,2,128
197,2,normal,300000,2,128
198,2,normal,300000,3,128
199,2,normal,300000,8,128
200,2,normal,300000,8,128
201,2,high,300000,9,128
202,2,normal,300000,1,128
203,2,critical,300000,21,128
204,2,normal,300000,6,128
205,2,normal,300000,5,128
206,2,normal,300000,6,128
207,2,normal,300000,8,128
208,2,critical,300000,20,128
209,2,high,300000,5,128
210,2,normal,300000,3,128
211,2,normal,300000,1,128
212,2,normal,300000,2,128
213,2,normal,300000,4,128
214,2,critical,300000,15,128
215,2,normal,300000,5,128
216,2,normal,300000,7,128
217,2,normal,300000,7,128
218,2,normal,300000,1,128
219,2,normal,300000,7,128
220,2,normal,300000,8,128
221,2,normal,300000,1,128
222,2,high,300000,6,128
223,2,normal,300000,4,128
224,2,high,300000,4,128
225,2,normal,300000,7,128
226,2,normal,300000,1,128
227,2,normal,300000,3,128
228,2,critical,300000,8,128
229,2,normal,300000,7,128
230,2,critical,300000,15,128
231,2,normal,300000,8,128
232,2,normal,300000,2,128
233,2,normal,300000,7,128
234,2,normal,300000,7,128
235,2,normal,300000,0,128
236,2,normal,300000,7,128
237,2,normal,300000,1,128
238,2,normal,300000,2,128
239,2,normal,300000,4,128
240,2,normal,300000,2,128
241,2,high,300000,8,128
242,2,normal,300000,3,128
243,2,normal,300000,6,128
244,2,normal,300000,7,128
245,2,normal,300000,0,128
246,2,normal,300000,3,128
247,2,high,300000,8,128
248,2,normal,300000,4,128
249,2,normal,300000,2,128
250,2,normal,300000,4,128
251,2,normal,300000,8,128
252,2,normal,300000,8,128
253,2,normal,300000,5,128
254,2,normal,300000,5,128
255,2,critical,300000,14,128
256,2,critical,300000,25,128
257,2,normal,300000,3,128
258,2,normal,300000,8,128
259,2,normal,300000,7,128
260,2,critical,300000,10,128
261,2,normal,300000,6,128
262,2,normal,300000,1,128
263,2,normal,300000,8,128
264,2,normal,300000,7,128
265,2,high,300000,9,128
266,2,critical,300000,10,128
267,2,critical,300000,11,128
268,2,normal,300000,1,128
269,2,normal,300000,8,128
270,2,normal,300000,6,128
271,2,critical,300000,16,128
272,2,critical,300000,12,128
273,2,normal,300000,7,128
274,2,normal,300000,3,128
275,2,normal,300000,1,128
276,2,high,300000,5,128
277,2,high,300000,14,128
278,2,normal,300000,3,128
279,2,normal,300000,4,128
280,2,normal,300000,2,128
281,2,high,300000,5,128
282,2,normal,300000,3,128
283,2,normal,300000,8,128
284,2,normal,300000,6,128
285,2,normal,300000,7,128
286,2,high,300000,14,128
287,2,normal,300000,7,128
288,2,critical,300000,14,128
289,2,high,300000,9,128
290,2,high,300000,6,128
291,2,normal,300000,8,128
292,2,normal,300000,2,128
293,2,normal,300000,5,128
294,2,normal,300000,8,128
295,2,normal,300000,3,128
296,2,normal,300000,4,128
297,2,normal,300000,7,128
298,2,normal,300000,4,128
299,2,high,300000,7,128
300,2,normal,300000,5,128
301,2,normal,300000,7,128
302,2,normal,300000,1,128
303,2,normal,300000,1,128
304,2,normal,300000,2,128
305,2,normal,300000,0,128
306,2,normal,300000,5,128
307,2,high,300000,4,128
308,2,high,300000,6,128
309,2,critical,300000,17,128
310,2,high,300000,4,128
311,2,critical,300000,25,128
312,2,high,300000,10,128
313,2,high,300000,5,128
314,2,normal,300000,3,128
315,2,normal,300000,8,128
316,2,high,300000,14,128
317,2,normal,300000,1,128
318,2,critical,300000,21,128
319,2,normal,300000,0,128
320,3,normal,300000,0,128
321,3,normal,300000,1,128
322,3,high,300000,10,128
323,3,normal,300000,0,128
324,3,high,300000,10,128
325,3,normal,300000,5,128
326,3,normal,300000,8,128
327,3,normal,300000,6,128
328,3,normal,300000,3,128
329,3,normal,300000,3,128
330,3,critical,300000,18,128
331,3,high,300000,11,128
332,3,normal,300000,7,128
333,3,high,300000,4,128
334,3,high,300000,11,128
335,3,high,300000,6,128
336,3,high,300000,5,128
337,3,high,300000,9,128
338,3,normal,300000,0,128
339,3,critical,300000,21,128
340,3,normal,300000,1,128
341,3,high,300000,4,128
342,3,normal,300000,1,128
343,3,normal,300000,6,128
344,3,high,300000,4,128
345,3,normal,300000,8,128
346,3,normal,300000,4,128
347,3,high,300000,14,128
348,3,normal,300000,7,128
349,3,critical,300000,15,128
350,3,high,300000,15,128
351,3,normal,300000,3,128
352,3,high,300000,15,128
353,3,normal,300000,2,128
354,3,normal,300000,4,128
355,3,normal,300000,6,128
356,3,normal,300000,6,128
357,3,normal,300000,8,128
358,3,normal,300000,3,128
359,3,normal,300000,0,128
360,3,critical,300000,19,128
361,3,high,300000,10,128
362,3,normal,300000,5,128
363,3,normal,300000,3,128
364,3,high,300000,12,128
365,3,normal,300000,2,128
366,3,normal,300000,5,128
367,3,normal,300000,1,128
368,3,normal,300000,6,128
369,3,normal,300000,7,128
370,3,normal,300000,7,128
371,3,critical,300000,9,128
372,3,normal,300000,0,128
373,3,critical,300000,8,128
374,3,critical,300000,10,128
375,3,normal,300000,8,128
376,3,normal,300000,2,128
377,3,critical,300000,23,128
378,3,normal,300000,2,128
379,3,normal,300000,0,128
380,3,high,300000,13,128
381,3,critical,300000,12,128
382,3,critical,300000,16,128
383,3,high,300000,15,128
384,3,normal,300000,1,128
385,3,normal,300000,1,128
386,3,normal,300000,2,128
387,3,normal,300000,7,128
388,3,high,300000,11,128
389,3,normal,300000,7,128
390,3,normal,300000,3,128
391,3,normal,300000,0,128
392,3,normal,300000,4,128
393,3,normal,300000,6,128
394,3,high,300000,13,128
395,3,normal,300000,1,128
396,3,critical,300000,19,128
397,3,normal,300000,3,128
398,3,high,300000,6,128
399,3,high,300000,6,128
400,3,high,300000,9,128
401,3,high,300000,4,128
402,3,normal,300000,5,128
403,3,normal,300000,1,128
404,3,normal,300000,0,128
405,3,normal,300000,0,128
406,3,normal,300000,8,128
407,3,normal,300000,8,128
408,3,normal,300000,3,128
409,3,normal,300000,8,128
410,3,normal,300000,6,128
411,3,normal,300000,4,128
412,3,critical,300000,16,128
413,3,high,300000,13,128
414,3,high,300000,10,128
415,3,normal,300000,6,128
416,3,normal,300000,1,128
417,3,normal,300000,3,128
418,3,high,300000,14,128
419,3,normal,300000,4,128
420,3,normal,300000,0,128
421,3,critical,300000,19,128
422,3,normal,300000,8,128
423,3,normal,300000,2,128
424,3,normal,300000,5,128
425,3,normal,300000,5,128
426,3,high,300000,6,128
427,3,high,300000,11,128
428,3,normal,300000,2,128
429,3,normal,300000,4,128
430,3,high,300000,10,128
431,3,critical,300000,23,128
432,3,normal,300000,0,128
433,3,normal,300000,8,128
434,3,critical,300000,23,128
435,3,critical,300000,24,128
436,3,normal,300000,0,128
437,3,normal,300000,7,128
438,3,normal,300000,2,128
439,3,normal,300000,8,128
440,3,normal,300000,6,128
441,3,normal,300000,6,128
442,3,normal,300000,5,128
443,3,normal,300000,0,128
444,3,normal,300000,3,128
445,3,high,300000,5,128
446,3,normal,300000,6,128
447,3,normal,300000,1,128
448,3,high,300000,12,128
449,3,normal,300000,2,128
450,3,high,300000,6,128
451,3,high,300000,14,128
452,3,normal,300000,5,128
453,3,critical,300000,16,128
454,3,normal,300000,8,128
455,3,normal,300000,5,128
456,3,normal,300000,5,128
457,3,high,300000,9,128
458,3,normal,300000,7,128
459,3,normal,300000,0,128
460,3,normal,300000,8,128
461,3,normal,300000,3,128
462,3,normal,300000,7,128
463,3,normal,300000,1,128
464,3,normal,300000,0,128
465,3,normal,300000,7,128
466,3,normal,300000,5,128
467,3,high,300000,13,128
468,3,high,300000,12,128
469,3,high,300000,11,128
470,3,normal,300000,0,128
471,3,normal,300000,6,128
472,3,normal,300000,2,128
473,4,normal,300000,3,128
474,4,high,300000,7,128
475,4,normal,300000,5,128
476,4,critical,300000,19,128
477,4,critical,300000,15,128
478,4,high,300000,8,128
479,4,normal,300000,3,128
480,4,high,300000,14,128
481,4,normal,300000,0,128
482,4,normal,300000,6,128
483,4,normal,300000,5,128
484,4,normal,300000,6,128
485,4,normal,300000,6,128
486,4,normal,300000,4,128
487,4,normal,300000,2,128
488,4,normal,300000,2,128
489,4,high,300000,7,128
490,4,normal,300000,1,128
491,4,normal,300000,1,128
492,4,normal,300000,4,128
493,4,critical,300000,25,128
494,4,normal,300000,2,128
495,4,high,300000,15,128
496,4,critical,300000,18,128
497,4,critical,300000,13,128
498,4,critical,300000,10,128
499,4,normal,300000,0,128
500,4,normal,300000,8,128
501,4,high,300000,13,128
502,4,normal,300000,6,128
503,4,normal,300000,3,128
504,4,high,300000,4,128
505,4,high,300000,14,128
506,4,high,300000,9,128
507,4,normal,300000,8,128
508,4,high,300000,13,128
509,4,normal,300000,6,128
510,4,normal,300000,2,128
511,4,normal,300000,7,128
512,4,high,300000,5,128
513,4,normal,300000,3,128
514,4,high,300000,7,128
515,4,normal,300000,2,128
516,4,normal,300000,0,128
517,4,high,300000,8,128
518,4,high,300000,10,128
519,4,normal,300000,3,128
520,4,normal,300000,6,128
521,4,high,300000,8,128
522,4,high,300000,12,128
523,4,normal,300000,4,128
524,4,high,300000,11,128
525,4,normal,300000,4,128
526,4,high,300000,10,128
527,4,normal,300000,0,128
528,4,high,300000,13,128
529,4,normal,300000,6,128
530,4,normal,300000,8,128
531,4,normal,300000,5,128
532,4,normal,300000,7,128
533,4,normal,300000,4,128
534,4,high,300000,6,128
535,4,critical,300000,13,128
536,4,normal,300000,4,128
537,4,normal,300000,5,128
538,4,high,300000,10,128
539,4,high,300000,9,128
540,4,normal,300000,0,128
541,4,high,300000,12,128
542,4,normal,300000,3,128
543,4,normal,300000,4,128
544,4,normal,300000,7,128
545,4,normal,300000,4,128
546,4,normal,300000,3,128
547,4,high,300000,14,128
548,4,normal,300000,3,128
549,4,normal,300000,7,128
550,4,critical,300000,20,128
551,4,normal,300000,4,128
552,4,normal,300000,2,128
553,4,normal,300000,2,128
554,4,normal,300000,3,128
555,4,normal,300000,4,128
556,4,high,300000,11,128
557,4,normal,300000,2,128
558,4,normal,300000,5,128
559,4,normal,300000,6,128
560,4,high,300000,11,128
561,4,normal,300000,7,128
562,4,critical,300000,18,128
563,4,high,300000,6,128
564,4,normal,300000,0,128
565,4,high,300000,14,128
566,4,high,300000,12,128
567,4,normal,300000,0,128
568,4,normal,300000,1,128
569,4,normal,300000,8,128
570,4,normal,300000,4,128
571,4,normal,300000,4,128
572,4,normal,300000,6,128
573,4,normal,300000,2,128
574,4,normal,300000,1,128
575,4,normal,300000,2,128
576,4,high,300000,14,128
577,4,normal,300000,8,128
578,4,high,300000,5,128
579,4,critical,300000,21,128
580,4,normal,300000,5,128
581,4,normal,300000,5,128
582,4,normal,300000,1,128
583,4,normal,300000,8,128
584,4,normal,300000,2,128
585,4,normal,300000,0,128
586,4,normal,300000,5,128
587,4,high,300000,13,128
588,4,normal,300000,5,128
589,4,critical,300000,21,128
590,4,high,300000,8,128
591,4,normal,300000,8,128
592,4,normal,300000,2,128
593,4,normal,300000,2,128
594,4,normal,300000,0,128
595,4,high,300000,7,128
596,4,normal,300000,0,128
597,4,normal,300000,8,128
598,4,normal,300000,2,128
599,4,high,300000,6,128
600,4,high,300000,5,128
601,4,critical,300000,21,128
602,4,normal,300000,3,128
603,4,normal,300000,5,128
604,4,critical,300000,19,128
605,4,normal,300000,1,128
606,4,high,300000,9,128
607,4,normal,300000,2,128
608,4,critical,300000,22,128
609,4,normal,300000,8,128
610,4,normal,300000,0,128
611,4,normal,300000,3,128
612,4,normal,300000,7,128
613,4,normal,300000,5,128
614,4,high,300000,11,128
615,4,normal,300000,6,128
616,4,high,300000,4,128
617,4,critical,300000,10,128
618,4,normal,300000,6,128
619,4,normal,300000,1,128
620,4,normal,300000,5,128
621,4,normal,300000,7,128
622,4,normal,300000,2,128
623,4,normal,300000,0,128
624,4,normal,300000,2,128
625,4,high,300000,12,128
626,4,normal,300000,0,128
627,4,high,300000,8,128
628,4,normal,300000,5,128
629,4,normal,300000,8,128
630,4,high,300000,7,128
631,4,normal,300000,6,128
632,4,high,300000,12,128
633,4,normal,300000,4,128
634,4,normal,300000,0,128
635,4,high,300000,14,128
636,4,high,300000,11,128
637,4,normal,300000,3,128
638,4,normal,300000,7,128
639,4,normal,300000,3,128
640,4,normal,300000,7,128
641,4,normal,300000,2,128
642,4,high,300000,8,128
643,4,normal,300000,3,128
644,4,critical,300000,24,128
645,4,normal,300000,4,128
646,4,high,300000,14,128
647,4,normal,300000,0,128
648,5,high,300000,15,128
649,5,normal,300000,8,128
650,5,normal,300000,0,128
651,5,normal,300000,5,128
652,5,normal,300000,8,128
653,5,high,300000,7,128
654,5,normal,300000,7,128
655,5,high,300000,12,128
656,5,normal,300000,1,128
657,5,normal,300000,8,128
658,5,normal,300000,5,128
659,5,normal,300000,8,128
660,5,normal,300000,4,128
661,5,normal,300000,1,128
662,5,normal,300000,6,128
663,5,high,300000,9,128
664,5,critical,300000,9,128
665,5,high,300000,4,128
666,5,normal,300000,4,128
667,5,high,300000,11,128
668,5,high,300000,7,128
669,5,normal,300000,3,128
670,5,high,300000,11,128
671,5,normal,300000,6,128
672,5,normal,300000,8,128
673,5,normal,300000,8,128
674,5,high,300000,12,128
675,5,normal,300000,3,128
676,5,high,300000,8,128
677,5,normal,300000,4,128
678,5,critical,300000,11,128
679,5,normal,300000,2,128
680,5,normal,300000,5,128
681,5,high,300000,14,128
682,5,critical,300000,12,128
683,5,normal,300000,5,128
684,5,normal,300000,2,128
685,5,normal,300000,3,128
686,5,high,300000,11,128
687,5,high,300000,7,128
688,5,normal,300000,8,128
689,5,high,300000,8,128
690,5,high,300000,8,128
691,5,normal,300000,1,128
692,5,high,300000,15,128
693,5,normal,300000,4,128
694,5,normal,300000,0,128
695,5,normal,300000,8,128
696,5,normal,300000,4,128
697,5,normal,300000,1,128
698,5,normal,300000,6,128
699,5,normal,300000,0,128
700,5,normal,300000,1,128
701,5,normal,300000,3,128
702,5,normal,300000,8,128
703,5,high,300000,11,128
704,5,normal,300000,3,128
705,5,normal,300000,0,128
706,5,normal,300000,4,128
707,5,normal,300000,1,128
708,5,normal,300000,0,128
709,5,normal,300000,5,128
710,5,normal,300000,6,128
711,5,normal,300000,4,128
712,5,normal,300000,6,128
713,5,high,300000,13,128
714,5,critical,300000,15,128
715,5,normal,300000,4,128
716,5,high,300000,5,128
717,5,normal,300000,8,128
718,5,high,300000,15,128
719,5,critical,300000,9,128
720,5,high,300000,4,128
721,5,high,300000,11,128
722,5,normal,300000,0,128
723,5,high,300000,8,128
724,5,normal,300000,3,128
725,5,normal,300000,8,128
726,5,normal,300000,2,128
727,5,normal,300000,5,128
728,5,normal,300000,6,128
729,5,high,300000,9,128
730,5,high,300000,8,128
731,5,normal,300000,4,128
732,5,normal,300000,1,128
733,5,normal,300000,4,128
734,5,normal,300000,7,128
735,5,normal,300000,3,128
736,5,normal,300000,8,128
737,5,normal,300000,6,128
738,5,high,300000,12,128
739,5,high,300000,4,128
740,5,high,300000,12,128
741,5,normal,300000,3,128
742,5,normal,300000,6,128
743,5,high,300000,5,128
744,5,normal,300000,2,128
745,5,normal,300000,3,128
746,5,high,300000,9,128
747,5,high,300000,5,128
748,5,normal,300000,2,128
749,5,normal,300000,8,128
750,5,high,300000,10,128
751,5,normal,300000,4,128
752,5,normal,300000,4,128
753,5,normal,300000,0,128
754,5,normal,300000,5,128
755,5,high,300000,7,128
756,5,high,300000,11,128
757,5,critical,300000,19,128
758,5,normal,300000,5,128
759,5,high,300000,12,128
760,5,normal,300000,4,128
761,5,high,300000,9,128
762,5,normal,300000,4,128
763,5,normal,300000,1,128
764,5,normal,300000,2,128
765,5,high,300000,6,128
766,5,normal,300000,1,128
767,5,normal,300000,8,128
768,5,normal,300000,1,128
769,5,high,300000,6,128
770,5,critical,300000,16,128
771,5,normal,300000,3,128
772,5,normal,300000,7,128
773,5,critical,300000,25,128
774,5,high,300000,14,128
775,5,normal,300000,5,128
776,5,high,300000,10,128
777,5,critical,300000,9,128
778,5,normal,300000,5,128
779,5,normal,300000,6,128
780,5,critical,300000,18,128
781,5,high,300000,6,128
782,5,high,300000,6,128
783,5,normal,300000,5,128
784,5,normal,300000,5,128
785,5,normal,300000,1,128
786,5,critical,300000,11,128
787,5,high,300000,15,128
788,5,normal,300000,5,128
789,5,normal,300000,6,128
790,5,normal,300000,4,128
791,5,normal,300000,1,128
792,5,normal,300000,7,128
793,5,normal,300000,2,128
794,5,normal,300000,5,128
795,5,high,300000,12,128
796,5,critical,300000,15,128
797,5,normal,300000,5,128
798,5,normal,300000,5,128
799,5,normal,300000,5,128
800,5,normal,300000,7,128
801,5,normal,300000,0,128
802,5,normal,300000,0,128
803,5,normal,300000,4,128
804,5,normal,300000,8,128
805,5,high,300000,15,128
806,5,high,300000,4,128
807,5,high,300000,5,128
808,5,high,300000,9,128
809,5,normal,300000,7,128
810,5,high,300000,8,128
811,5,high,300000,6,128
812,5,normal,300000,3,128
813,5,high,300000,9,128
814,5,normal,300000,8,128
815,5,normal,300000,0,128
816,5,high,300000,15,128
817,5,high,300000,8,128
818,5,normal,300000,2,128
819,5,high,300000,13,128
820,5,normal,300000,5,128
821,5,high,300000,10,128
822,5,normal,300000,6,128
823,5,normal,300000,1,128
824,5,normal,300000,6,128
825,5,critical,300000,18,128
826,5,normal,300000,8,128
827,5,normal,300000,4,128
828,5,normal,300000,8,128
829,5,normal,300000,0,128
830,5,normal,300000,1,128
831,5,normal,300000,4,128
832,5,normal,300000,4,128
833,5,high,300000,13,128
834,5,high,300000,6,128
835,5,normal,300000,8,128
836,5,high,300000,9,128
837,5,normal,300000,3,128
838,5,normal,300000,7,128
839,5,normal,300000,2,128
840,5,high,300000,7,128
841,5,critical,300000,10,128
842,5,normal,300000,2,128
843,5,normal,300000,2,128
844,6,normal,300000,7,128
845,6,high,300000,10,128
846,6,critical,300000,17,128
847,6,normal,300000,5,128
848,6,normal,300000,1,128
849,6,high,300000,9,128
850,6,normal,300000,2,128
851,6,normal,300000,3,128
852,6,high,300000,4,128
853,6,high,300000,6,128
854,6,normal,300000,1,128
855,6,normal,300000,1,128
856,6,normal,300000,8,128
857,6,normal,300000,1,128
858,6,normal,300000,8,128
859,6,normal,300000,1,128
860,6,high,300000,7,128
861,6,critical,300000,23,128
862,6,normal,300000,8,128
863,6,normal,300000,5,128
864,6,critical,300000,21,128
865,6,normal,300000,0,128
866,6,normal,300000,1,128
867,6,normal,300000,2,128
868,6,normal,300000,8,128
869,6,normal,300000,3,128
870,6,normal,300000,6,128
871,6,critical,300000,25,128
872,6,normal,300000,8,128
873,6,normal,300000,4,128
874,6,normal,300000,0,128
875,6,normal,300000,3,128
876,6,normal,300000,6,128
877,6,high,300000,15,128
878,6,normal,300000,3,128
879,6,normal,300000,4,128
880,6,high,300000,4,128
881,6,normal,300000,0,128
882,6,normal,300000,3,128
883,6,critical,300000,15,128
884,6,normal,300000,3,128
885,6,critical,300000,11,128
886,6,normal,300000,7,128
887,6,normal,300000,1,128
888,6,normal,300000,0,128
889,6,normal,300000,4,128
890,6,critical,300000,21,128
891,6,normal,300000,5,128
892,6,normal,300000,6,128
893,6,high,300000,14,128
894,6,high,300000,11,128
895,6,high,300000,11,128
896,6,normal,300000,2,128
897,6,normal,300000,5,128
898,6,high,300000,15,128
899,6,high,300000,15,128
900,6,high,300000,5,128
901,6,normal,300000,1,128
902,6,normal,300000,0,128
903,6,normal,300000,1,128
904,6,normal,300000,2,128
905,6,high,300000,12,128
906,6,normal,300000,4,128
907,6,normal,300000,7,128
908,6,normal,300000,2,128
909,6,normal,300000,7,128
910,6,high,300000,9,128
911,6,high,300000,5,128
912,6,normal,300000,8,128
913,6,high,300000,14,128
914,6,normal,300000,3,128
915,6,normal,300000,7,128
916,6,normal,300000,7,128
917,6,normal,300000,5,128
918,6,normal,300000,5,128
919,6,critical,300000,22,128
920,6,normal,300000,8,128
921,6,normal,300000,1,128
922,6,normal,300000,1,128
923,6,normal,300000,6,128
924,6,normal,300000,1,128
925,6,normal,300000,7,128
926,6,normal,300000,5,128
927,6,normal,300000,5,128
928,6,high,300000,7,128
929,6,normal,300000,8,128
930,6,high,300000,5,128
931,6,high,300000,7,128
932,6,critical,300000,16,128
933,6,high,300000,4,128
934,6,normal,300000,3,128
935,6,high,300000,10,128
936,6,normal,300000,3,128
937,6,normal,300000,6,128
938,6,normal,300000,5,128
939,6,critical,300000,24,128
940,6,high,300000,13,128
941,6,critical,300000,10,128
942,6,normal,300000,0,128
943,6,high,300000,13,128
944,6,normal,300000,5,128
945,6,high,300000,13,128
946,6,high,300000,6,128
947,6,critical,300000,11,128
948,6,normal,300000,1,128
949,6,normal,300000,7,128
950,6,high,300000,11,128
951,6,normal,300000,1,128
952,6,normal,300000,5,128
953,6,normal,300000,2,128
954,6,normal,300000,0,128
955,6,normal,300000,2,128
956,6,normal,300000,8,128
957,6,high,300000,15,128
958,6,normal,300000,2,128
959,6,normal,300000,4,128
960,6,normal,300000,3,128
961,6,normal,300000,4,128
962,6,normal,300000,1,128
963,6,critical,300000,13,128
964,6,critical,300000,24,128
965,6,normal,300000,5,128
966,6,high,300000,4,128
967,6,normal,300000,5,128
968,6,normal,300000,5,128
969,6,normal,300000,5,128
970,6,normal,300000,1,128
971,6,normal,300000,2,128
972,6,normal,300000,6,128
973,6,normal,300000,2,128
974,6,high,300000,14,128
975,6,normal,300000,0,128
976,6,normal,300000,5,128
977,6,normal,300000,8,128
978,6,normal,300000,0,128
979,6,normal,300000,6,128
980,6,normal,300000,2,128
981,6,normal,300000,7,128
982,6,normal,300000,2,128
983,6,high,300000,5,128
984,6,normal,300000,3,128
985,6,high,300000,8,128
986,6,normal,300000,8,128
987,6,high,300000,13,128
988,6,normal,300000,5,128
989,6,normal,300000,6,128
990,6,normal,300000,7,128
991,6,high,300000,9,128
992,6,high,300000,12,128
993,6,high,300000,15,128
994,6,high,300000,6,128
995,6,critical,300000,25,128
996,6,normal,300000,2,128
997,6,normal,300000,7,128
998,6,normal,300000,3,128
999,6,normal,300000,3,128
1000,6,normal,300000,4,128
