aid,cluster_id,priority,tx_rate_bps,queue_len,packet_size_bytes
127,1,critical,300000,22,128
128,1,normal,300000,8,128
129,1,high,300000,6,128
130,1,normal,300000,8,128
131,1,normal,300000,1,128
132,1,normal,300000,2,128
133,1,normal,300000,5,128
134,1,normal,300000,4,128
135,1,normal,300000,7,128
136,1,normal,300000,2,128
137,1,normal,300000,8,128
138,1,high,300000,7,128
139,1,normal,300000,0,128
140,1,normal,300000,2,128
141,1,normal,300000,0,128
142,1,normal,300000,7,128
143,1,normal,300000,5,128
144,1,high,300000,6,128
145,1,normal,300000,3,128
146,1,critical,300000,17,128
147,1,high,300000,8,128
148,1,high,300000,12,128
149,1,normal,300000,5,128
150,1,high,300000,14,128
151,1,normal,300000,7,128
152,1,normal,300000,3,128
153,1,normal,300000,7,128
154,1,normal,300000,2,128
155,1,high,300000,8,128
156,1,high,300000,11,128
157,1,normal,300000,3,128
158,1,normal,300000,2,128
159,1,normal,300000,3,128
160,1,high,300000,14,128
161,2,normal,300000,5,128
162,2,critical,300000,17,128
163,2,normal,300000,1,128
164,2,critical,300000,15,128
165,2,high,300000,8,128
166,2,high,300000,14,128
167,2,normal,300000,3,128
168,2,normal,300000,0,128
169,2,high,300000,4,128
170,2,normal,300000,4,128
171,2,normal,300000,1,128
172,2,critical,300000,23,128
173,2,normal,300000,2,128
174,2,normal,300000,5,128
175,2,normal,300000,1,128
176,2,normal,300000,1,128
177,2,normal,300000,1,128
178,2,normal,300000,4,128
179,2,normal,300000,8,128
180,2,normal,300000,2,128
181,2,critical,300000,13,128
182,2,normal,300000,3,128
183,2,normal,300000,0,128
184,2,normal,300000,8,128
185,2,critical,300000,25,128
186,2,high,300000,13,128
187,2,normal,300000,8,128
188,2,normal,300000,0,128
189,2,normal,300000,3,128
190,2,normal,300000,6,128
191,2,high,300000,4,128
192,2,high,300000,11,128
193,2,normal,300000,4,128
194,2,normal,300000,8,128
195,2,high,300000,4,128
196,2,high,300000,13,128
197,2,normal,300000,3,128
198,2,normal,300000,3,128
199,2,normal,300000,7,128
200,2,high,300000,5,128
201,2,normal,300000,3,128
202,2,high,300000,7,128
203,2,normal,300000,2,128
204,2,normal,300000,0,128
205,2,critical,300000,21,128
206,2,high,300000,10,128
207,2,high,300000,14,128
208,2,normal,300000,4,128
209,2,high,300000,8,128
210,2,normal,300000,6,128
211,2,high,300000,11,128
212,2,high,300000,11,128
213,2,normal,300000,6,128
214,2,high,300000,11,128
215,2,normal,300000,2,128
216,2,normal,300000,5,128
217,2,normal,300000,0,128
218,2,high,300000,13,128
219,2,normal,300000,5,128
220,2,normal,300000,7,128
221,2,normal,300000,0,128
222,2,critical,300000,13,128
223,2,normal,300000,7,128
224,2,high,300000,5,128
225,2,normal,300000,8,128
226,2,high,300000,12,128
227,2,high,300000,14,128
228,2,normal,300000,3,128
229,2,normal,300000,7,128
230,2,normal,300000,7,128
231,2,normal,300000,3,128
232,2,normal,300000,7,128
233,2,normal,300000,4,128
234,2,normal,300000,2,128
235,2,normal,300000,5,128
236,2,normal,300000,5,128
237,2,normal,300000,2,128
238,2,normal,300000,3,128
239,2,normal,300000,5,128
240,2,high,300000,11,128
241,2,high,300000,7,128
242,2,normal,300000,2,128
243,2,normal,300000,5,128
244,2,normal,300000,6,128
245,2,high,300000,6,128
246,2,high,300000,4,128
247,2,normal,300000,3,128
248,2,normal,300000,0,128
249,2,high,300000,10,128
250,2,normal,300000,3,128
251,2,high,300000,14,128
252,2,normal,300000,4,128
253,2,normal,300000,2,128
254,2,normal,300000,1,128
255,2,normal,300000,2,128
256,2,critical,300000,10,128
257,2,normal,300000,8,128
258,2,high,300000,5,128
259,2,high,300000,6,128
260,2,normal,300000,1,128
261,2,high,300000,11,128
262,2,normal,300000,8,128
263,2,normal,300000,5,128
264,2,high,300000,13,128
265,2,critical,300000,21,128
266,2,normal,300000,0,128
267,2,normal,300000,2,128
268,2,normal,300000,8,128
269,2,normal,300000,2,128
270,2,normal,300000,2,128
271,2,normal,300000,0,128
272,2,normal,300000,4,128
273,2,high,300000,7,128
274,2,normal,300000,3,128
275,2,normal,300000,0,128
276,2,normal,300000,1,128
277,2,normal,300000,8,128
278,2,critical,300000,13,128
279,2,critical,300000,24,128
280,2,high,300000,5,128
281,2,critical,300000,21,128
282,2,normal,300000,3,128
283,2,normal,300000,1,128
284,2,high,300000,9,128
285,2,normal,300000,2,128
286,2,normal,300000,5,128
287,2,normal,300000,0,128
288,2,normal,300000,3,128
289,2,normal,300000,5,128
290,2,normal,300000,6,128
291,2,high,300000,11,128
292,2,high,300000,4,128
293,2,normal,300000,2,128
294,2,critical,300000,10,128
295,2,high,300000,14,128
296,2,normal,300000,6,128
297,2,normal,300000,1,128
298,2,normal,300000,7,128
299,2,high,300000,8,128
300,2,normal,300000,5,128
301,2,normal,300000,2,128
302,2,high,300000,12,128
303,2,normal,300000,0,128
304,2,normal,300000,6,128
305,2,high,300000,8,128
306,2,normal,300000,2,128
307,2,normal,300000,5,128
308,2,high,300000,7,128
309,2,normal,300000,8,128
310,2,high,300000,13,128
311,2,normal,300000,6,128
312,2,normal,300000,4,128
313,2,normal,300000,0,128
314,2,high,300000,11,128
315,2,normal,300000,3,128
316,2,high,300000,12,128
317,2,high,300000,15,128
318,2,critical,300000,24,128
319,2,critical,300000,25,128
320,2,normal,300000,4,128
321,2,normal,300000,3,128
322,2,normal,300000,4,128
323,3,high,300000,15,128
324,3,normal,300000,0,128
325,3,normal,300000,5,128
326,3,high,300000,10,128
327,3,normal,300000,6,128
328,3,high,300000,7,128
329,3,high,300000,12,128
330,3,normal,300000,2,128
331,3,high,300000,6,128
332,3,normal,300000,1,128
333,3,normal,300000,1,128
334,3,normal,300000,4,128
335,3,high,300000,7,128
336,3,normal,300000,1,128
337,3,normal,300000,6,128
338,3,high,300000,9,128
339,3,normal,300000,4,128
340,3,high,300000,11,128
341,3,high,300000,11,128
342,3,high,300000,15,128
343,3,critical,300000,11,128
344,3,high,300000,14,128
345,3,high,300000,14,128
346,3,normal,300000,2,128
347,3,normal,300000,3,128
348,3,high,300000,8,128
349,3,normal,300000,1,128
350,3,normal,300000,4,128
351,3,normal,300000,0,128
352,3,high,300000,7,128
353,3,normal,300000,6,128
354,3,normal,300000,8,128
355,3,normal,300000,7,128
356,3,normal,300000,8,128
357,3,high,300000,5,128
358,3,normal,300000,6,128
359,3,normal,300000,1,128
360,3,high,300000,12,128
361,3,normal,300000,5,128
362,3,high,300000,13,128
363,3,normal,300000,3,128
364,3,high,300000,15,128
365,3,normal,300000,4,128
366,3,high,300000,12,128
367,3,normal,300000,8,128
368,3,high,300000,15,128
369,3,normal,300000,2,128
370,3,high,300000,4,128
371,3,high,300000,11,128
372,3,normal,300000,7,128
373,3,high,300000,7,128
374,3,normal,300000,3,128
375,3,normal,300000,8,128
376,3,high,300000,6,128
377,3,normal,300000,2,128
378,3,normal,300000,5,128
379,3,normal,300000,0,128
380,3,normal,300000,6,128
381,3,high,300000,9,128
382,3,high,300000,9,128
383,3,normal,300000,0,128
384,3,normal,300000,4,128
385,3,normal,300000,8,128
386,3,normal,300000,1,128
387,3,normal,300000,4,128
388,3,normal,300000,8,128
389,3,high,300000,12,128
390,3,normal,300000,2,128
391,3,critical,300000,16,128
392,3,normal,300000,1,128
393,3,normal,300000,4,128
394,3,normal,300000,7,128
395,3,normal,300000,6,128
396,3,high,300000,10,128
397,3,normal,300000,7,128
398,3,normal,300000,3,128
399,3,high,300000,11,128
400,3,critical,300000,19,128
401,3,high,300000,12,128
402,3,normal,300000,4,128
403,3,normal,300000,4,128
404,3,critical,300000,25,128
405,3,high,300000,13,128
406,3,normal,300000,1,128
407,3,critical,300000,19,128
408,3,high,300000,11,128
409,3,critical,300000,18,128
410,3,normal,300000,0,128
411,3,normal,300000,1,128
412,3,high,300000,6,128
413,3,normal,300000,8,128
414,3,high,300000,12,128
415,3,normal,300000,1,128
416,3,normal,300000,5,128
417,3,normal,300000,5,128
418,3,high,300000,10,128
419,3,normal,300000,4,128
420,3,normal,300000,7,128
421,3,high,300000,13,128
422,3,critical,300000,11,128
423,3,high,300000,6,128
424,3,normal,300000,5,128
425,3,critical,300000,19,128
426,3,critical,300000,22,128
427,3,critical,300000,11,128
428,3,normal,300000,5,128
429,3,normal,300000,5,128
430,3,normal,300000,8,128
431,3,normal,300000,7,128
432,3,normal,300000,5,128
433,3,normal,300000,6,128
434,3,normal,300000,5,128
435,3,normal,300000,7,128
436,3,normal,300000,0,128
437,3,normal,300000,8,128
438,3,normal,300000,6,128
439,3,high,300000,15,128
440,3,normal,300000,7,128
441,3,critical,300000,14,128
442,3,high,300000,4,128
443,3,normal,300000,6,128
444,3,normal,300000,5,128
445,3,normal,300000,7,128
446,3,normal,300000,0,128
447,3,normal,300000,8,128
448,3,high,300000,6,128
449,3,normal,300000,4,128
450,3,normal,300000,0,128
451,3,critical,300000,16,128
452,3,normal,300000,6,128
453,3,normal,300000,2,128
454,3,normal,300000,6,128
455,3,normal,300000,8,128
456,3,normal,300000,1,128
457,3,critical,300000,18,128
458,3,normal,300000,8,128
459,3,high,300000,10,128
460,3,normal,300000,4,128
461,3,normal,300000,8,128
462,3,normal,300000,0,128
463,3,normal,300000,1,128
464,3,normal,300000,4,128
465,3,normal,300000,4,128
466,3,normal,300000,8,128
467,3,normal,300000,7,128
468,3,normal,300000,3,128
469,3,normal,300000,6,128
470,3,high,300000,7,128
471,3,high,300000,11,128
472,3,normal,300000,2,128
473,3,normal,300000,2,128
474,4,critical,300000,14,128
475,4,normal,300000,2,128
476,4,high,300000,10,128
477,4,high,300000,10,128
478,4,normal,300000,1,128
479,4,high,300000,10,128
480,4,normal,300000,2,128
481,4,normal,300000,2,128
482,4,normal,300000,5,128
483,4,normal,300000,8,128
484,4,normal,300000,8,128
485,4,normal,300000,6,128
486,4,normal,300000,8,128
487,4,normal,300000,0,128
488,4,critical,300000,25,128
489,4,normal,300000,6,128
490,4,high,300000,8,128
491,4,critical,300000,18,128
492,4,critical,300000,23,128
493,4,critical,300000,14,128
494,4,normal,300000,1,128
495,4,normal,300000,4,128
496,4,normal,300000,2,128
497,4,high,300000,11,128
498,4,normal,300000,2,128
499,4,normal,300000,8,128
500,4,critical,300000,21,128
501,4,high,300000,9,128
502,4,normal,300000,8,128
503,4,normal,300000,0,128
504,4,normal,300000,7,128
505,4,normal,300000,3,128
506,4,high,300000,15,128
507,4,normal,300000,8,128
508,4,normal,300000,1,128
509,4,normal,300000,6,128
510,4,normal,300000,4,128
511,4,normal,300000,6,128
512,4,normal,300000,8,128
513,4,critical,300000,20,128
514,4,high,300000,5,128
515,4,normal,300000,3,128
516,4,normal,300000,3,128
517,4,normal,300000,1,128
518,4,normal,300000,2,128
519,4,normal,300000,3,128
520,4,critical,300000,15,128
521,4,normal,300000,1,128
522,4,critical,300000,21,128
523,4,normal,300000,7,128
524,4,normal,300000,8,128
525,4,normal,300000,7,128
526,4,normal,300000,3,128
527,4,normal,300000,7,128
528,4,normal,300000,6,128
529,4,normal,300000,4,128
530,4,high,300000,6,128
531,4,normal,300000,4,128
532,4,high,300000,4,128
533,4,normal,300000,7,128
534,4,high,300000,5,128
535,4,high,300000,13,128
536,4,normal,300000,1,128
537,4,normal,300000,6,128
538,4,normal,300000,3,128
539,4,normal,300000,7,128
540,4,normal,300000,3,128
541,4,high,300000,12,128
542,4,normal,300000,7,128
543,4,critical,300000,15,128
544,4,normal,300000,8,128
545,4,normal,300000,7,128
546,4,normal,300000,0,128
547,4,normal,300000,7,128
548,4,normal,300000,1,128
549,4,high,300000,8,128
550,4,normal,300000,7,128
551,4,critical,300000,22,128
552,4,critical,300000,12,128
553,4,normal,300000,1,128
554,4,normal,300000,3,128
555,4,normal,300000,2,128
556,4,normal,300000,3,128
557,4,normal,300000,4,128
558,4,critical,300000,20,128
559,4,normal,300000,4,128
560,4,normal,300000,7,128
561,4,normal,300000,4,128
562,4,normal,300000,8,128
563,4,normal,300000,5,128
564,4,normal,300000,5,128
565,4,critical,300000,16,128
566,4,critical,300000,14,128
567,4,normal,300000,0,128
568,4,normal,300000,3,128
569,4,high,300000,7,128
570,4,normal,300000,3,128
571,4,high,300000,6,128
572,4,normal,300000,5,128
573,4,normal,300000,7,128
574,4,critical,300000,10,128
575,4,normal,300000,6,128
576,4,normal,300000,1,128
577,4,normal,300000,8,128
578,4,normal,300000,7,128
579,4,critical,300000,10,128
580,4,critical,300000,11,128
581,4,normal,300000,8,128
582,4,normal,300000,1,128
583,4,normal,300000,8,128
584,4,normal,300000,6,128
585,4,critical,300000,16,128
586,4,critical,300000,12,128
587,4,critical,300000,24,128
588,4,high,300000,13,128
589,4,normal,300000,7,128
590,4,normal,300000,3,128
591,4,normal,300000,3,128
592,4,normal,300000,5,128
593,4,normal,300000,4,128
594,4,critical,300000,11,128
595,4,normal,300000,2,128
596,4,high,300000,14,128
597,4,high,300000,5,128
598,4,normal,300000,3,128
599,4,normal,300000,1,128
600,4,normal,300000,2,128
601,4,normal,300000,0,128
602,4,high,300000,15,128
603,4,normal,300000,3,128
604,4,normal,300000,4,128
605,4,normal,300000,8,128
606,4,normal,300000,4,128
607,4,normal,300000,6,128
608,4,high,300000,9,128
609,4,normal,300000,2,128
610,4,critical,300000,23,128
611,4,normal,300000,7,128
612,4,high,300000,10,128
613,4,high,300000,14,128
614,4,normal,300000,5,128
615,4,critical,300000,14,128
616,4,normal,300000,5,128
617,4,high,300000,9,128
618,4,normal,300000,6,128
619,4,normal,300000,2,128
620,4,normal,300000,5,128
621,4,normal,300000,8,128
622,4,normal,300000,3,128
623,4,normal,300000,0,128
624,4,normal,300000,3,128
625,4,high,300000,15,128
626,4,normal,300000,4,128
627,4,normal,300000,2,128
628,4,normal,300000,5,128
629,4,high,300000,5,128
630,4,normal,300000,7,128
631,4,normal,300000,1,128
632,4,normal,300000,1,128
633,4,high,300000,14,128
634,4,normal,300000,1,128
635,4,high,300000,5,128
636,4,normal,300000,8,128
637,4,high,300000,4,128
638,4,high,300000,6,128
639,4,normal,300000,4,128
640,4,high,300000,9,128
641,4,normal,300000,7,128
642,4,high,300000,4,128
643,4,normal,300000,6,128
644,4,critical,300000,25,128
645,4,high,300000,10,128
646,4,high,300000,5,128
647,4,normal,300000,3,128
648,4,normal,300000,8,128
649,4,high,300000,13,128
650,4,normal,300000,0,128
651,4,normal,300000,7,128
652,4,critical,300000,21,128
653,4,high,300000,6,128
654,4,normal,300000,7,128
655,4,normal,300000,0,128
656,4,normal,300000,0,128
657,4,normal,300000,2,128
658,4,normal,300000,0,128
659,4,high,300000,13,128
660,4,high,300000,9,128
661,5,normal,300000,0,128
662,5,normal,300000,1,128
663,5,normal,300000,0,128
664,5,normal,300000,0,128
665,5,normal,300000,1,128
666,5,normal,300000,6,128
667,5,normal,300000,7,128
668,5,normal,300000,0,128
669,5,normal,300000,8,128
670,5,normal,300000,3,128
671,5,normal,300000,3,128
672,5,normal,300000,3,128
673,5,critical,300000,18,128
674,5,normal,300000,1,128
675,5,normal,300000,1,128
676,5,normal,300000,7,128
677,5,high,300000,4,128
678,5,normal,300000,1,128
679,5,high,300000,11,128
680,5,high,300000,6,128
681,5,high,300000,5,128
682,5,high,300000,9,128
683,5,normal,300000,0,128
684,5,critical,300000,21,128
685,5,normal,300000,0,128
686,5,critical,300000,12,128
687,5,normal,300000,1,128
688,5,high,300000,4,128
689,5,normal,300000,1,128
690,5,normal,300000,2,128
691,5,normal,300000,0,128
692,5,high,300000,9,128
693,5,high,300000,5,128
694,5,normal,300000,8,128
695,5,normal,300000,4,128
696,5,high,300000,14,128
697,5,normal,300000,5,128
698,5,normal,300000,5,128
699,5,critical,300000,15,128
700,5,normal,300000,3,128
701,5,normal,300000,3,128
702,5,high,300000,15,128
703,5,normal,300000,8,128
704,5,normal,300000,3,128
705,5,normal,300000,5,128
706,5,normal,300000,6,128
707,5,normal,300000,5,128
708,5,high,300000,10,128
709,5,normal,300000,6,128
710,5,normal,300000,8,128
711,5,normal,300000,0,128
712,5,normal,300000,7,128
713,5,critical,300000,19,128
714,5,high,300000,4,128
715,5,high,300000,7,128
716,5,normal,300000,2,128
717,5,high,300000,10,128
718,5,normal,300000,1,128
719,5,normal,300000,8,128
720,5,normal,300000,1,128
721,5,normal,300000,2,128
722,5,normal,300000,5,128
723,5,normal,300000,6,128
724,5,normal,300000,4,128
725,5,critical,300000,8,128
726,5,normal,300000,7,128
727,5,normal,300000,6,128
728,5,normal,300000,7,128
729,5,critical,300000,9,128
730,5,critical,300000,8,128
731,5,high,300000,10,128
732,5,normal,300000,8,128
733,5,normal,300000,7,128
734,5,normal,300000,2,128
735,5,normal,300000,3,128
736,5,normal,300000,0,128
737,5,high,300000,13,128
738,5,normal,300000,5,128
739,5,normal,300000,0,128
740,5,high,300000,11,128
741,5,normal,300000,0,128
742,5,normal,300000,5,128
743,5,normal,300000,7,128
744,5,normal,300000,6,128
745,5,normal,300000,8,128
746,5,normal,300000,6,128
747,5,normal,300000,7,128
748,5,high,300000,4,128
749,5,normal,300000,1,128
750,5,normal,300000,4,128
751,5,critical,300000,19,128
752,5,high,300000,6,128
753,5,high,300000,4,128
754,5,normal,300000,1,128
755,5,normal,300000,0,128
756,5,normal,300000,0,128
757,5,normal,300000,8,128
758,5,normal,300000,3,128
759,5,normal,300000,6,128
760,5,normal,300000,4,128
761,5,normal,300000,8,128
762,5,critical,300000,16,128
763,5,critical,300000,8,128
764,5,normal,300000,5,128
765,5,high,300000,7,128
766,5,high,300000,10,128
767,5,high,300000,10,128
768,5,normal,300000,3,128
769,5,normal,300000,3,128
770,5,normal,300000,4,128
771,5,normal,300000,0,128
772,5,high,300000,11,128
773,5,normal,300000,0,128
774,5,normal,300000,8,128
775,5,normal,300000,5,128
776,5,normal,300000,6,128
777,5,high,300000,14,128
778,5,normal,300000,7,128
779,5,high,300000,6,128
780,5,critical,300000,18,128
781,5,high,300000,11,128
782,5,normal,300000,2,128
783,5,normal,300000,0,128
784,5,normal,300000,8,128
785,5,normal,300000,0,128
786,5,normal,300000,1,128
787,5,normal,300000,2,128
788,5,normal,300000,8,128
789,5,normal,300000,6,128
790,5,normal,300000,4,128
791,5,normal,300000,0,128
792,5,critical,300000,20,128
793,5,normal,300000,7,128
794,5,normal,300000,8,128
795,5,normal,300000,7,128
796,5,normal,300000,1,128
797,5,normal,300000,1,128
798,5,normal,300000,8,128
799,5,critical,300000,20,128
800,5,normal,300000,6,128
801,5,high,300000,12,128
802,5,normal,300000,2,128
803,5,normal,300000,8,128
804,5,normal,300000,5,128
805,5,normal,300000,8,128
806,5,normal,300000,5,128
807,5,normal,300000,5,128
808,5,normal,300000,5,128
809,5,normal,300000,8,128
810,5,normal,300000,6,128
811,5,normal,300000,1,128
812,5,normal,300000,0,128
813,5,normal,300000,3,128
814,5,normal,300000,7,128
815,5,high,300000,14,128
816,5,normal,300000,5,128
817,5,normal,300000,5,128
818,5,normal,300000,4,128
819,5,normal,300000,4,128
820,5,normal,300000,3,128
821,5,normal,300000,4,128
822,5,high,300000,13,128
823,5,normal,300000,6,128
824,5,normal,300000,1,128
825,5,high,300000,12,128
826,5,normal,300000,6,128
827,6,normal,300000,8,128
828,6,critical,300000,19,128
829,6,normal,300000,8,128
830,6,normal,300000,5,128
831,6,normal,300000,5,128
832,6,high,300000,9,128
833,6,normal,300000,7,128
834,6,normal,300000,5,128
835,6,normal,300000,8,128
836,6,normal,300000,3,128
837,6,critical,300000,9,128
838,6,high,300000,4,128
839,6,high,300000,7,128
840,6,normal,300000,3,128
841,6,normal,300000,6,128
842,6,high,300000,11,128
843,6,high,300000,15,128
844,6,normal,300000,8,128
845,6,normal,300000,8,128
846,6,normal,300000,8,128
847,6,high,300000,12,128
848,6,critical,300000,10,128
849,6,normal,300000,3,128
850,6,normal,300000,6,128
851,6,high,300000,8,128
852,6,normal,300000,4,128
853,6,normal,300000,2,128
854,6,normal,300000,5,128
855,6,normal,300000,4,128
856,6,critical,300000,12,128
857,6,normal,300000,5,128
858,6,normal,300000,6,128
859,6,normal,300000,3,128
860,6,high,300000,15,128
861,6,high,300000,7,128
862,6,normal,300000,8,128
863,6,high,300000,8,128
864,6,high,300000,4,128
865,6,normal,300000,1,128
866,6,normal,300000,8,128
867,6,normal,300000,4,128
868,6,normal,300000,1,128
869,6,normal,300000,0,128
870,6,normal,300000,1,128
871,6,normal,300000,7,128
872,6,normal,300000,3,128
873,6,normal,300000,4,128
874,6,normal,300000,1,128
875,6,normal,300000,3,128
876,6,high,300000,11,128
877,6,high,300000,8,128
878,6,normal,300000,3,128
879,6,normal,300000,5,128
880,6,normal,300000,6,128
881,6,normal,300000,8,128
882,6,normal,300000,0,128
883,6,normal,300000,4,128
884,6,normal,300000,1,128
885,6,normal,300000,0,128
886,6,normal,300000,5,128
887,6,normal,300000,4,128
888,6,normal,300000,4,128
889,6,high,300000,7,128
890,6,critical,300000,15,128
891,6,high,300000,5,128
892,6,high,300000,15,128
893,6,critical,300000,9,128
894,6,normal,300000,1,128
895,6,normal,300000,0,128
896,6,normal,300000,1,128
897,6,high,300000,13,128
898,6,high,300000,8,128
899,6,high,300000,8,128
900,6,normal,300000,3,128
901,6,normal,300000,7,128
902,6,normal,300000,3,128
903,6,normal,300000,6,128
904,6,high,300000,12,128
905,6,high,300000,4,128
906,6,normal,300000,5,128
907,6,normal,300000,3,128
908,6,normal,300000,6,128
909,6,normal,300000,2,128
910,6,high,300000,5,128
911,6,normal,300000,3,128
912,6,normal,300000,4,128
913,6,normal,300000,1,128
914,6,high,300000,9,128
915,6,high,300000,5,128
916,6,normal,300000,2,128
917,6,normal,300000,8,128
918,6,normal,300000,7,128
919,6,normal,300000,4,128
920,6,normal,300000,4,128
921,6,normal,300000,5,128
922,6,high,300000,7,128
923,6,high,300000,9,128
924,6,normal,300000,4,128
925,6,high,300000,7,128
926,6,normal,300000,2,128
927,6,high,300000,6,128
928,6,high,300000,9,128
929,6,normal,300000,1,128
930,6,normal,300000,8,128
931,6,critical,300000,16,128
932,6,normal,300000,1,128
933,6,normal,300000,3,128
934,6,normal,300000,7,128
935,6,critical,300000,25,128
936,6,normal,300000,0,128
937,6,high,300000,14,128
938,6,normal,300000,1,128
939,6,normal,300000,4,128
940,6,normal,300000,6,128
941,6,critical,300000,14,128
942,6,critical,300000,9,128
943,6,normal,300000,5,128
944,6,normal,300000,6,128
945,6,critical,300000,18,128
946,6,high,300000,13,128
947,6,normal,300000,1,128
948,6,high,300000,6,128
949,6,normal,300000,5,128
950,6,normal,300000,1,128
951,6,normal,300000,8,128
952,6,normal,300000,0,128
953,6,normal,300000,2,128
954,6,normal,300000,4,128
955,6,high,300000,15,128
956,6,normal,300000,2,128
957,6,normal,300000,6,128
958,6,high,300000,15,128
959,6,normal,300000,4,128
960,6,high,300000,8,128
961,6,normal,300000,1,128
962,6,normal,300000,7,128
963,6,normal,300000,2,128
964,6,normal,300000,5,128
965,6,high,300000,12,128
966,6,critical,300000,15,128
967,6,normal,300000,5,128
968,6,normal,300000,0,128
969,6,normal,300000,4,128
970,6,normal,300000,4,128
971,6,critical,300000,24,128
972,6,normal,300000,5,128
973,6,normal,300000,7,128
974,6,high,300000,5,128
975,6,high,300000,9,128
976,6,high,300000,6,128
977,6,normal,300000,3,128
978,6,high,300000,9,128
979,6,normal,300000,7,128
980,6,normal,300000,0,128
981,6,high,300000,15,128
982,6,high,300000,8,128
983,6,normal,300000,2,128
984,6,high,300000,13,128
985,6,normal,300000,5,128
986,6,high,300000,5,128
987,6,high,300000,10,128
988,6,normal,300000,6,128
989,6,normal,300000,5,128
990,6,normal,300000,8,128
991,6,normal,300000,6,128
992,6,high,300000,13,128
993,6,normal,300000,1,128
994,6,high,300000,6,128
995,6,high,300000,9,128
996,6,normal,300000,4,128
997,6,high,300000,9,128
998,6,normal,300000,7,128
999,6,normal,300000,2,128
1000,6,critical,300000,10,128
